"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","FD","FF","I","A","DD","GS","FT","CV","DP","PP","GC"
"472","Gabriel Pereira Taliari","bill","Bill","https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png",95131,8,293,"ata","Nulo",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,8,290,"mei","Nulo",1.4,5.99,-0.12,2.46,"Goiás",NA,1,2,1,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,8,293,"mei","Nulo",0,3.6,0,2.7,"Athlético-PR",NA,1,1,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Renan Augusto Lodi dos Santos","renan-lodi","Renan Lodi","https://s.glbimg.com/es/sde/f/2019/03/30/a69ce7a8dc1b05284bf5a5c9e7341f26_FORMATO.png",96591,8,293,"lat","Nulo",0,7.57,0,2.07,"Athlético-PR",1,8,5,NA,7,2,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"476","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png",86932,8,264,"ata","Provável",0.7,3.82,-0.38,1.13,"Corinthians",NA,6,4,NA,2,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/09/20/757d419d1040c909be357a50fb4f34b8_FORMATO.png",97528,8,266,"zag","Provável",2.2,2.75,-0.25,2.2,"Fluminense",1,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,8,356,"mei","Nulo",0,5,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Matheus Mascarenhas dos Santos Raimundo","mascarenhas","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,8,266,"lat","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2019/03/30/f24c484018a5a11e2b67e34f6aa5f99f_FORMATO.png",98057,8,293,"tec","Provável",-0.17,8.81,-1.19,3.35,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,8,264,"tec","Provável",4.92,11.07,-0.25,4.58,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/05/23/cc67b417a66e6a7ded54115b595d3620_FORMATO.png",70666,8,264,"zag","Nulo",3.4,5.51,-0.39,5.05,"Corinthians",1,1,7,NA,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,8,293,"mei","Nulo",0,1.22,0,0.83,"Athlético-PR",1,8,1,NA,3,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2019/05/23/3838256f970424f3a26f7cf5a433287b_FORMATO.png",72142,8,264,"lat","Provável",7.1,7.99,0.52,6.45,"Corinthians",1,3,5,NA,8,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Ocimar de Almeida Júnior","junior-urso","Júnior Urso","https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png",71829,8,264,"mei","Provável",3.4,6.99,-0.03,1.98,"Corinthians",2,4,5,NA,6,4,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png",98352,8,293,"mei","Provável",2.4,12.59,-0.45,4.88,"Athlético-PR",NA,11,20,1,8,6,NA,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"487","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png",97619,8,293,"mei","Nulo",0,5.04,0,1.48,"Athlético-PR",NA,3,4,NA,13,2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"488","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2019/02/04/27862dc150d6c7607eebf4e9cc71e83c_FORMATO.png",98569,8,266,"mei","Provável",5.3,5.85,0.76,2.28,"Fluminense",NA,12,8,NA,14,14,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"489","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2019/05/23/605fd3e976ffe9b529d0208eb32fa15b_FORMATO.png",73281,8,264,"mei","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/09/18/03e7abfdac596735f28f8c3784957b23_FORMATO.png",102911,8,266,"mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,8,293,"gol","Nulo",0,0.74,0,-4,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"492","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/09/20/f970b4dfcb039c351e6e0f6bd9a64edb_FORMATO.png",101601,8,266,"mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/05/23/2e7a0138d60a1418cacfcd315daf7491_FORMATO.png",78605,8,264,"mei","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Alex Teixeira dos Santos","alex-nagib","Alex Nagib","https://s.glbimg.com/es/sde/f/2019/04/01/2addc090f42dd1d5f895c46251867bce_FORMATO.png",98933,8,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,8,290,"lat","Nulo",0,3.14,0,-1.1,"Goiás",NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,8,293,"zag","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2019/05/13/b7c71f1c725b014eefb9e6f275824bbd_FORMATO.png",101579,8,293,"zag","Nulo",0,4.35,0,1.05,"Athlético-PR",NA,3,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2019/04/28/6b67724f0df358a59b19d910a740b005_FORMATO.png",103645,8,266,"ata","Dúvida",2.2,3.29,0.2,4.4,"Fluminense",NA,1,3,NA,2,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"499","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2019/04/30/fa847e00f13ad27310e18e3ed9e229f5_FORMATO.jpeg",103076,8,354,"ata","Nulo",0,2.22,0,-0.45,"Ceará",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,8,264,"lat","Nulo",5,3.17,0.69,2.95,"Corinthians",NA,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,8,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,8,264,"mei","Nulo",0,11.63,0,1.97,"Corinthians",1,10,5,NA,9,8,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"503","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png",101960,8,293,"ata","Nulo",0,1.22,0,0.9,"Athlético-PR",NA,NA,2,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Braian Ezequiel Romero","braian-romero","Braian Romero","https://s.glbimg.com/es/sde/f/2019/03/30/4eab9bac11e6c0d60d5e717b2474963f_FORMATO.png",101997,8,293,"ata","Nulo",0,4.85,0,3.73,"Athlético-PR",1,9,7,NA,6,6,NA,NA,4,1,1,NA,NA,1,NA,NA,NA,NA
"505","João Pedro Junqueira de Jesus","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2019/04/28/5584b0d256734e97b4adbf725c2ce137_FORMATO.png",104026,8,266,"ata","Provável",2.9,5.09,0.07,6.28,"Fluminense",1,3,6,3,5,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Jaderson Flores dos Reis","jaderson","Jaderson","https://s.glbimg.com/es/sde/f/2019/03/30/832c92b15aa34fdde7be9738ca86c863_FORMATO.png",98224,8,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,8,356,"gol","Nulo",-2,3.31,-0.76,-2.3,"Fortaleza",1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"508","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,8,356,"ata","Contundido",0,10.59,0,3.94,"Fortaleza",1,13,6,1,3,3,NA,2,4,NA,1,NA,NA,1,NA,NA,NA,NA
"509","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,8,264,"mei","Nulo",0,3.81,0,0.5,"Corinthians",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/05/23/f288fe0eba8dc3e607cb451541c2dc39_FORMATO.png",87225,8,264,"zag","Nulo",0,8.82,0,4.43,"Corinthians",NA,NA,3,NA,5,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,8,356,"ata","Suspenso",-3.6,4.79,-1.19,2.37,"Fortaleza",1,5,2,1,11,4,NA,3,1,NA,2,NA,NA,NA,1,NA,NA,NA
"512","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2019/05/23/4eeb5e5d8c27f4298bba05b91526868c_FORMATO.png",83817,8,264,"ata","Provável",0.7,10.03,-0.55,2.92,"Corinthians",NA,11,5,1,13,8,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,8,290,"gol","Contundido",0,4,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/03/22/d7e594d8f0b678708a852f3ee9178e96_FORMATO.png",51415,8,356,"zag","Contundido",0,3.87,0,0.62,"Fortaleza",NA,1,2,NA,12,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2019/05/23/2fe6e1e07de6a69ffa395b217210bff4_FORMATO.png",91808,8,264,"gol","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,8,356,"gol","Provável",0.5,7.21,-0.44,2.45,"Fortaleza",1,1,NA,NA,8,NA,NA,NA,NA,NA,NA,14,10,NA,NA,NA,NA,NA
"517","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,8,356,"mei","Contundido",0,8.44,0,3.65,"Fortaleza",1,3,13,1,9,3,NA,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2019/05/23/bc11cc1c2ac1b8fc0dd6144b9fdcc972_FORMATO.png",88323,8,264,"ata","Nulo",0,6,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Santiago Ernesto Romero Fernández","romero","Romero","https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png",79109,8,356,"mei","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,8,356,"ata","Contundido",0,6,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,8,356,"mei","Nulo",0,4.06,0,1.2,"Fortaleza",NA,4,6,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,8,356,"lat","Nulo",-0.4,0.75,0.02,-0.27,"Fortaleza",NA,3,1,NA,12,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,8,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,8,356,"lat","Provável",1.7,5,-0.01,2.26,"Fortaleza",2,9,6,NA,11,14,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,8,356,"lat","Contundido",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,8,356,"lat","Nulo",0,3.09,0,0.4,"Fortaleza",NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Raphael Guimarães de Paula","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/03/22/8a56679778a0433e0c37f71ecf3c4efa_FORMATO.png",84927,8,356,"mei","Nulo",0,2.74,0,-0.15,"Fortaleza",NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,8,356,"ata","Provável",-0.9,3.77,-0.63,2.5,"Fortaleza",1,5,9,1,10,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"529","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,8,356,"mei","Provável",-0.5,3.94,-0.72,2.48,"Fortaleza",1,9,10,NA,10,13,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,8,356,"mei","Provável",3.7,4.23,0.57,1.73,"Fortaleza",NA,2,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2019/03/23/6af5c025e0db9d04d70d983be161d599_FORMATO.png",95660,8,356,"mei","Nulo",0,4.11,0,1.45,"Fortaleza",1,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,8,356,"mei","Provável",0,5.25,-0.71,1.8,"Fortaleza",2,6,5,NA,23,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/fff7f99312b5f26f059e27d7f7b203a5_FORMATO.png",97527,8,356,"ata","Nulo",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Patrick Marcelino ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2019/03/22/cc54574005150995a5fed73fe216902f_FORMATO.png",91914,8,356,"zag","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,8,356,"zag","Provável",0.7,2.37,-0.37,0.74,"Fortaleza",NA,4,5,NA,11,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Márcio Augusto da Silva Barbosa","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/8f366bd1f99334183e816c8b6e06bc3c_FORMATO.png",90458,8,356,"ata","Provável",0,8.16,0,5.63,"Fortaleza",2,5,6,2,10,10,NA,4,2,3,2,NA,NA,NA,NA,NA,NA,NA
"537","José Antonio dos Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2019/03/22/942da177a5896c7e0236b3f54baed905_FORMATO.png",101002,8,356,"ata","Nulo",0,5.64,0,2,"Fortaleza",NA,4,3,NA,8,3,NA,3,6,2,NA,NA,NA,1,NA,NA,NA,NA
"538","Miguel Ferreira Damasceno","figueira","Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,8,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,8,356,"lat","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,8,267,"gol","Nulo",0,4.29,0,1.64,"Vasco",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,NA
"541","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,8,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2019/03/26/fac8ae4b1ad76816a386604cbe32d846_FORMATO.png",102607,8,356,"zag","Provável",4.2,3.26,0.64,2.37,"Fortaleza",NA,1,2,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Geovane Batista de Faria","geovane","Geovane","https://s.glbimg.com/es/sde/f/2019/03/26/c9e38ba62632fce4509a3f9e0181914f_FORMATO.png",71667,8,290,"mei","Provável",0,3.89,-0.94,1.71,"Goiás",1,16,4,NA,21,13,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2019/03/26/32f1ef47f09a17579130bc990308fe11_FORMATO.png",77500,8,290,"zag","Provável",-0.3,3.15,-0.19,1.52,"Goiás",1,4,2,NA,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/26/e60267387b772e4aca726b4377fab481_FORMATO.png",73789,8,290,"mei","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/15/1734697a213fcd54106cf09b1ea78a95_FORMATO.png",80080,8,314,"ata","Suspenso",-0.4,4.52,-1.51,1.57,"Avaí",3,9,8,1,6,1,NA,1,1,3,NA,NA,NA,1,NA,NA,NA,NA
"547","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2019/03/26/dddf90d9631bcb9fa07f3add9c0b918e_FORMATO.png",71604,8,290,"zag","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2019/03/27/9bfae7e4b63cac57b0bc415f46d1ab65_FORMATO.png",68938,8,290,"mei","Provável",6,4.24,1.09,1.37,"Goiás",NA,7,6,NA,27,8,NA,2,3,NA,1,NA,NA,NA,1,NA,NA,NA
"549","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,8,290,"mei","Nulo",0,2.48,0,0.23,"Goiás",NA,1,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Rafael Diniz Alves e Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/26/da0e26b0ad42f47aecd017b463a244e5_FORMATO.png",84381,8,290,"mei","Nulo",0,3.07,0,0.2,"Goiás",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2019/03/27/36a8f752725a4c7a0f94522417d6cc98_FORMATO.png",88225,8,290,"lat","Provável",-0.4,3.77,-0.22,1.12,"Goiás",1,11,5,NA,16,7,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
