"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","FT","SG","G","I","GC","CV","DD","GS","DP","PP"
"500","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,37,"PAR","lat","Contundido",0,5.04,0,1.01,"Paraná",3,26,3,10,48,14,NA,4,1,4,NA,NA,NA,1,NA,NA,NA,NA
"501","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,37,"BOT","ata","Provável",2.2,5.2,-0.75,1.74,"Botafogo",2,39,6,35,25,14,NA,8,NA,NA,3,7,NA,NA,NA,NA,NA,NA
"502","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,37,"CHA","mei","Nulo",0,1.7,-0.38,0.07,"Chapecoense",NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,37,"PAR","mei","Nulo",0,2.38,0,2.23,"Paraná",1,9,8,26,36,13,NA,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"504","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,37,"VAS","lat","Suspenso",-2.4,16.74,-2.85,6.65,"Vasco",3,21,27,103,64,26,2,26,2,6,10,9,NA,2,NA,NA,NA,NA
"505","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,37,"FLU","mei","Provável",4.1,8.12,0.59,2.07,"Fluminense",7,39,7,52,101,47,1,9,1,NA,2,3,NA,1,NA,NA,NA,NA
"506","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,37,"FLU","ata","Nulo",2.8,6.52,0.31,2.53,"Fluminense",NA,12,10,33,34,15,3,8,NA,NA,2,8,NA,NA,NA,NA,NA,NA
"507","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,37,"ATL","ata","Nulo",0,2.48,0,0.48,"Atlético-MG",NA,1,NA,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,37,"BAH","zag","Provável",1.8,7.06,-0.4,2.39,"Bahia",6,22,2,26,64,25,NA,7,1,11,NA,NA,NA,NA,NA,NA,NA,NA
"509","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,37,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",3,20,4,17,41,34,2,7,NA,6,3,1,NA,1,NA,NA,NA,NA
"510","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,37,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,37,"FLU","ata","Provável",2.8,6.02,0.19,3.32,"Fluminense",2,18,12,24,25,11,1,10,NA,NA,3,6,NA,NA,NA,NA,NA,NA
"512","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,37,"CRU","lat","Nulo",0,4.96,0,2.59,"Cruzeiro",6,25,1,18,28,21,NA,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA
"513","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,37,"CRU","mei","Suspenso",-3.4,4.18,-1.56,2.61,"Cruzeiro",9,25,NA,20,42,52,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,37,"CHA","gol","Nulo",0,1.21,0,-2,"Chapecoense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,37,"CHA","ata","Nulo",0,4.22,0,3.9,"Chapecoense",1,6,3,16,5,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,37,"CEA","mei","Nulo",0,3.32,0,1.84,"Ceará",1,10,NA,12,21,18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,37,"BAH","mei","Nulo",0,5.82,0,3.52,"Bahia",NA,3,NA,7,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,37,"BOT","mei","Nulo",0,4.3,0,1.64,"Botafogo",2,7,6,16,17,15,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"519","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,37,"PAL","zag","Provável",5.7,6.59,-2.09,5.79,"Palmeiras",6,21,2,15,30,33,NA,NA,NA,12,2,1,NA,1,NA,NA,NA,NA
"520","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,37,"AME","lat","Provável",3.9,9.98,0.67,3.71,"América-MG",6,32,5,19,32,41,2,1,NA,5,NA,2,NA,NA,NA,NA,NA,NA
"521","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,37,"PAL","mei","Provável",1.5,7.96,-0.15,3.06,"Palmeiras",8,57,5,49,76,47,3,15,1,NA,5,5,NA,NA,NA,NA,NA,NA
"522","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,37,"FLU","mei","Provável",-0.1,1.81,-0.45,1.6,"Fluminense",1,4,NA,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png",80573,37,"VAS","zag","Provável",-0.4,4.51,-0.93,2.81,"Vasco",6,24,1,31,60,43,NA,8,NA,6,NA,1,1,NA,NA,NA,NA,NA
"524","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,37,"SPO","mei","Suspenso",5.1,6.66,0.47,4.74,"Sport",6,30,2,23,30,45,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"525","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,37,"GRE","zag","Suspenso",7.1,16.28,0.98,7.09,"Grêmio",3,13,5,9,34,58,NA,8,NA,9,2,1,NA,NA,NA,NA,NA,NA
"526","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,37,"SPO","mei","Nulo",-0.6,7.64,-0.11,2.34,"Sport",1,7,12,34,75,13,3,19,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"527","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,37,"CEA","zag","Provável",2.2,6.53,-0.1,3.11,"Ceará",NA,5,NA,8,9,15,NA,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"528","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,37,"VAS","zag","Nulo",0,5.09,0,1.78,"Vasco",1,5,NA,3,10,3,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA
"529","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,37,"VAS","ata","Nulo",-2,6.3,-0.88,2.7,"Vasco",5,50,10,48,47,19,1,11,1,NA,6,3,NA,NA,NA,NA,NA,1
"530","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,37,"PAL","lat","Provável",5.9,7.61,-1.84,5.46,"Palmeiras",3,25,NA,9,27,38,2,1,NA,12,NA,3,NA,NA,NA,NA,NA,NA
"531","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,37,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",1,1,NA,NA,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"532","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,37,"GRE","mei","Nulo",1.9,7.1,0.43,3.12,"Grêmio",2,14,10,45,40,17,3,8,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"533","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,37,"INT","ata","Nulo",1.9,3.88,0.49,1.15,"Internacional",4,17,3,26,29,12,2,5,1,NA,1,2,NA,NA,NA,NA,NA,1
"534","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,37,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",1,4,NA,7,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,37,"BAH","ata","Provável",1.4,4.51,0,0.86,"Bahia",2,4,3,5,14,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"536","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,37,"SAN","mei","Suspenso",5.9,11.03,0.18,4.41,"Santos",2,23,4,39,59,12,3,11,1,NA,4,2,NA,1,NA,NA,NA,NA
"537","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,37,"ATL","mei","Provável",6.7,11.51,-1.31,4.54,"Atlético-MG",2,25,18,17,131,26,7,36,1,NA,7,NA,NA,NA,NA,NA,NA,NA
"538","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,37,"CHA","ata","Nulo",1,3.24,-0.03,1.23,"Chapecoense",2,10,3,10,17,7,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"539","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,37,"FLA","ata","Nulo",0,9.16,0,1.75,"Flamengo",6,36,2,30,14,5,NA,9,NA,NA,6,8,NA,1,NA,NA,NA,NA
"540","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,37,"AME","gol","Provável",9,7.72,1.85,3.17,"América-MG",2,NA,NA,2,25,NA,NA,NA,NA,8,NA,NA,NA,NA,39,34,1,NA
"541","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,37,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,37,"BAH","mei","Provável",4.9,18.74,-0.56,6.7,"Bahia",6,65,27,94,73,73,3,40,3,NA,4,5,NA,NA,NA,NA,NA,NA
"543","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,37,"AME","mei","Provável",9.2,9.43,1.26,3.15,"América-MG",4,52,4,30,83,70,NA,8,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"544","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,37,"FLU","lat","Nulo",0,4.04,0,3.74,"Fluminense",NA,9,NA,8,11,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"545","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,37,"CEA","mei","Provável",0,3.55,0,2.04,"Ceará",3,14,8,19,23,11,NA,10,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"546","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,37,"ATL","mei","Provável",-0.9,3.04,-0.44,1.35,"Atlético-MG",6,25,4,28,46,25,1,7,NA,NA,1,1,NA,1,NA,NA,NA,NA
"547","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,37,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,37,"VAS","ata","Nulo",0,3.75,0,-0.03,"Vasco",2,3,NA,4,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,37,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",4,16,1,8,37,20,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"550","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,37,"CHA","zag","Contundido",0,5.02,0,2.36,"Chapecoense",7,16,3,16,43,28,NA,3,NA,7,1,1,NA,NA,NA,NA,NA,NA
"551","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,37,"AME","mei","Nulo",0,5.32,0,1.87,"América-MG",NA,6,9,27,71,11,1,9,1,NA,1,1,NA,NA,NA,NA,NA,NA
"552","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,37,"VIT","ata","Nulo",0,11.47,0,3.77,"Vitória",7,43,7,56,94,37,4,22,2,NA,7,4,NA,1,NA,NA,NA,NA
"553","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,37,"INT","mei","Provável",3.2,16.87,-0.29,5.73,"Internacional",6,58,11,47,72,101,3,18,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"554","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,37,"SAN","ata","Suspenso",5,15,0.79,5.87,"Santos",8,46,20,62,94,26,2,35,NA,NA,18,20,NA,NA,NA,NA,NA,1
"555","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,37,"ATL","zag","Nulo",0,5.82,0,4.06,"Atlético-PR",4,11,2,7,48,13,NA,4,NA,8,3,NA,NA,NA,NA,NA,NA,NA
"556","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,37,"COR","ata","Nulo",0,8.42,0,1.31,"Corinthians",3,17,6,21,31,14,1,4,NA,NA,1,5,NA,NA,NA,NA,NA,NA
"557","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,37,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",1,12,NA,4,19,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,37,"SPO","zag","Contundido",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,37,"BOT","ata","Nulo",19.1,6.46,1.79,4.2,"Botafogo",2,30,7,37,33,18,4,11,1,NA,5,9,NA,NA,NA,NA,NA,NA
"560","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,37,"INT","ata","Provável",23.6,18.81,3.57,5.83,"Internacional",5,35,26,46,73,35,5,24,3,NA,11,12,NA,NA,NA,NA,NA,NA
"561","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,37,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/10/18/731df10308e961dc0c7161cfb7ffe9a1_FORMATO.png",78379,37,"CRU","ata","Dúvida",0,6.29,0,1.36,"Cruzeiro",1,15,5,8,22,6,1,9,NA,NA,1,3,NA,NA,NA,NA,NA,1
"563","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,37,"BAH","mei","Nulo",0,3.79,0,1.5,"Bahia",NA,7,2,5,8,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"564","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,37,"ATL","ata","Nulo",0,7.07,0,1.23,"Atlético-MG",2,13,1,6,13,4,NA,9,NA,NA,2,4,NA,NA,NA,NA,NA,NA
"565","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,37,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/10/18/511e42c3263bd1f9a67e970fead7b065_FORMATO.png",84761,37,"CHA","tec","Provável",5.62,9.51,0.45,3.17,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,37,"CRU","mei","Provável",2.6,5.87,0.38,3.27,"Cruzeiro",5,27,2,24,41,60,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"568","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,37,"VAS","lat","Dúvida",1.2,5.72,-0.59,2.15,"Vasco",4,29,3,35,43,22,1,6,NA,5,NA,2,NA,1,NA,NA,NA,NA
"569","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,37,"ATL","mei","Nulo",2.5,2.25,-0.17,1.8,"Atlético-MG",NA,2,2,4,3,7,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"570","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,37,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",6,19,6,24,24,16,NA,15,NA,NA,1,11,NA,NA,NA,NA,NA,NA
"571","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,37,"VIT","lat","Suspenso",6.6,6.38,1.34,2.82,"Vitória",9,34,1,28,81,52,1,3,NA,10,NA,3,NA,1,NA,NA,NA,NA
"572","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,37,"VAS","tec","Provável",0.69,9.14,-0.97,3.61,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,37,"SPO","lat","Provável",8.5,9.25,0.09,3.52,"Sport",3,31,2,24,70,37,1,4,NA,8,NA,NA,NA,1,NA,NA,NA,NA
"574","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,37,"FLA","ata","Nulo",1.7,4.24,-0.57,2.55,"Flamengo",NA,3,2,5,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,37,"BOT","mei","Contundido",0,3.28,0,2.13,"Botafogo",1,4,NA,5,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,37,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,37,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,37,"AME","ata","Dúvida",0,6.36,0,1.63,"América-MG",3,17,6,16,13,9,1,10,1,NA,NA,7,NA,NA,NA,NA,NA,NA
"579","Leonardo de Sousa Pereira","leo-ceara","Léo Ceará","https://s.glbimg.com/es/sde/f/2018/08/31/5097d6c26b52561e75d1062f0c17c757_FORMATO.png",85607,37,"VIT","ata","Provável",4.5,7.96,0.73,4.13,"Vitória",3,26,6,41,21,7,NA,21,NA,NA,5,7,NA,NA,NA,NA,NA,NA
"580","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,37,"INT","mei","Nulo",0,3.79,0,1.75,"Internacional",1,8,NA,9,4,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
