"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","FT","G","I","PP","GC","CV","DD","DP","GS"
"462","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,19,284,"mei","Contundido",0,11.51,0,5.76,13,"284",1,18,12,17,35,109,NA,4,13,1,1,4,NA,NA,NA,NA,NA,NA
"463","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,19,373,"ata","Provável",0.3,4.18,-1.01,2.6,16,"373",1,13,20,9,27,90,NA,2,4,2,1,NA,NA,NA,NA,NA,NA,NA
"464","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,19,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,3,1,2,6,20,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"465","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,19,266,"lat","Provável",2.2,4.24,-0.51,2.49,13,"266",5,24,36,4,23,85,3,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"466","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,19,275,"mei","Provável",6.8,10.78,0.36,3.4,14,"275",4,25,24,7,32,47,NA,2,4,NA,2,NA,NA,NA,1,NA,NA,NA
"467","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,19,277,"zag","Nulo",0,2.69,0,0.82,4,"Santos",NA,6,7,2,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,19,356,"lat","Nulo",-0.4,6.47,-1.07,4.63,10,"356",1,20,6,1,5,112,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"469","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,19,290,"gol","Provável",-1.6,7.43,-0.57,2.57,13,"290",NA,NA,1,NA,2,123,3,NA,1,NA,NA,NA,NA,NA,NA,18,1,25
"470","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,19,294,"mei","Provável",10,12.25,1.69,4.77,15,"Coritiba",2,46,15,10,25,96,NA,1,6,2,1,NA,NA,NA,NA,NA,NA,NA
"471","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,19,263,"zag","Nulo",0,3.83,0,1.04,14,"263",2,11,13,5,11,65,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"472","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,19,280,"tec","Provável",2.84,7.33,-0.15,3.29,12,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Fernando Canesin Matos","fernando-canesin","Fernando Canesin","https://s.glbimg.com/es/sde/f/2020/01/21/b9b4d67aae6f6afee4097184bf8cc32d_FORMATO.png",81585,19,293,"mei","Nulo",0,1.44,0,-0.2,3,"293",1,2,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,19,262,"ata","Contundido",0,13.46,0,6.96,9,"Flamengo",2,4,3,15,10,55,NA,NA,11,1,5,7,NA,NA,NA,NA,NA,NA
"475","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,19,265,"ata","Dúvida",0.5,5.4,-0.3,2,13,"265",3,13,9,6,17,84,NA,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA
"476","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,19,285,"mei","Provável",1.1,3.13,-0.13,0.55,16,"285",1,11,17,6,8,34,NA,NA,2,1,NA,5,NA,NA,NA,NA,NA,NA
"477","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,19,285,"mei","Provável",3,11.96,-1.19,5.01,17,"285",1,43,27,6,31,86,NA,2,6,2,3,2,NA,NA,NA,NA,NA,NA
"478","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,19,264,"mei","Provável",3.2,11.3,0.57,3.8,8,"264",4,10,9,7,24,60,NA,1,9,2,NA,1,NA,NA,NA,NA,NA,NA
"479","Wellington Soares da Silva","wellington-rato","Wellington Rato","https://s.glbimg.com/es/sde/f/2020/10/05/b190d450eb26fdf91906a41bc3070d11_FORMATO.png",82766,19,373,"mei","Nulo",3.3,2.31,0.51,1.9,2,"373",NA,NA,1,1,NA,7,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"480","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,19,294,"ata","Provável",0.6,5.15,-0.9,1.77,10,"Coritiba",1,14,13,5,11,35,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,19,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",1,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"482","Hyuri Henrique de Oliveira Costa","hyuri","Hyuri","https://s.glbimg.com/es/sde/f/2020/07/11/ddbeaca2d0f0fdc1c5052cddcaafdd33_FORMATO.png",82758,19,373,"ata","Nulo",0,6.01,0,1.48,15,"373",2,10,15,8,4,18,NA,NA,3,NA,2,5,NA,NA,NA,NA,NA,NA
"483","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,19,292,"mei","Nulo",0,4.89,0,2,10,"292",3,30,22,3,10,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,19,262,"zag","Nulo",2,5.18,0.12,2.41,10,"Flamengo",1,17,14,2,7,43,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"485","Gilvan Souza Correa","gilvan","Gilvan","https://s.glbimg.com/es/sde/f/2020/02/27/73ad0548535f59edf7dd6d9d1224dc21_FORMATO.png",82773,19,373,"zag","Provável",-0.1,4.91,-0.13,2.44,10,"373",3,15,13,1,6,12,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"486","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,19,292,"zag","Nulo",0,4.14,0,5.5,1,"292",NA,1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,19,290,"ata","Nulo",0,1.92,0,-2,1,"290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,19,266,"lat","Provável",3.8,3.51,1.17,0.5,11,"266",3,12,27,3,2,153,3,1,2,NA,1,1,NA,NA,1,NA,NA,NA
"489","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,19,294,"ata","Provável",0,9.4,0,5.65,18,"Coritiba",3,25,32,21,39,89,NA,1,10,4,6,11,NA,NA,NA,NA,NA,NA
"490","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,19,356,"ata","Provável",-0.7,8,-0.52,2.78,17,"356",2,12,10,10,35,57,NA,NA,5,1,2,1,NA,NA,NA,NA,NA,NA
"491","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,19,277,"zag","Provável",1.6,5.74,0.55,1.71,18,"Santos",2,22,6,2,16,89,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"492","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,19,354,"mei","Provável",0.8,12.56,0.02,5.04,17,"354",2,54,28,13,34,102,NA,3,8,1,1,6,NA,NA,NA,NA,NA,NA
"493","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,19,292,"lat","Provável",7.3,5.56,0.48,6.85,2,"292",NA,4,1,NA,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,19,267,"lat","Provável",-3.1,5.71,-0.73,1.66,14,"267",5,31,25,NA,15,90,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"495","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,19,265,"ata","Nulo",0.4,4.94,-0.11,2.17,12,"265",1,7,11,5,15,65,NA,1,5,NA,2,3,1,NA,NA,NA,NA,NA
"496","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2020/08/17/5ca1dfd17b9c403e5ff3ea06b70cda86_FORMATO.png",83438,19,267,"ata","Dúvida",0.2,1.68,0.04,-0.3,10,"267",2,3,4,NA,3,22,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"497","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,19,356,"gol","Nulo",0,3.76,0,11.4,1,"356",NA,NA,NA,NA,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"498","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,19,280,"mei","Nulo",-0.7,3.84,-0.43,1.75,17,"280",8,45,47,10,21,59,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"499","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,19,277,"gol","Provável",7.4,8.99,0.06,4.1,17,"Santos",2,NA,NA,NA,2,102,3,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,20
"500","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,19,356,"lat","Nulo",0,5.06,0,3.07,11,"356",3,11,15,1,7,54,4,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA
"501","José Brandão Gonçalves Júnior","junior-brandao","Júnior Brandão","https://s.glbimg.com/es/sde/f/2020/02/27/78f5c554409caf5d629476e7df23316d_FORMATO.png",93909,19,373,"ata","Nulo",0,2.17,-0.09,0.69,7,"373",NA,2,4,3,1,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,19,266,"gol","Nulo",0,0.77,0,-1.3,3,"266",NA,NA,NA,NA,1,34,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,5
"503","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,19,263,"lat","Provável",-2.5,9.38,-1.51,5.15,12,"263",NA,38,9,3,12,106,3,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA
"504","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,19,282,"mei","Nulo",0,11.54,0,3.87,12,"282",1,14,20,9,15,67,NA,2,7,1,2,2,NA,NA,NA,NA,NA,NA
"505","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,19,282,"ata","Provável",0,13.79,0,7.04,17,"282",3,23,22,21,21,169,NA,2,21,4,8,16,NA,NA,NA,NA,NA,NA
"506","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,19,292,"lat","Nulo",0,8.5,0,2.19,10,"292",NA,26,6,3,16,77,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"507","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,19,265,"zag","Nulo",0,4,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,19,292,"mei","Nulo",0,2.87,0,0.54,8,"292",2,11,9,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,19,276,"lat","Nulo",1.9,4.4,-0.4,2.05,11,"276",1,12,7,1,11,53,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,19,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,19,264,"mei","Nulo",0,5.7,0,1.49,10,"264",1,10,11,4,10,32,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,19,276,"mei","Provável",9,8.97,1.74,2.39,15,"276",2,20,11,7,20,53,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"513","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,19,280,"ata","Dúvida",0,2.22,0.02,0.17,12,"280",NA,4,9,7,8,47,NA,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA
"514","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,19,373,"lat","Provável",2.3,4.02,0.45,2.73,6,"373",NA,7,6,3,8,47,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"515","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,19,285,"mei","Contundido",0,8.45,0,3.81,13,"285",2,40,24,5,14,92,NA,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"516","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2020/02/28/a43448ab0640bf1b8aba905b26aeb462_FORMATO.png",86508,19,293,"gol","Nulo",0,9.01,0,5.35,4,"293",NA,NA,NA,NA,NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3
"517","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,19,282,"mei","Provável",1.7,10.26,0.28,4.62,11,"282",NA,15,6,5,6,33,NA,1,6,NA,3,2,NA,NA,NA,NA,NA,NA
"518","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,19,293,"mei","Provável",2.1,2.37,0.31,0.88,13,"293",2,20,16,2,10,43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,19,264,"mei","Nulo",0.8,7.01,-0.44,2.52,9,"264",1,8,7,3,7,53,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA
"520","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,19,282,"lat","Provável",1.3,16.36,-0.65,4.76,18,"282",1,29,22,14,15,203,6,2,13,NA,2,1,NA,NA,NA,NA,NA,NA
"521","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,19,277,"ata","Provável",5.6,7.73,1.07,3.44,13,"Santos",4,6,7,10,26,92,NA,3,7,NA,2,2,NA,NA,NA,NA,NA,NA
"522","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,19,373,"mei","Nulo",0,3.02,0,1.01,12,"373",1,9,4,2,17,77,NA,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
"523","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2020/03/02/d76b28f383366667813428ea01aaab63_FORMATO.png",86764,19,264,"lat","Nulo",0,6.17,0,2.03,8,"264",NA,12,4,1,9,47,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"524","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,19,293,"zag","Nulo",0,4.97,0,3.02,10,"293",1,21,5,1,3,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,19,294,"lat","Nulo",0,5.55,0,3.29,10,"Coritiba",1,19,6,2,7,49,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"526","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,19,263,"mei","Nulo",0.8,3.31,-0.69,0.8,1,"263",NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,19,267,"mei","Provável",-1.3,3.65,-0.18,1.36,11,"267",NA,10,9,6,7,50,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,19,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,19,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,8,7,2,11,7,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
"530","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,19,284,"mei","Nulo",0,5.46,0,2.05,9,"284",1,9,8,4,8,22,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"531","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,19,275,"zag","Nulo",0,3.14,0,0.1,1,"275",NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,19,262,"mei","Contundido",0,18.58,0,6.36,9,"Flamengo",NA,16,10,7,10,97,NA,2,7,1,3,NA,NA,NA,NA,NA,NA,NA
"533","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,19,265,"lat","Nulo",0,4.83,0,1.1,5,"265",1,3,3,3,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2020/07/11/5076b57240821162b131179bbb37a7f6_FORMATO.png",87262,19,373,"mei","Provável",-0.1,2.4,0.59,0.14,7,"373",1,8,6,3,3,16,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA
"535","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,19,284,"zag","Nulo",0,10.7,0,4.34,7,"284",4,24,23,2,9,26,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,19,282,"zag","Provável",-0.8,10.16,-1.44,3.47,15,"282",4,33,20,10,1,94,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"537","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,19,356,"lat","Provável",1.2,7.18,-0.52,3.15,15,"356",1,12,11,1,12,52,6,1,3,NA,1,1,NA,NA,1,NA,NA,NA
"538","Eduardo do Nascimento Souza","eduardo-souza","Eduardo Souza","https://s.glbimg.com/es/sde/f/2020/01/23/11f4eedb0f90a14284645acc283b8cf5_FORMATO.png",88406,19,373,"tec","Provável",0.34,7.22,-0.38,2.36,4,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,19,282,"zag","Nulo",0,7.83,0,2.8,1,"282",1,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,19,276,"ata","Nulo",0,2.95,0,0.33,3,"276",NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,19,292,"gol","Provável",4.2,5.01,-1.98,1.36,12,"292",2,NA,NA,NA,2,157,3,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,18
"542","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,19,276,"mei","Nulo",2,7.48,0.68,2.73,12,"276",2,9,4,7,15,48,NA,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA
"543","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,19,280,"lat","Provável",-0.7,8.34,-0.74,2.28,17,"280",2,51,38,5,14,170,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
