"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","A","CA","DD","GS","SG","GC","PP","FT","DP","CV"
"436","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,7,284,"lat","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,7,267,"gol","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,7,285,"gol","Provável",-3.1,9.73,-1.69,1.3,7,"Internacional",NA,NA,NA,NA,NA,NA,NA,79,NA,1,NA,3,5,NA,NA,NA,NA,NA
"439","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,7,266,"zag","Contundido",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,7,285,"zag","Provável",-1.6,11.13,-1.45,3.95,7,"Internacional",14,12,NA,NA,7,NA,NA,49,NA,2,NA,NA,5,NA,NA,NA,NA,NA
"441","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,7,267,"zag","Contundido",0,6,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,7,285,"zag","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,7,263,"ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,7,267,"lat","Contundido",0,7,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,7,266,"ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga ","https://s.glbimg.com/es/sde/f/2020/08/31/3c7ecdf87a233a597f39b95d57c610db_FORMATO.png",101478,7,266,"gol","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,7,262,"mei","Provável",23.5,21.43,4.85,7.55,6,"Flamengo",12,5,4,4,4,3,NA,62,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"448","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,7,266,"ata","Nulo",-0.2,2.64,-0.39,0.07,3,"Fluminense",1,1,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,7,267,"lat","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,7,266,"ata","Provável",0.5,5.72,-0.15,1.57,7,"Fluminense",7,2,NA,3,1,NA,1,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,7,266,"lat","Dúvida",4.7,3.9,1.04,4.93,3,"Fluminense",9,5,1,1,7,NA,1,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"452","Francisco Vítor Silva Costa","victor-jacare","Victor Jacaré","https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png",101201,7,354,"ata","Nulo",0,7.41,0,2.6,4,"Ceará",NA,5,NA,4,7,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,7,285,"zag","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,7,285,"zag","Nulo",-0.6,2.32,-0.65,0.9,2,"Internacional",4,5,NA,NA,1,NA,NA,12,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"455","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,7,267,"mei","Contundido",0.5,2.5,-0.21,1.1,2,"Vasco",1,NA,NA,1,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2020/08/11/15687cfb7561b9508632e075138d3bfc_FORMATO.png",95542,7,266,"lat","Nulo",0,4,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Francisco Evanilson de Lima Barbosa","evanilson","Evanilson","https://s.glbimg.com/es/sde/f/2020/08/11/05fff2d3b42f1fb6c7329aa46de38b43_FORMATO.png",101606,7,266,"ata","Suspenso",7.2,9.67,1.17,3.9,6,"Fluminense",3,8,3,2,23,2,2,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"458","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2020/02/27/ac1ef4d59993ff8aa8d21020834a05ec_FORMATO.png",38588,7,292,"ata","Provável",0.5,11.74,-0.28,2.6,7,"Sport",2,10,4,7,2,2,8,32,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"459","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,7,276,"mei","Contundido",0,13.99,0,5.85,4,"São Paulo",13,6,1,5,12,1,2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/07/20/9084acbdc2fa8f6a0f4cb02c41701033_FORMATO.png",107746,7,285,"mei","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,7,266,"mei","Provável",4.5,6.76,0.43,3.77,7,"Fluminense",16,12,4,5,26,NA,1,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"462","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,7,267,"mei","Provável",0,4.67,0,2.43,4,"Vasco",10,4,NA,1,9,NA,NA,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"463","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,7,285,"zag","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,7,266,"ata","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,7,262,"ata","Contundido",0,11.48,0,2.1,6,"Flamengo",7,15,3,3,19,NA,2,34,1,3,NA,NA,NA,NA,NA,1,NA,NA
"466","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,7,292,"lat","Provável",11.1,9.12,2.13,3.5,7,"Sport",17,11,1,5,7,1,2,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,7,262,"ata","Provável",0,13.71,0,6.8,6,"Flamengo",3,3,8,10,8,3,3,38,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"468","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,7,284,"gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Phelipe Megiolaro Alves","phelipe","Phelipe","https://s.glbimg.com/es/sde/f/2020/07/19/e52503594503e3d1c2afbe4716ffa36c_FORMATO.png",103524,7,284,"gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,7,292,"mei","Nulo",-0.5,3.6,-0.4,0.15,2,"Sport",1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/08/26/37e5e42d57b218a1b99233cecb344897_FORMATO.jpeg",107318,7,290,"mei","Nulo",-0.1,1.16,-0.32,-0.05,2,"Goiás",NA,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,7,262,"gol","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Kevin Martín Quevedo Mathey","quevedo","Quevedo","https://s.glbimg.com/es/sde/f/2020/08/26/54867caab3aa189c69f2374c4489689d_FORMATO.jpeg",102197,7,290,"ata","Nulo",0.4,0.85,-0.15,0.4,1,"Goiás",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,7,290,"lat","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,7,284,"zag","Nulo",0,1.61,0,0.3,1,"Grêmio",1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/08/26/f8c7d3a76680619bf773e434179d4df4_FORMATO.jpeg",103591,7,290,"mei","Provável",1.6,7.43,-1.39,5.46,5,"Goiás",12,7,2,2,4,2,NA,22,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"477","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,7,284,"mei","Nulo",0,2.74,0,-0.5,1,"Grêmio",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,7,292,"ata","Nulo",-2.7,4.51,-0.96,-1.05,2,"Sport",NA,2,1,NA,1,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"479","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,7,285,"lat","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,7,284,"mei","Provável",1.2,6.76,-0.77,0.53,4,"Grêmio",8,7,NA,1,7,NA,NA,27,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"481","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,7,292,"ata","Suspenso",0,0.81,0,-2.2,3,"Sport",1,1,1,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"482","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,7,290,"mei","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,7,280,"gol","Nulo",0,1,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,7,290,"mei","Nulo",0,4.43,0,3.8,3,"Goiás",10,1,NA,2,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,7,290,"zag","Nulo",0,0.75,0,0,3,"Goiás",4,5,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,7,284,"gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,7,284,"mei","Nulo",0,4.96,0,2.3,2,"Grêmio",5,2,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,7,284,"mei","Provável",-0.3,4.72,-0.92,1.35,6,"Grêmio",8,6,NA,3,14,NA,NA,23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"489","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,7,292,"mei","Nulo",1.7,2.74,0.18,0.8,4,"Sport",5,3,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,7,292,"mei","Provável",5.6,5.01,0.93,1.79,7,"Sport",21,17,NA,1,5,NA,NA,43,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"491","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,7,356,"ata","Nulo",0,1,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,7,284,"ata","Nulo",0,0.86,0,0.4,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,7,292,"zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,7,284,"zag","Nulo",0,8.84,0,3.9,4,"Grêmio",5,2,1,1,2,NA,NA,14,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"495","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/07/19/2faeab06b34dc80408c62b965690e8b2_FORMATO.png",38277,7,284,"mei","Nulo",1.5,3.66,0.13,0.1,5,"Grêmio",NA,1,NA,3,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,7,285,"mei","Nulo",-0.1,3.04,0.01,0.08,5,"Internacional",1,1,1,NA,4,NA,1,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"497","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,7,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,7,285,"lat","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,7,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,7,354,"mei","Nulo",0,1,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,7,265,"gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,7,265,"gol","Dúvida",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,7,284,"gol","Nulo",0,7.25,0,6.85,2,"Grêmio",NA,NA,NA,NA,NA,NA,NA,13,NA,NA,3,1,1,NA,NA,NA,NA,NA
"504","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,7,284,"lat","Provável",-0.3,9.84,-1.58,4.07,6,"Grêmio",16,7,NA,1,5,NA,1,39,NA,1,NA,NA,3,NA,NA,NA,NA,NA
"505","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,7,292,"lat","Contundido",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,7,292,"mei","Provável",-1.3,3.19,-1.14,1.9,2,"Sport",6,1,NA,NA,2,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"507","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,7,285,"tec","Provável",1.64,12.02,-0.84,4.55,7,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,7,265,"lat","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2020/08/31/6520e5b98fe12640dde2f4a556494cd3_FORMATO.png",90572,7,282,"mei","Nulo",0,6.21,0,0.8,1,"Atlético-MG",1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,7,264,"mei","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,7,280,"mei","Nulo",0,7,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,7,275,"mei","Provável",-1.8,6.44,-0.68,-0.08,6,"Palmeiras",4,11,2,3,3,NA,1,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"513","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,7,276,"ata","Provável",1.6,8.36,-0.53,2.77,6,"São Paulo",3,16,3,15,9,1,6,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"514","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,7,292,"zag","Provável",2.4,3.03,0.33,0.23,6,"Sport",8,9,NA,1,4,NA,NA,19,NA,3,NA,NA,NA,NA,NA,1,NA,NA
