"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","CV","SG","A","DD","DP","GS","FT","GC","PP"
"449","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,14,290,"ata","Contundido",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,14,354,"mei","Provável",1.6,12.41,-1,5.17,13,"354",2,43,24,8,9,31,NA,5,76,NA,NA,3,NA,NA,NA,1,NA,NA
"451","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,14,266,"lat","Nulo",2,3.93,0.22,2.67,8,"266",3,15,17,1,3,16,NA,1,52,NA,1,2,NA,NA,NA,NA,NA,NA
"452","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,14,276,"lat","Provável",3.5,13.45,-0.65,4.61,10,"276",3,26,16,4,3,9,2,NA,137,NA,3,1,NA,NA,NA,NA,NA,NA
"453","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,14,275,"lat","Nulo",0,9.17,0,4.85,8,"275",1,31,5,1,4,10,NA,1,66,NA,1,1,NA,NA,NA,NA,NA,NA
"454","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,14,275,"ata","Provável",2.5,3.95,-1.61,3.18,9,"275",2,7,8,7,5,12,NA,4,28,NA,NA,2,NA,NA,NA,2,NA,NA
"455","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,14,275,"mei","Nulo",2,10.12,-0.77,3.92,9,"275",2,15,19,3,6,25,2,NA,31,1,NA,1,NA,NA,NA,NA,NA,NA
"456","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,14,266,"zag","Nulo",0,5.33,0,1.77,10,"266",NA,16,4,NA,2,7,NA,2,55,NA,1,NA,NA,NA,NA,NA,NA,NA
"457","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,14,354,"lat","Provável",8.8,9.36,0.55,4.26,11,"354",NA,27,18,NA,NA,15,NA,NA,86,1,5,2,NA,NA,NA,NA,NA,NA
"458","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,14,354,"mei","Nulo",4.4,4.05,0.82,1.77,10,"354",2,22,5,1,NA,7,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,14,290,"ata","Nulo",0,1.92,0,-2,1,"290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,14,276,"mei","Suspenso",12.2,5.38,2.52,2.68,12,"276",3,10,13,2,7,10,3,3,58,NA,NA,1,NA,NA,NA,NA,NA,NA
"461","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,14,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,14,275,"ata","Nulo",0.5,5.48,-0.25,4.88,5,"275",NA,5,6,NA,2,3,2,1,12,NA,NA,1,NA,NA,NA,NA,NA,NA
"463","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,14,266,"mei","Nulo",9.1,5,1.55,2.04,11,"266",1,13,13,3,4,14,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,14,290,"ata","Provável",16.8,8.62,3.64,3.47,7,"290",1,1,18,3,5,6,4,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,14,284,"tec","Provável",3.49,12.2,0.3,3.46,13,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,14,290,"zag","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,14,275,"mei","Nulo",0,4.93,0,2.86,10,"275",2,19,12,1,9,20,NA,4,68,NA,NA,2,NA,NA,NA,NA,NA,NA
"468","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,14,276,"ata","Nulo",0,3.5,0,2.2,3,"276",NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"469","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,14,266,"gol","Nulo",0,0.77,0,-1.3,3,"266",NA,NA,NA,NA,NA,1,NA,NA,34,NA,NA,1,1,NA,5,NA,NA,NA
"470","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,14,354,"ata","Provável",4.8,6.13,0.8,2.1,10,"354",2,17,8,3,6,18,NA,1,49,1,NA,1,NA,NA,NA,NA,NA,NA
"471","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,14,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,14,290,"lat","Nulo",0.5,3.34,-0.68,3.18,5,"290",NA,8,3,NA,2,3,NA,NA,37,NA,1,1,NA,NA,NA,NA,NA,NA
"473","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,14,263,"ata","Provável",-0.6,7.22,-0.69,2.09,8,"263",NA,5,10,1,3,8,1,NA,39,NA,NA,1,NA,NA,NA,NA,NA,NA
"474","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2020/08/26/6622fc0f0b4563502290e852155ed20f_FORMATO.jpeg",90118,14,290,"lat","Nulo",0,2.72,0,1.45,2,"290",NA,1,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,14,284,"gol","Provável",-2.5,7.26,-0.29,2.04,10,"284",1,NA,NA,NA,NA,1,NA,NA,51,NA,3,NA,7,NA,8,NA,NA,NA
"476","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,14,264,"ata","Provável",0.1,11.19,-0.23,3,11,"264",NA,NA,9,5,5,11,3,3,45,NA,NA,1,NA,NA,NA,1,NA,1
"477","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,14,275,"zag","Nulo",0,4,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,14,280,"mei","Provável",0.5,3.33,-0.33,2.59,12,"280",2,22,11,2,5,5,1,2,52,NA,NA,1,NA,NA,NA,1,NA,NA
"479","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,14,292,"lat","Provável",-2.7,7.76,-0.86,3.16,13,"292",1,24,18,2,7,14,1,3,113,NA,1,2,NA,NA,NA,1,NA,NA
"480","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,14,290,"lat","Provável",0,2.78,0,2.33,7,"290",1,20,9,NA,1,1,NA,1,30,NA,1,NA,NA,NA,NA,NA,NA,NA
"481","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,14,280,"zag","Provável",1.7,3.51,-0.37,1.6,8,"280",NA,7,11,1,NA,3,NA,NA,14,NA,1,1,NA,NA,NA,NA,NA,NA
"482","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,14,285,"mei","Provável",4.5,2.7,1.65,0.79,10,"285",1,21,14,NA,1,9,NA,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA
"483","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,14,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,14,263,"mei","Contundido",0,7.18,0,2.92,10,"263",NA,10,15,8,7,13,1,NA,80,NA,NA,1,NA,NA,NA,NA,NA,NA
"485","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,14,292,"mei","Provável",2.2,3.95,0.09,2.66,9,"292",NA,18,6,NA,2,5,1,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,14,275,"zag","Nulo",0,12.03,0,3.28,9,"275",1,11,13,1,3,9,1,3,26,NA,2,1,NA,NA,NA,NA,NA,NA
"487","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,14,354,"lat","Nulo",0,2.15,0,-0.73,3,"354",2,7,7,NA,1,3,NA,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,14,280,"lat","Provável",-1.7,3.28,-1.35,1.26,12,"280",4,27,20,1,12,10,NA,1,142,NA,1,NA,NA,NA,NA,NA,NA,NA
"489","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,14,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,14,292,"mei","Provável",1.9,4.57,-1.06,2.5,7,"292",2,12,9,NA,4,7,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,14,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,14,292,"mei","Nulo",0,1.93,0,-0.37,3,"292",NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,14,285,"gol","Provável",3.9,10.44,-0.81,1.93,14,"285",1,NA,NA,NA,NA,NA,NA,NA,160,NA,7,NA,7,NA,9,NA,NA,NA
"494","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png",103076,14,354,"ata","Nulo",-0.5,7.06,-0.27,2.01,12,"354",1,13,5,5,6,2,1,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,14,267,"lat","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,14,266,"mei","Nulo",0,1.8,0,0.94,7,"266",3,14,11,2,3,4,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,14,267,"mei","Suspenso",-2.1,2.66,-0.64,0.57,10,"267",2,18,15,1,2,20,NA,NA,36,2,NA,NA,NA,NA,NA,NA,NA,NA
"498","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,14,373,"mei","Nulo",0,4.03,0,1.31,11,"373",1,9,3,1,2,17,NA,NA,74,NA,NA,1,NA,NA,NA,NA,NA,NA
"499","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,14,354,"ata","Nulo",0,11.26,0,3.36,13,"354",NA,16,25,7,11,12,3,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2020/08/31/66182e36104ff865242a7b388c3a2d6b_FORMATO.png",104459,14,354,"ata","Nulo",0,0.77,0,-0.43,3,"354",NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,14,285,"zag","Nulo",0,0.77,0,-1,1,"285",1,1,2,1,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,14,290,"lat","Nulo",-0.7,1.43,-0.57,-0.7,1,"290",NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,14,267,"mei","Contundido",0,3.39,0,2.57,3,"267",NA,2,NA,NA,1,2,NA,NA,11,NA,NA,1,NA,NA,NA,NA,NA,NA
"504","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,14,262,"ata","Contundido",0,13.46,0,6.96,9,"Flamengo",2,4,3,11,15,10,5,7,55,NA,NA,NA,NA,NA,NA,1,NA,NA
"505","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,14,266,"zag","Provável",0.1,4.62,-0.76,2.02,12,"266",2,16,10,NA,3,15,1,NA,57,NA,1,NA,NA,NA,NA,NA,NA,NA
"506","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,14,292,"mei","Contundido",0,4.89,0,2,10,"292",3,30,22,NA,3,10,NA,NA,54,NA,NA,1,NA,NA,NA,NA,NA,NA
"507","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,14,275,"gol","Nulo",0,8.2,0,0.13,10,"275",NA,NA,NA,NA,NA,NA,NA,NA,66,NA,2,NA,4,NA,9,NA,NA,NA
"508","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,14,285,"zag","Provável",5.6,11.25,0.88,2.59,13,"285",5,20,20,1,NA,14,NA,NA,95,NA,7,NA,NA,NA,NA,NA,NA,NA
"509","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,14,262,"mei","Nulo",0,18.58,0,6.36,9,"Flamengo",NA,16,10,7,7,10,3,NA,97,NA,NA,2,NA,NA,NA,1,NA,NA
"510","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,14,280,"mei","Nulo",-2.5,2.12,-0.46,-0.6,5,"280",1,1,5,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,14,266,"mei","Provável",3.1,11.39,-0.75,4.42,13,"266",2,45,17,4,6,23,1,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,14,292,"zag","Nulo",0,4,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,14,262,"ata","Provável",14.3,13.61,1.6,4.23,8,"Flamengo",4,9,17,4,5,24,1,2,45,NA,NA,3,NA,NA,NA,1,NA,NA
"514","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,14,280,"gol","Provável",-4.7,4.06,-1.77,1.08,5,"280",NA,NA,NA,NA,NA,NA,NA,NA,46,NA,1,NA,3,1,7,NA,NA,NA
"515","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,14,280,"mei","Provável",1.6,3.53,0.69,0.89,12,"280",8,35,38,1,7,17,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,14,262,"gol","Provável",8.7,3.16,2.07,3.15,2,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,1,NA,1,NA,NA,NA
"517","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,14,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,14,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,1,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"519","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,14,280,"lat","Provável",0.4,8.42,-0.94,1.99,13,"280",1,40,32,2,4,12,NA,1,122,NA,1,NA,NA,NA,NA,NA,NA,NA
"520","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,14,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,14,292,"mei","Nulo",0,3.01,0,0.68,5,"292",2,10,8,NA,NA,5,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,14,280,"ata","Dúvida",-1,4.38,-0.54,1.46,7,"280",NA,2,5,3,3,1,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"523","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,14,280,"ata","Nulo",0,2.54,0,0.24,9,"280",NA,4,7,3,6,7,NA,2,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"524","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,14,292,"lat","Contundido",0,5,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,14,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,14,292,"lat","Dúvida",1,8.5,-0.33,2.19,10,"292",NA,26,6,1,3,16,NA,NA,77,1,NA,NA,NA,NA,NA,NA,NA,NA
"527","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/03/03/7a5d281294e2881a3be2bf6a652bf10c_FORMATO.png",100322,14,293,"zag","Nulo",0,3,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,14,282,"lat","Provável",1.5,16.06,-1.5,4.43,13,"282",1,21,16,8,11,7,1,1,130,NA,4,2,NA,NA,NA,NA,NA,NA
"529","Danilo Alves da Silva","danilo","Danilo","",107981,14,373,"zag","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
