"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","GS","PI","SG","A","CV","DS","FC","FD","FF","FS","G","I","FT","DP","GC","PP"
"478","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,34,280,"zag","Nulo",0,1.03,0,1.1,10,"280",2,NA,NA,33,NA,NA,1,18,11,NA,1,4,1,NA,NA,NA,NA,NA
"479","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,34,264,"mei","Nulo",-0.6,1.02,-0.32,1.23,9,"264",2,NA,NA,19,NA,1,NA,14,11,1,1,3,NA,NA,NA,NA,NA,NA
"480","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,34,282,"mei","Nulo",0,8.43,0,1.65,8,"282",NA,NA,NA,21,NA,NA,NA,8,9,1,2,2,1,NA,NA,NA,NA,NA
"481","Vinícius Rayan Pereira dos Santos","rayan","Rayan","https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png",106880,34,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","João Vitor Vallony da Silva","da-silva","Da Silva","https://s.glbimg.com/es/sde/f/2021/01/28/e31fd3474fa6252b414532111d490857_FORMATO.png",107251,34,290,"zag","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,34,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Marcos César Vizolli","marcos-vizolli","Marcos Vizolli","https://s.glbimg.com/es/sde/f/2021/02/01/201a3a18ef9a655ad44602f75045a5ba_FORMATO.png",111079,34,276,"tec","Provável",0,9.56,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,34,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,34,277,"mei","Nulo",0.4,1.08,0.06,1.31,8,"Santos",1,NA,NA,13,NA,NA,NA,4,4,1,2,2,1,NA,NA,NA,NA,NA
"487","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,34,284,"zag","Contundido",0,9.61,0,3.91,12,"284",2,NA,NA,58,5,NA,1,34,9,NA,4,9,NA,1,NA,NA,NA,NA
"488","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,34,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,34,264,"zag","Contundido",0,6.89,0,5.65,2,"264",NA,NA,NA,5,2,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"490","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,34,275,"zag","Nulo",0,6.46,0,5.08,4,"275",1,NA,NA,14,2,NA,NA,9,4,1,NA,5,NA,NA,1,NA,NA,NA
"491","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,34,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,NA,NA,15,NA,1,NA,2,7,1,3,5,3,3,1,NA,NA,NA
"492","Natan Bernardo de Souza","natan","Natan","https://s.glbimg.com/es/sde/f/2020/09/21/f0d9224327f2b48738ff94bbb145695c_FORMATO.png",107110,34,262,"zag","Nulo",0,4.23,0,3.17,11,"Flamengo",3,NA,NA,37,2,1,NA,18,10,1,3,4,1,NA,1,NA,NA,NA
"493","Lucas Gabriel de Oliveira","lucas-black","Lucas Black","https://s.glbimg.com/es/sde/f/2021/01/28/9a6b388296e4cb995bb96b29cbb7bedc_FORMATO.png",111003,34,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Eduardo Jesús Vargas Rojas","vargas","Vargas","https://s.glbimg.com/es/sde/f/2020/11/09/cb8b9463d4eb0ae15c7d51da96d5d3ac_FORMATO.png",69102,34,282,"ata","Provável",0.4,9.08,-0.84,3.79,10,"282",1,NA,NA,42,NA,1,NA,9,6,5,9,11,2,7,2,NA,NA,1
"495","Miguel da Silva","miguel","Miguel","https://s.glbimg.com/es/sde/f/2021/01/24/1bfcb3a53f2e0a37e99d90bd5194c2b1_FORMATO.png",110980,34,356,"lat","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,34,354,"mei","Nulo",2.6,3,0.35,1.25,17,"354",2,NA,NA,29,NA,3,NA,5,12,NA,2,9,1,NA,NA,NA,NA,NA
"497","Matheus Sousa Pereira","pereira","Pereira","https://s.glbimg.com/es/sde/f/2020/11/13/9dbc967183974e31afd1cefae91b83a9_FORMATO.png",97711,34,373,"zag","Nulo",0.4,4.65,-0.09,3.44,9,"373",3,NA,NA,11,3,NA,NA,12,5,1,1,7,1,NA,NA,NA,NA,NA
"498","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,34,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Cristiano Pereira de Oliveira ","cristiano","Cristiano","https://s.glbimg.com/es/sde/f/2020/10/28/5a938ee3441b2001445e97d9f027ad70_FORMATO.png",102145,34,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,34,267,"mei","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,34,290,"mei","Provável",3.4,1.41,0.36,1.05,6,"290",1,NA,NA,18,NA,NA,NA,8,10,NA,2,11,NA,NA,NA,NA,NA,NA
"502","Jonathan Renato Barbosa","jonathan-cafu","Jonathan Cafu","https://s.glbimg.com/es/sde/f/2020/11/09/72663d168227b1d3b1e97197fb92447a_FORMATO.png",78580,34,264,"ata","Nulo",0,4.67,0,1.85,2,"264",NA,NA,NA,3,NA,NA,NA,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"503","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,34,280,"mei","Nulo",0,5.37,0,3.6,16,"280",5,NA,NA,50,NA,1,NA,28,25,7,9,35,2,NA,1,NA,NA,NA
"504","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,34,354,"mei","Nulo",0,3.18,0,0.33,7,"354",NA,NA,NA,25,NA,1,NA,2,5,NA,1,2,NA,3,NA,NA,NA,NA
"505","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,34,277,"mei","Dúvida",0,1.46,0,1.03,3,"Santos",1,NA,NA,7,NA,NA,NA,6,3,NA,1,1,NA,NA,NA,NA,NA,NA
"506","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,34,354,"mei","Provável",7,12.13,0.47,6.95,26,"354",3,NA,NA,226,NA,9,NA,13,16,25,32,23,12,5,1,NA,NA,1
"507","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,34,262,"lat","Provável",4.9,9.57,-0.43,3.75,24,"Flamengo",4,NA,NA,156,8,5,NA,50,30,NA,2,15,1,7,NA,NA,NA,NA
"508","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,34,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,34,277,"zag","Nulo",0,2.53,0,2.36,10,"Santos",2,NA,NA,33,3,NA,NA,12,6,2,NA,9,NA,NA,NA,NA,NA,NA
"510","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,34,294,"lat","Nulo",0,4.13,0,2.73,20,"Coritiba",3,NA,NA,91,5,NA,NA,41,15,1,3,10,NA,1,1,NA,NA,NA
"511","Gustavo Adolfo Torres Grueso","gustavo-torres","Gustavo Torres","https://s.glbimg.com/es/sde/f/2020/11/27/ace62345e6a036076f14fdccadcaf5c0_FORMATO.png",101413,34,267,"ata","Nulo",0,4.51,0,1.34,8,"267",1,NA,NA,33,NA,1,NA,8,12,2,7,3,NA,1,NA,NA,NA,NA
"512","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,34,292,"mei","Nulo",0,2.3,0,-0.1,1,"292",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,34,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,34,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,34,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",1,NA,NA,7,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"516","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,34,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,34,354,"zag","Nulo",1.4,5.04,0.03,2.52,26,"354",7,NA,NA,72,8,NA,1,48,29,1,3,7,1,NA,1,NA,NA,NA
"518","Jan Carlos Hurtado Anchico","hurtado","Hurtado","https://s.glbimg.com/es/sde/f/2020/08/28/46b9f37333e23a02a705e65db3c9aeb3_FORMATO.png",105301,34,280,"ata","Nulo",0,2.24,0,1.24,18,"280",1,NA,NA,11,NA,NA,NA,4,17,4,6,3,2,NA,1,NA,NA,NA
"519","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,34,356,"mei","Nulo",0,3,0,1.57,22,"356",2,NA,NA,42,NA,1,NA,33,24,3,1,24,NA,NA,NA,NA,NA,NA
"520","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,34,284,"mei","Nulo",0,4.19,0,0.93,11,"284",2,NA,NA,68,NA,2,NA,7,11,1,3,12,NA,NA,NA,NA,NA,NA
"521","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,34,294,"ata","Nulo",0.2,5.22,-0.01,0.3,7,"Coritiba",NA,NA,NA,34,NA,NA,NA,4,7,NA,NA,10,NA,NA,NA,NA,NA,NA
"522","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,34,354,"lat","Provável",2.2,6.52,-0.02,3.1,26,"354",5,NA,NA,238,8,3,1,48,34,3,5,38,1,2,NA,NA,NA,NA
"523","Reinaldo Nascimento Satorno","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png",104420,34,293,"ata","Nulo",1.7,2.25,0.05,0.86,10,"293",NA,NA,NA,28,NA,NA,NA,10,11,NA,3,9,NA,NA,NA,NA,NA,NA
"524","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,34,285,"zag","Provável",5.7,4.37,0.73,2.6,9,"285",1,NA,NA,34,3,NA,NA,13,8,1,2,4,NA,NA,NA,NA,NA,NA
"525","Vinicius Milani Bueno","milani","Milani","https://s.glbimg.com/es/sde/f/2020/09/24/2d3cd30922ec8cb50738decdc8bd86f1_FORMATO.png",110188,34,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,34,280,"ata","Nulo",0,5.07,0,2.12,11,"280",1,NA,NA,14,NA,1,NA,9,5,1,NA,12,1,NA,NA,NA,NA,NA
"527","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,34,354,"mei","Nulo",0,2.38,0,0.5,10,"354",1,NA,NA,57,NA,NA,NA,9,5,2,1,1,NA,1,1,NA,NA,NA
"528","Otávio Ataide da Silva","otavio","Otávio","https://s.glbimg.com/es/sde/f/2020/09/24/8cbc0bff17eaf390ffb3ae97064a3cd9_FORMATO.png",110189,34,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Leonardo Siqueira de Paiva Bezerra","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png",108424,34,373,"gol","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,34,354,"zag","Dúvida",-0.4,2.75,-0.32,2.39,7,"354",1,NA,NA,46,1,NA,NA,8,3,1,2,2,1,NA,NA,NA,NA,NA
"531","José Roberto Assunção de Araújo Filho","ze-roberto","Zé Roberto","https://s.glbimg.com/es/sde/f/2020/09/24/92e625f2f61fcc7b47312d5c8e899f76_FORMATO.png",80076,34,373,"ata","Provável",0,5.14,0,2.61,19,"373",5,NA,NA,87,NA,2,NA,11,38,10,13,47,3,7,NA,NA,NA,NA
"532","Gabriel Martins Rodrigues","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2020/07/19/37d941ad25a0ec00d5342f5f5f70df7f_FORMATO.png",106322,34,290,"lat","Nulo",0,2.23,0,2.9,3,"290",NA,NA,NA,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,34,284,"ata","Nulo",0,0.91,0,0.7,2,"284",NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,1,NA,1,NA,NA,NA,NA
"534","Abel Fernando Moreira Ferreira","abel-ferreira","Abel Ferreira","https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png",110506,34,275,"tec","Nulo",0,11.97,0,4.37,11,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Yuri de Oliveira","yuri-de-oliveira","Yuri de Oliveira","https://s.glbimg.com/es/sde/f/2020/09/24/44a977be355ae4ac44c218ce35daa72a_FORMATO.png",110190,34,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,34,267,"lat","Nulo",0,4,0,2.68,17,"267",3,NA,NA,102,4,1,NA,35,20,3,2,14,NA,1,NA,NA,NA,NA
"537","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,34,354,"gol","Provável",7.7,4.73,1.96,2.35,11,"354",1,10,12,102,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"538","Lázaro Vinicius Marques","lazaro","Lázaro","https://s.glbimg.com/es/sde/f/2020/09/24/37e5fc1f9ead239d4e673aadc291e8db_FORMATO.png",110193,34,262,"ata","Nulo",0,2.35,0,0,1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Christian Henrique Mora De Oliveira Silva","christian","Christian","https://s.glbimg.com/es/sde/f/2020/09/28/0003493891d36cb8e16cf815e5da38e0_FORMATO.png",110210,34,266,"ata","Nulo",0,0.78,0,0,1,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Maurício Magalhães Prado","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2020/11/05/764235c95a2022213c0c091c00cbb5e0_FORMATO.png",105647,34,285,"mei","Nulo",0,5.69,0,2.97,6,"285",NA,NA,NA,14,NA,1,NA,3,2,1,NA,6,1,NA,NA,NA,NA,NA
"541","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,34,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,34,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,34,264,"ata","Provável",4.6,4.15,0.46,2.98,18,"264",NA,NA,NA,59,NA,2,NA,12,12,4,7,20,3,2,NA,NA,NA,NA
"544","Higor Gabriel Fernandes Alves","higor","Higor","https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png",107371,34,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,34,354,"zag","Nulo",0,6.69,0,3.3,24,"354",6,NA,NA,108,8,NA,NA,45,20,2,6,20,1,2,1,NA,NA,NA
"546","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","https://s.glbimg.com/es/sde/f/2021/01/29/5e7308881105b5ad75412f80f390a317_FORMATO.png",109618,34,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Dhouglas Francisco de Souza Rodrigues","dhouglas","Dhouglas","https://s.glbimg.com/es/sde/f/2020/09/25/1818bb4633cf442d563554d960f49f84_FORMATO.png",110207,34,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Arthur Henrique Bittencourt","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png",101173,34,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,34,263,"lat","Nulo",0,1.61,0,0.2,1,"263",NA,NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2021/01/09/5336a68c773385a330b61ee664795b87_FORMATO.png",62137,34,356,"tec","Provável",2.69,5.78,0.34,2.41,14,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Igor Morais Carvalho","igor","Igor","https://s.glbimg.com/es/sde/f/2020/09/29/76f776e501b44c536be796644b94eb72_FORMATO.png",105887,34,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Toko Filipe Batucissa António","toko-filipe","Toko Filipe","https://s.glbimg.com/es/sde/f/2020/11/06/b2bc9d693d4771919a7a78c8665933a5_FORMATO.png",110557,34,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,34,354,"mei","Provável",14.9,6.74,1.73,2.69,28,"354",3,NA,NA,84,NA,NA,NA,66,15,3,8,21,1,NA,1,NA,NA,NA
"554","Paulo Victor da Costa Miranda Alves","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png",107373,34,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,34,280,"lat","Nulo",0,0.89,0,0.18,15,"280",1,NA,NA,63,1,NA,1,14,9,1,1,1,NA,2,NA,NA,NA,NA
"556","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,34,290,"lat","Provável",10.8,4.03,1.52,3.11,15,"290",2,NA,NA,30,4,1,NA,24,16,3,7,7,NA,NA,NA,NA,NA,NA
"557","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,34,293,"mei","Nulo",0,0.78,0,1.13,3,"293",NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"558","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,34,354,"mei","Provável",2.2,12.8,0.04,4.61,31,"354",2,NA,NA,187,NA,3,NA,107,46,10,19,47,2,6,1,NA,NA,NA
