"ID","rodata","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"3789","33","5/11/2011","19:00","Atletico-MG","Gremio","","","","","Atletico-MG","Arena do Jacaré","2","0","MG","RS"
"3790","33","6/11/2011","17:00","Santos","Vasco","","","","","Santos"," Vila Belmiro","2","0","SP","RJ"
"3791","33","6/11/2011","17:00","America-MG","Corinthians","","","","","America-MG","Parque do Sabiá","2","1","MG","SP"
"3792","33","6/11/2011","17:00","Flamengo","Cruzeiro","","","","","Flamengo","Engenhão","5","1","RJ","MG"
"3793","33","6/11/2011","17:00","Avai","Ceara","","","","","Ceara","  Ressacada","1","2","SC","CE"
"3794","33","6/11/2011","19:00","Athletico-PR","Atletico-GO","","","","","Athletico-PR"," Arena da Baixada","2","1","PR","GO"
"3795","33","6/11/2011","19:00","Internacional","Fluminense","","","","","Fluminense"," Beira Rio","1","2","RS","RJ"
"3796","33","6/11/2011","19:00","Palmeiras","Coritiba","","","","","Coritiba","Arena Barueri","0","2","SP","PR"
"3797","34","12/11/2011","19:00","Fluminense","America-MG","","","","","America-MG","Engenhão","1","2","RJ","MG"
"3798","34","12/11/2011","19:00","Figueirense","Atletico-MG","","","","","Figueirense"," Orlando Scarpelli","2","1","SC","MG"
"3799","34","12/11/2011","19:00","Sao Paulo","Avai","","","","","Sao Paulo"," Morumbi","2","0","SP","SC"
"3800","34","13/11/2011","17:00","Coritiba","Flamengo","","","","","Coritiba"," Couto Pereira","2","0","PR","RJ"
"3801","34","13/11/2011","17:00","Ceara","Santos","","","","","Santos"," Presidente Vargas","2","3","CE","SP"
"3802","34","13/11/2011","17:00","Gremio","Palmeiras","","","","","-"," Olímpico","2","2","RS","SP"
"3803","34","13/11/2011","17:00","Corinthians","Athletico-PR","","","","","Corinthians"," Pacaembu","2","1","SP","PR"
"3804","34","13/11/2011","19:00","Vasco","Botafogo-RJ","","","","","Vasco","Engenhão","2","0","RJ","RJ"
"3805","34","13/11/2011","19:00","Atletico-GO","Bahia","","","","","Bahia"," Serra Dourada","0","1","GO","BA"
"3806","34","13/11/2011","19:00","Cruzeiro","Internacional","","","","","Cruzeiro","Arena do Jacaré","1","0","MG","RS"
"3807","35","16/11/2011","20:30","America-MG","Botafogo-RJ","","","","","America-MG","Arena do Jacaré","2","1","MG","RJ"
"3808","35","16/11/2011","20:30","Internacional","Bahia","","","","","Internacional"," Beira Rio","1","0","RS","BA"
"3809","35","16/11/2011","20:30","Fluminense","Gremio","","","","","Fluminense","Engenhão","5","4","RJ","RS"
"3810","35","16/11/2011","20:30","Athletico-PR","Sao Paulo","","","","","Athletico-PR"," Arena da Baixada","1","0","PR","SP"
"3811","35","16/11/2011","21:50","Palmeiras","Vasco","","","","","-"," Pacaembu","1","1","SP","RJ"
"3812","35","16/11/2011","21:50","Avai","Cruzeiro","","","","","-","  Ressacada","0","0","SC","MG"
"3813","35","16/11/2011","21:50","Ceara","Corinthians","","","","","Corinthians"," Presidente Vargas","0","1","CE","SP"
"3814","35","17/11/2011","20:30","Atletico-MG","Coritiba","","","","","Atletico-MG","Arena do Jacaré","2","1","MG","PR"
"3815","35","17/11/2011","20:30","Flamengo","Figueirense","","","","","-","Engenhão","0","0","RJ","SC"
"3816","35","17/11/2011","20:30","Santos","Atletico-GO","","","","","-"," Pacaembu","1","1","SP","GO"
"3817","36","19/11/2011","19:00","Sao Paulo","America-MG","","","","","Sao Paulo"," Morumbi","3","1","SP","MG"
"3818","36","19/11/2011","19:00","Vasco","Avai","","","","","Vasco"," São Januário","2","0","RJ","SC"
"3819","36","19/11/2011","19:00","Gremio","Ceara","","","","","Ceara"," Olímpico","1","3","RS","CE"
"3820","36","20/11/2011","17:00","Atletico-GO","Flamengo","","","","","-"," Serra Dourada","0","0","GO","RJ"
"3821","36","20/11/2011","17:00","Corinthians","Atletico-MG","","","","","Corinthians"," Pacaembu","2","1","SP","MG"
"3822","36","20/11/2011","17:00","Botafogo-RJ","Internacional","","","","","Internacional","Engenhão","1","2","RJ","RS"
"3823","36","20/11/2011","17:00","Cruzeiro","Athletico-PR","","","","","-","Arena do Jacaré","1","1","MG","PR"
"3824","36","20/11/2011","19:00","Figueirense","Fluminense","","","","","Fluminense"," Orlando Scarpelli","0","4","SC","RJ"
"3825","36","20/11/2011","19:00","Coritiba","Santos","","","","","Coritiba"," Couto Pereira","1","0","PR","SP"
"3826","36","20/11/2011","19:00","Bahia","Palmeiras","","","","","Palmeiras","Pituaçu","0","2","BA","SP"
"3827","37","27/11/2011","17:00","Fluminense","Vasco","","","","","Vasco","Engenhão","1","2","RJ","RJ"
"3828","37","27/11/2011","17:00","Figueirense","Corinthians","","","","","Corinthians"," Orlando Scarpelli","0","1","SC","SP"
"3829","37","27/11/2011","17:00","Palmeiras","Sao Paulo","","","","","Palmeiras"," Pacaembu","1","0","SP","SP"
"3830","37","27/11/2011","17:00","Flamengo","Internacional","","","","","Flamengo","Cláudio Moacyr","1","0","RJ","RS"
"3831","37","27/11/2011","17:00","Atletico-MG","Botafogo-RJ","","","","","Atletico-MG","Arena do Jacaré","4","0","MG","RJ"
"3832","37","27/11/2011","17:00","Coritiba","Avai","","","","","Coritiba"," Couto Pereira","1","0","PR","SC"
"3833","37","27/11/2011","17:00","Ceara","Cruzeiro","","","","","-"," Presidente Vargas","2","2","CE","MG"
"3834","37","27/11/2011","17:00","America-MG","Athletico-PR","","","","","America-MG","Parque do Sabiá","2","1","MG","PR"
"3835","37","27/11/2011","17:00","Gremio","Atletico-GO","","","","","-"," Olímpico","2","2","RS","GO"
"3836","37","27/11/2011","17:00","Santos","Bahia","","","","","-"," Vila Belmiro","1","1","SP","BA"
"3837","38","4/12/2011","17:00","Corinthians","Palmeiras","","","","","-"," Pacaembu","0","0","SP","SP"
"3838","38","4/12/2011","17:00","Vasco","Flamengo","","","","","-","Engenhão","1","1","RJ","RJ"
"3839","38","4/12/2011","17:00","Sao Paulo","Santos","","","","","Sao Paulo","Romildo Ferreira","4","1","SP","SP"
"3840","38","4/12/2011","17:00","Botafogo-RJ","Fluminense","","","","","-","  Raulino de Oliveira","1","1","RJ","RJ"
"3841","38","4/12/2011","17:00","Internacional","Gremio","","","","","Internacional"," Beira Rio","1","0","RS","RS"
"3842","38","4/12/2011","17:00","Cruzeiro","Atletico-MG","","","","","Cruzeiro","Arena do Jacaré","6","1","MG","MG"
"3843","38","4/12/2011","17:00","Avai","Figueirense","","","","","-","  Ressacada","1","1","SC","SC"
"3844","38","4/12/2011","17:00","Atletico-GO","America-MG","","","","","Atletico-GO"," Serra Dourada","5","1","GO","MG"
"3845","38","4/12/2011","17:00","Bahia","Ceara","","","","","Bahia","Pituaçu","2","1","BA","CE"
"3846","38","4/12/2011","17:00","Athletico-PR","Coritiba","","","","","Athletico-PR"," Arena da Baixada","1","0","PR","PR"
"3847","1","19/5/2012","18:30","Palmeiras","Portuguesa","","","","","-"," Pacaembu","1","1","SP","SP"
"3848","1","19/5/2012","18:30","Sport","Flamengo","","","","","-","Ilha do Retiro","1","1","PE","RJ"
"3849","1","19/5/2012","21:00","Figueirense","Nautico","","","","","Figueirense"," Orlando Scarpelli","2","1","SC","PE"
"3850","1","20/5/2012","16:00","Corinthians","Fluminense","","","","","Fluminense"," Pacaembu","0","1","SP","RJ"
"3851","1","20/5/2012","16:00","Internacional","Coritiba","","","","","Internacional"," Beira Rio","2","0","RS","PR"
"3852","1","20/5/2012","16:00","Botafogo-RJ","Sao Paulo","","","","","Botafogo-RJ","Engenhão","4","2","RJ","SP"
"3853","1","20/5/2012","16:00","Ponte Preta","Atletico-MG","","","","","Atletico-MG"," Moisés Lucarelli","0","1","SP","MG"
"3854","1","20/5/2012","18:30","Cruzeiro","Atletico-GO","","","","","-","Parque do Sabiá","0","0","MG","GO"
"3855","1","20/5/2012","18:30","Bahia","Santos","","","","","-","Pituaçu","0","0","BA","SP"
"3856","1","20/5/2012","18:30","Vasco","Gremio","","","","","Vasco"," São Januário","2","1","RJ","RS"
"3857","2","26/5/2012","18:30","Atletico-GO","Ponte Preta","","","","","-"," Serra Dourada","1","1","GO","SP"
"3858","2","26/5/2012","18:30","Flamengo","Internacional","","","","","-","Engenhão","3","3","RJ","RS"
"3859","2","26/5/2012","18:30","Portuguesa","Vasco","","","","","Vasco","Canindé","0","1","SP","RJ"
"3860","2","26/5/2012","21:00","Nautico","Cruzeiro","","","","","-","Aflitos","0","0","PE","MG"
"3861","2","27/5/2012","16:00","Sao Paulo","Bahia","","","","","Sao Paulo"," Morumbi","1","0","SP","BA"
"3862","2","27/5/2012","16:00","Atletico-MG","Corinthians","","","","","Atletico-MG","  Independência","1","0","MG","SP"
"3863","2","27/5/2012","16:00","Coritiba","Botafogo-RJ","","","","","Botafogo-RJ"," Couto Pereira","2","3","PR","RJ"
"3864","2","27/5/2012","16:00","Santos","Sport","","","","","-"," Vila Belmiro","0","0","SP","PE"
"3865","2","27/5/2012","18:30","Gremio","Palmeiras","","","","","Gremio"," Olímpico","1","0","RS","SP"
"3866","2","27/5/2012","18:30","Fluminense","Figueirense","","","","","-","Engenhão","2","2","RJ","SC"
"3867","3","6/6/2012","19:30","Atletico-GO","Gremio","","","","","Gremio"," Serra Dourada","0","1","GO","RS"
"3868","3","6/6/2012","19:30","Sport","Palmeiras","","","","","Sport","Ilha do Retiro","2","1","PE","SP"
"3869","3","6/6/2012","20:30","Vasco","Nautico","","","","","Vasco"," São Januário","4","2","RJ","PE"
"3870","3","6/6/2012","20:30","Atletico-MG","Bahia","","","","","-","  Independência","1","1","MG","BA"
"3871","3","6/6/2012","20:30","Coritiba","Portuguesa","","","","","Coritiba"," Couto Pereira","2","0","PR","SP"
"3872","3","6/6/2012","21:50","Internacional","Sao Paulo","","","","","Internacional"," Beira Rio","1","0","RS","SP"
"3873","3","6/6/2012","21:50","Ponte Preta","Flamengo","","","","","-"," Moisés Lucarelli","2","2","SP","RJ"
"3874","3","6/6/2012","21:50","Santos","Fluminense","","","","","-"," Vila Belmiro","1","1","SP","RJ"
"3875","3","7/6/2012","21:00","Corinthians","Figueirense","","","","","-"," Pacaembu","1","1","SP","SC"
"3876","3","7/6/2012","21:00","Botafogo-RJ","Cruzeiro","","","","","Cruzeiro","Engenhão","2","3","RJ","MG"
"3877","4","9/6/2012","18:30","Flamengo","Coritiba","","","","","Flamengo","Engenhão","3","1","RJ","PR"
"3878","4","9/6/2012","21:00","Palmeiras","Atletico-MG","","","","","Atletico-MG"," Pacaembu","0","1","SP","MG"
"3879","4","10/6/2012","16:00","Portuguesa","Atletico-GO","","","","","Portuguesa","Canindé","2","0","SP","GO"
"3880","4","10/6/2012","17:00","Gremio","Corinthians","","","","","Gremio"," Olímpico","2","0","RS","SP"
"3881","4","10/6/2012","17:00","Fluminense","Internacional","","","","","-","Engenhão","0","0","RJ","RS"
"3882","4","10/6/2012","17:00","Bahia","Vasco","","","","","Vasco","Pituaçu","1","2","BA","RJ"
"3883","4","10/6/2012","18:30","Sao Paulo","Santos","","","","","Sao Paulo"," Morumbi","1","0","SP","SP"
"3884","4","10/6/2012","18:30","Nautico","Botafogo-RJ","","","","","Nautico","Aflitos","3","2","PE","RJ"
"3885","4","10/6/2012","18:30","Cruzeiro","Sport","","","","","Cruzeiro","Melão","1","0","MG","PE"
"3886","4","10/6/2012","18:30","Figueirense","Ponte Preta","","","","","-"," Orlando Scarpelli","0","0","SC","SP"
"3887","5","16/6/2012","18:30","Internacional","Botafogo-RJ","","","","","Botafogo-RJ"," Beira Rio","1","2","RS","RJ"
"3888","5","16/6/2012","18:30","Cruzeiro","Figueirense","","","","","Cruzeiro","  Independência","1","0","MG","SC"
"3889","5","16/6/2012","21:00","Fluminense","Portuguesa","","","","","Fluminense","Engenhão","4","1","RJ","SP"
"3890","5","17/6/2012","16:00","Sao Paulo","Atletico-MG","","","","","Sao Paulo"," Morumbi","1","0","SP","MG"
"3891","5","17/6/2012","16:00","Bahia","Sport","","","","","Bahia","Pituaçu","2","1","BA","PE"
"3892","5","17/6/2012","16:00","Flamengo","Santos","","","","","Flamengo","Engenhão","1","0","RJ","SP"
"3893","5","17/6/2012","16:00","Palmeiras","Vasco","","","","","-","Arena Barueri","1","1","SP","RJ"
"3894","5","17/6/2012","18:30","Nautico","Gremio","","","","","Nautico","Aflitos","1","0","PE","RS"
"3895","5","17/6/2012","18:30","Coritiba","Atletico-GO","","","","","Coritiba"," Couto Pereira","3","0","PR","GO"
"3896","5","17/6/2012","18:30","Ponte Preta","Corinthians","","","","","Ponte Preta"," Moisés Lucarelli","1","0","SP","SP"
"3897","6","23/6/2012","18:30","Portuguesa","Sao Paulo","","","","","Portuguesa","Canindé","1","0","SP","SP"
"3898","6","23/6/2012","18:30","Vasco","Cruzeiro","","","","","Cruzeiro"," São Januário","1","3","RJ","MG"
"3899","6","23/6/2012","21:00","Atletico-MG","Nautico","","","","","Atletico-MG","  Independência","5","1","MG","PE"
"3900","6","24/6/2012","16:00","Corinthians","Palmeiras","","","","","Corinthians"," Pacaembu","2","1","SP","SP"
"3901","6","24/6/2012","16:00","Gremio","Flamengo","","","","","Gremio"," Olímpico","2","0","RS","RJ"
"3902","6","24/6/2012","16:00","Figueirense","Bahia","","","","","-"," Orlando Scarpelli","1","1","SC","BA"
"3903","6","24/6/2012","18:30","Botafogo-RJ","Ponte Preta","","","","","Ponte Preta","Engenhão","1","2","RJ","SP"
"3904","6","24/6/2012","18:30","Santos","Coritiba","","","","","-"," Vila Belmiro","2","2","SP","PR"
"3905","6","24/6/2012","18:30","Atletico-GO","Fluminense","","","","","Fluminense"," Serra Dourada","1","4","GO","RJ"
"3906","6","24/6/2012","18:30","Sport","Internacional","","","","","Internacional","Ilha do Retiro","0","2","PE","RS"
"3907","7","30/6/2012","16:20","Nautico","Fluminense","","","","","Fluminense","Aflitos","0","2","PE","RJ"
"3908","7","30/6/2012","16:20","Cruzeiro","Sao Paulo","","","","","Sao Paulo","  Independência","2","3","MG","SP"
"3909","7","30/6/2012","18:30","Vasco","Ponte Preta","","","","","Vasco"," São Januário","3","2","RJ","SP"
"3910","7","1/7/2012","16:00","Coritiba","Sport","","","","","Sport"," Couto Pereira","2","3","PR","PE"
"3911","7","1/7/2012","16:00","Bahia","Internacional","","","","","-","Pituaçu","1","1","BA","RS"
"3912","7","1/7/2012","16:00","Portuguesa","Santos","","","","","-","Canindé","0","0","SP","SP"
"3913","7","1/7/2012","18:30","Gremio","Atletico-MG","","","","","Atletico-MG"," Olímpico","0","1","RS","MG"
"3914","7","1/7/2012","18:30","Flamengo","Atletico-GO","","","","","Flamengo","Engenhão","3","2","RJ","GO"
"3915","7","1/7/2012","18:30","Palmeiras","Figueirense","","","","","Palmeiras","Arena Barueri","3","1","SP","SC"
"3917","8","7/7/2012","18:30","Botafogo-RJ","Bahia","","","","","Botafogo-RJ","Engenhão","3","0","RJ","BA"
"3918","8","7/7/2012","18:30","Internacional","Cruzeiro","","","","","Internacional"," Beira Rio","2","1","RS","MG"
"3919","8","7/7/2012","21:00","Atletico-GO","Nautico","","","","","Nautico"," Serra Dourada","0","1","GO","PE"
"3920","8","8/7/2012","16:00","Sao Paulo","Coritiba","","","","","Sao Paulo"," Morumbi","3","1","SP","PR"
"3921","8","8/7/2012","16:00","Figueirense","Vasco","","","","","-"," Orlando Scarpelli","1","1","SC","RJ"
"3922","8","8/7/2012","16:00","Fluminense","Flamengo","","","","","Fluminense","Engenhão","1","0","RJ","RJ"
"3923","8","8/7/2012","16:00","Santos","Gremio","","","","","Santos"," Vila Belmiro","4","2","SP","RS"
"3924","8","8/7/2012","18:30","Ponte Preta","Palmeiras","","","","","Ponte Preta"," Moisés Lucarelli","1","0","SP","SP"
"3925","8","8/7/2012","18:30","Atletico-MG","Portuguesa","","","","","Atletico-MG","  Independência","2","0","MG","SP"
"3926","8","8/7/2012","18:30","Sport","Corinthians","","","","","-","Ilha do Retiro","1","1","PE","SP"
"3916","7","11/7/2012","19:30","Corinthians","Botafogo-RJ","","","","","Botafogo-RJ"," Pacaembu","1","3","SP","RJ"
"3927","9","14/7/2012","18:30","Corinthians","Nautico","","","","","Corinthians"," Pacaembu","2","1","SP","PE"
"3928","9","14/7/2012","18:30","Figueirense","Atletico-MG","","","","","Atletico-MG"," Orlando Scarpelli","3","4","SC","MG"
"3929","9","14/7/2012","21:00","Ponte Preta","Coritiba","","","","","Ponte Preta"," Moisés Lucarelli","4","1","SP","PR"
"3930","9","15/7/2012","16:00","Botafogo-RJ","Fluminense","","","","","-","Engenhão","1","1","RJ","RJ"
"3931","9","15/7/2012","16:00","Internacional","Santos","","","","","-"," Beira Rio","0","0","RS","SP"
"3932","9","15/7/2012","16:00","Bahia","Flamengo","","","","","Flamengo","Pituaçu","1","2","BA","RJ"
"3933","9","15/7/2012","16:00","Cruzeiro","Gremio","","","","","Gremio","  Independência","1","3","MG","RS"
"3934","9","15/7/2012","18:30","Sport","Portuguesa","","","","","Sport","Ilha do Retiro","2","1","PE","SP"
"3935","9","15/7/2012","18:30","Vasco","Atletico-GO","","","","","Vasco"," São Januário","1","0","RJ","GO"
"3936","9","15/7/2012","18:30","Palmeiras","Sao Paulo","","","","","-","Arena Barueri","1","1","SP","SP"
"3937","10","18/7/2012","19:30","Santos","Botafogo-RJ","","","","","-"," Vila Belmiro","0","0","SP","RJ"
"3938","10","18/7/2012","19:30","Gremio","Sport","","","","","Gremio"," Olímpico","3","1","RS","PE"
"3939","10","18/7/2012","20:30","Nautico","Ponte Preta","","","","","Nautico","Aflitos","3","0","PE","SP"
"3940","10","18/7/2012","20:30","Portuguesa","Cruzeiro","","","","","Cruzeiro","Canindé","0","2","SP","MG"
"3941","10","18/7/2012","21:50","Atletico-MG","Internacional","","","","","Atletico-MG","  Independência","3","1","MG","RS"
"3942","10","18/7/2012","21:50","Sao Paulo","Vasco","","","","","Vasco"," Morumbi","0","1","SP","RJ"
"3943","10","18/7/2012","21:50","Flamengo","Corinthians","","","","","Corinthians","Engenhão","0","3","RJ","SP"
"3944","10","19/7/2012","21:00","Atletico-GO","Figueirense","","","","","Atletico-GO"," Serra Dourada","3","2","GO","SC"
"3945","10","19/7/2012","21:00","Fluminense","Bahia","","","","","Fluminense","Engenhão","4","0","RJ","BA"
"3946","10","19/7/2012","21:00","Coritiba","Palmeiras","","","","","-"," Couto Pereira","1","1","PR","SP"
"3947","11","21/7/2012","18:30","Sport","Atletico-MG","","","","","Atletico-MG","Ilha do Retiro","1","4","PE","MG"
"3948","11","21/7/2012","18:30","Vasco","Santos","","","","","Vasco"," São Januário","2","0","RJ","SP"
"3949","11","21/7/2012","21:00","Corinthians","Portuguesa","","","","","-"," Pacaembu","1","1","SP","SP"
"3950","11","22/7/2012","16:00","Palmeiras","Nautico","","","","","Palmeiras","Arena Barueri","3","0","SP","PE"
"3951","11","22/7/2012","16:00","Internacional","Atletico-GO","","","","","Internacional"," Beira Rio","4","1","RS","GO"
"3952","11","22/7/2012","16:00","Cruzeiro","Flamengo","","","","","Cruzeiro","  Independência","1","0","MG","RJ"
"3953","11","22/7/2012","16:00","Figueirense","Sao Paulo","","","","","Sao Paulo"," Orlando Scarpelli","0","2","SC","SP"
"3954","11","22/7/2012","18:30","Ponte Preta","Fluminense","","","","","Fluminense"," Moisés Lucarelli","1","2","SP","RJ"
"3955","11","22/7/2012","18:30","Botafogo-RJ","Gremio","","","","","Gremio","Engenhão","0","1","RJ","RS"
"3956","11","22/7/2012","18:30","Bahia","Coritiba","","","","","-","Pituaçu","2","2","BA","PR"
