"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","I","PE","RB","A","CA","G","SG","CV","DD","DP","GS","PP","GC","FT"
"479","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2019/03/27/36a8f752725a4c7a0f94522417d6cc98_FORMATO.png",88225,15,290,"lat","Nulo",0,4.89,0,2.32,"Goiás",17,1,2,6,2,31,17,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"480","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,15,356,"zag","Nulo",0,2,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,15,263,"gol","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Heron Crespo da Silva","heron","Heron","",105339,15,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,15,282,"zag","Provável",4.1,9.85,0.07,3.19,"Atlético-MG",14,1,4,8,1,20,21,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"484","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2018/05/23/d542d3f59d1525cd33fbcc9032b3f111_FORMATO.png",89342,15,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Filipe Candido da Trindade","filipe-trindade","Filipe Trindade",NA,105341,15,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Rafael Barbosa dos Santos","rafael-barbosa","Rafael Barbosa","https://s.glbimg.com/es/sde/f/2019/03/26/277c76b8820a7ddb5193448964e883e4_FORMATO.png",105396,15,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,15,266,"mei","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/07/02/fda6a393b916b8422ff410f559b39735_FORMATO.png",89815,15,314,"mei","Nulo",0,3.32,0,1.47,"Avaí",6,4,9,8,1,14,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Yago da Silva Rocha","yago-rocha","Yago Rocha","",90118,15,290,"lat","Provável",-0.3,0.78,0.01,-0.15,"Goiás",1,NA,NA,1,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Felipe Dias Fonte Mosquete","felipe-mosquete","Felipe Mosquete","https://s.glbimg.com/es/sde/f/2019/03/26/6b0ace75db697f11e8d9bd5d9c4e920e_FORMATO.png",105397,15,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Alan Carlos de Paula Dias Filho","alan","Alan","https://s.glbimg.com/es/sde/f/2019/03/26/4ebe446997649a79d3d0d6f81824f76d_FORMATO.png",105395,15,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,15,315,"lat","Provável",3.2,12.92,0.28,3.27,"Chapecoense",26,NA,1,29,NA,39,26,2,2,NA,3,1,NA,NA,NA,NA,NA,NA
"493","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2019/04/28/5ed7e99f209f90f0aaa290e985138e59_FORMATO.png",105584,15,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2019/04/24/158fd65567dd79616ea41fcf9f0bd470_FORMATO.png",105553,15,267,"gol","Nulo",0,9.79,0,6,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,NA,NA,NA
"495","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2019/08/10/ee42a8e4d56c93201de03d1c37091827_FORMATO.png",90302,15,283,"ata","Provável",2.9,10.84,-0.98,3.48,"Cruzeiro",9,5,4,16,1,38,9,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"496","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2019/04/24/c9b8a5031b03ccf71b246635ffe126ed_FORMATO.png",105566,15,267,"lat","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2019/04/30/4d83ae2a6fb83ce19a30e77021066844_FORMATO.png",105585,15,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2019/08/06/c4a34e3763fd88179fcf0166039b57a6_FORMATO.png",105612,15,266,"mei","Nulo",0.5,2.21,-0.12,0.35,"Fluminense",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,15,283,"ata","Nulo",2.3,4.88,-0.3,1.18,"Cruzeiro",18,7,6,12,4,18,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2019/03/28/9f6c9ff2c355a7189b842849d99b5a32_FORMATO.png",104580,15,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,15,293,"ata","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Lucas Bergantin Bragança","lucas-bergantin","Lucas Bergantin","https://s.glbimg.com/es/sde/f/2019/05/01/9427d6d7db41ff3a13c0f302e31f830a_FORMATO.png",105589,15,275,"gol","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png",90285,15,262,"ata","Provável",13.5,21.35,1.25,6.86,"Flamengo",21,13,19,30,3,17,3,1,2,7,NA,NA,NA,NA,NA,NA,NA,2
"504","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,15,265,"lat","Suspenso",-5,11.85,-1.29,4.95,"Bahia",26,4,7,6,NA,22,31,1,3,NA,5,1,NA,NA,NA,NA,NA,NA
"505","Gabriel Henrique Chavoni Fornari","gabriel-fornari","Gabriel Fornari","https://s.glbimg.com/es/sde/f/2019/05/19/7cabec74a311c35c7c5daf6981bea68f_FORMATO.png",105636,15,293,"zag","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/08/06/16f2189da0bf99090e0ae2773d4076eb_FORMATO.png",90569,15,266,"mei","Nulo",-2.8,1.56,-0.72,0.21,"Fluminense",14,1,2,4,NA,12,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Geovane Silva Santos","geovane","Geovane","",105635,15,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2019/03/26/dbb9320b8d6aae993c9a2f2f65c761ee_FORMATO.png",90572,15,290,"mei","Provável",0,8.68,0,5.17,"Goiás",8,1,3,41,NA,29,33,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Mauricio Magalhães Prado","mauricio","Mauricio","",105647,15,283,"mei","Nulo",0,0.97,0,1.2,"Cruzeiro",2,1,1,2,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Talles Magno Bacelar Martins","talles","Talles","https://s.glbimg.com/es/sde/f/2019/07/26/3eca5da9c208a11a2a29df5f995b31a1_FORMATO.png",105786,15,267,"ata","Provável",2.8,1.42,0.57,0.63,"Vasco",8,2,6,4,NA,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Felipe Rodrigues da Silva","morato","Morato","https://s.glbimg.com/es/sde/f/2019/05/17/06c314cb618673bb9ed533eb908ec42a_FORMATO.png",105613,15,276,"zag","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Lucas Bessa dos Santos Costa","lucas-bessa","Lucas Bessa","https://s.glbimg.com/es/sde/f/2018/01/23/64c94d10451db5a343e890e0255f7c97_FORMATO.jpeg",98494,15,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,15,263,"mei","Provável",1.5,4.4,-1.23,1.8,"Botafogo",9,4,4,16,1,15,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"514","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2019/08/06/bbe5e351f024340439d6eb76fad1af4c_FORMATO.png",105807,15,266,"zag","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,15,315,"gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,15,285,"zag","Provável",4.4,3.97,0.92,2.08,"Internacional",4,NA,NA,NA,NA,9,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"517","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","",105837,15,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Rondinelli da Silva Vieira ","da-silva","Da Silva","https://s.glbimg.com/es/sde/f/2019/07/12/380d621745973d53ba54bcea8b8a9dbd_FORMATO.png",105836,15,284,"ata","Nulo",0,0.78,0,0.17,"Grêmio",1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,15,283,"zag","Dúvida",4.4,4.88,0.53,3.5,"Cruzeiro",NA,NA,NA,1,NA,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"520","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2019/07/02/0f6012cd35603a1b0d4256fb91ed6709_FORMATO.png",86264,15,285,"lat","Provável",4.3,5.35,0.94,1.88,"Internacional",8,NA,1,4,NA,13,9,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA
"521","Erik Jorgens de Menezes","erik","Erik","https://s.glbimg.com/es/sde/f/2019/06/22/53c37b9803ae315a6742ebb85bacdccf_FORMATO.png",105838,15,285,"lat","Nulo",0,1.54,0,1.7,"Internacional",NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2019/01/14/6656cffa0a00120d740886ec3a73c1df_FORMATO.jpeg",86410,15,275,"lat","Nulo",1.3,5.22,0.11,0.2,"Palmeiras",5,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","João Pedro Celeri Machado","joao-celeri","João Celeri","https://s.glbimg.com/es/sde/f/2019/07/03/df3e2976f554f7c9bc6610fdaabf10be_FORMATO.jpeg",105866,15,264,"ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/09/20/013c4c3e1dffe0fb41e29461871427f3_FORMATO.png",86444,15,266,"ata","Nulo",0,1.6,0,-0.25,"Fluminense",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Daniel Marcos Meira Novaes","daniel-marcos","Daniel Marcos","https://s.glbimg.com/es/sde/f/2019/07/03/816dbc5aa557a83929a50c9ee42fe94c_FORMATO.jpeg",105868,15,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg",105841,15,275,"ata","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Welligton Alexandre da Rocha","welligton-rocha","Welligton Rocha","https://s.glbimg.com/es/sde/f/2019/07/02/843445f395749c41979be87eb844e960_FORMATO.png",105846,15,293,"zag","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2019/07/18/6c7a7b500c63cbeedb854741dd824c24_FORMATO.png",105842,15,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2019/04/01/1342705bcf7099d35a68d6c68311e216_FORMATO.png",86519,15,276,"mei","Nulo",0,2.6,0,1.2,"São Paulo",NA,NA,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,15,293,"ata","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Jonathan Monteiro","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/07/19/d14955febc77d40678412b0b2ba03627_FORMATO.jpeg",105910,15,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Alisson Fabrício dos Santos Taddei","alisson-taddei","Alisson Taddei","",105907,15,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2019/07/12/ef3b35e88638d6c7d549f670a28a9668_FORMATO.png",105899,15,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Allan Victor Oliveira Mota","allanzinho","Allanzinho","https://s.glbimg.com/es/sde/f/2019/07/12/05fd85c1a9c37ca643ddd1e7deadb017_FORMATO.png",105900,15,277,"ata","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,15,276,"mei","Provável",3.1,5.07,-0.18,2.04,"São Paulo",18,6,5,20,NA,32,16,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"536","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,15,276,"zag","Provável",0,5.6,0,0.89,"São Paulo",12,NA,2,4,1,13,6,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"537","Pablo Marí Villar","pablo-mari","Pablo Marí","https://s.glbimg.com/es/sde/f/2019/07/12/e71c6301fc9b3c012b73664c5daceb1b_FORMATO.png",105897,15,262,"zag","Provável",5.6,4.88,1.64,1.42,"Flamengo",6,NA,1,NA,NA,7,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Rômulo Zanre Zwarg","romulo","Rômulo","https://s.glbimg.com/es/sde/f/2019/07/19/3a8cec6f11d20f3f169a8bd151a50723_FORMATO.jpeg",105911,15,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/06/21/d18aac5064ae47e2d3442017e04c4736_FORMATO.png",86711,15,267,"mei","Provável",-0.1,3.92,0.01,1.48,"Vasco",11,NA,2,9,NA,16,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Marco Antônio de Oliveira Coelho","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/07/19/e807102cde107d543c2b4cfb4ed8280f_FORMATO.jpeg",105912,15,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Edson Fernando da Silva Gomes","edson","Edson","",105901,15,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","José Gabriel dos Santos Silva","jose-gabriel","José Gabriel","https://s.glbimg.com/es/sde/f/2019/08/05/1494315b7bded1bb3d9b45481bf2897c_FORMATO.png",105902,15,285,"mei","Nulo",0,0.77,0,-0.2,"Internacional",3,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2019/07/30/eec05aaa83cd22ce06b5bcb0f128f132_FORMATO.png",106002,15,285,"ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Carlos Eduardo Bertolassi da Silva","cadu-silva","Cadu Silva","",105914,15,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","José Aldo Soares de Oliveira Filho","jose-aldo","José Aldo","",105903,15,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Iago Antônio Silva Santos","iago","Iago","https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png",90894,15,265,"ata","Contundido",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,15,284,"ata","Nulo",0.2,15.06,-0.04,4.84,"Grêmio",5,6,5,7,NA,17,12,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1
"548","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,15,354,"lat","Provável",-0.7,9.48,-0.18,2.54,"Ceará",8,3,1,6,3,28,14,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA
"549","Welinton Macedo dos Santos","welinton","Welinton","https://s.glbimg.com/es/sde/f/2019/07/19/22fe3b9be9edad9378b6f5abb5fd5bfe_FORMATO.jpeg",105913,15,283,"ata","Nulo",0,1.29,0,1.5,"Cruzeiro",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Adriano Firmino dos Santos da Silva","adriano","Adriano","https://s.glbimg.com/es/sde/f/2019/07/18/7327bc4ac782fab746b4699bf840a4ca_FORMATO.png",105906,15,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,15,284,"ata","Provável",1.5,9.7,0.41,3.78,"Grêmio",8,4,6,17,1,26,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"552","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png",91607,15,293,"ata","Provável",0.8,12.51,-0.77,5.46,"Athlético-PR",26,8,11,21,2,16,9,2,3,3,NA,NA,NA,NA,NA,NA,NA,1
"553","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2019/01/14/065996f5e53a936d45d1b737405dfb27_FORMATO.jpeg",90917,15,275,"ata","Nulo",0,3.67,0,-0.25,"Palmeiras",2,NA,1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,15,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,15,265,"mei","Dúvida",2.4,2.82,0.35,1.27,"Bahia",7,NA,NA,6,1,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,15,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,15,356,"mei","Provável",5.8,7.17,-0.43,3.41,"Fortaleza",18,2,1,11,NA,39,37,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,15,293,"mei","Nulo",0,3,0,1.6,"Athlético-PR",5,NA,NA,1,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","João Pedro Costa Contreiras Martins","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/08/09/4b0dffb7d626e3c233ba72f5b9a65261_FORMATO.png",106017,15,267,"ata","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Vanderley Ribeiro Correia Filho","vanderley","Vanderley","https://s.glbimg.com/es/sde/f/2019/08/17/8983f6e4a6bb89ad4e6548972209afc5_FORMATO.png",106077,15,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,15,341,"gol","Provável",12.2,11.53,2.88,6.26,"CSA",1,NA,NA,3,NA,11,NA,NA,3,NA,5,NA,37,NA,20,NA,NA,NA
