"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FS","PE","RB","FF","SG","G","I","DD","GS","FT","DP","CV","PP","GC"
"475","André Francisco Moritz","andre-moritz","André Moritz","https://s.glbimg.com/es/sde/f/2019/02/18/d99758d2310a72493c0acbd56c97f22d_FORMATO.png",42208,7,314,"mei","Nulo",0,3.64,0,1.13,"Avaí",NA,NA,NA,1,2,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,7,354,"ata","Provável",4,5.19,1.03,1.7,"Ceará",NA,1,9,5,9,7,3,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"477","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,7,314,"gol","Provável",2,4.53,0.44,2.93,"Avaí",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,11,9,NA,NA,NA,NA,NA
"478","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,7,293,"gol","Provável",5,6.19,1.66,2.2,"Athlético-PR",NA,1,1,NA,1,6,NA,NA,2,NA,NA,7,7,NA,NA,NA,NA,NA
"479","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png",68770,7,293,"mei","Suspenso",0,4.3,0,1.2,"Athlético-PR",NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/03/29/52188ffb1316a2e09ed8b05910c0ece5_FORMATO.png",82411,7,277,"mei","Nulo",0,6.83,0,1.25,"Santos",NA,NA,2,NA,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,7,293,"ata","Nulo",7.2,8.1,-0.68,4.57,"Athlético-PR",NA,NA,6,4,7,11,2,5,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"482","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,7,293,"mei","Provável",-2.1,16.94,-2.76,5.34,"Athlético-PR",1,1,5,4,7,8,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"483","Júlio César Godinho Catole","julinho","Julinho","https://s.glbimg.com/es/sde/f/2019/02/18/cf3d8eab528cc3bf388f557c9134576c_FORMATO.png",73501,7,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,7,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Matheus Barbosa Teixeira","matheus-barbosa","Matheus Barbosa","https://s.glbimg.com/es/sde/f/2019/03/25/1566120db01ce074100b649a154a6290_FORMATO.png",74069,7,314,"mei","Provável",4.5,4.26,1.05,1.74,"Avaí",NA,NA,6,NA,2,13,9,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"486","Glédson Ribeiro dos Santos","gledson","Glédson","https://s.glbimg.com/es/sde/f/2019/02/18/c6d4b90211065258bf950d6d8491a977_FORMATO.png",73533,7,314,"gol","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,7,277,"mei","Dúvida",0,5.74,0,2.5,"Santos",NA,3,6,5,5,17,6,2,NA,1,2,NA,NA,1,NA,NA,NA,NA
"488","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,7,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/03/29/bbfcc261f62ebb5c1dbea1b7e31f6dca_FORMATO.png",38001,7,265,"gol","Nulo",0,2.08,0,-1,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"490","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,7,277,"mei","Dúvida",2.8,11.48,0.09,4.07,"Santos",1,1,9,6,10,25,3,4,NA,1,1,NA,NA,2,NA,NA,NA,NA
"491","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,7,277,"zag","Provável",10.7,9.86,1.85,4.57,"Santos",NA,2,18,NA,6,18,15,3,4,NA,1,NA,NA,1,NA,NA,NA,NA
"492","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/03/28/0606c19cd9b070a14c8dcc9debd30211_FORMATO.png",95542,7,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png",94156,7,277,"mei","Provável",0,2.85,0,1.47,"Santos",NA,3,14,2,6,20,6,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"494","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,7,277,"gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,7,277,"lat","Provável",9.6,14.5,0.73,9.32,"Santos",1,1,8,7,10,9,10,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"496","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/05/08/61da0aba54dc5264e04da63e8e98e78d_FORMATO.png",90569,7,266,"mei","Provável",3,2.47,1.04,-0.15,"Fluminense",NA,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,7,277,"zag","Provável",4,4.48,0.65,1.94,"Santos",NA,NA,9,NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/b6405232271be69ecc73ba373871e4f0_FORMATO.png",98517,7,277,"mei","Provável",3.3,10.55,-0.24,3.75,"Santos",1,2,9,3,13,10,11,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"499","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,7,315,"ata","Provável",-0.7,3.03,-0.7,1.15,"Chapecoense",NA,NA,2,NA,4,8,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"500","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2019/03/28/6be35caa2772b45524060927b8922ee1_FORMATO.png",100651,7,277,"ata","Nulo",0,14.95,0,10.73,"Santos",2,1,7,6,8,3,10,7,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"501","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,7,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,7,265,"zag","Provável",5.5,9.91,0.95,4.13,"Bahia",NA,NA,2,NA,3,2,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"503","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,7,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2019/05/14/417d6279fba50eafc9af2314f1114933_FORMATO.png",38573,7,341,"mei","Nulo",0,3.29,0,-0.13,"CSA",NA,2,5,NA,5,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,7,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,7,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2019/03/28/769db50792d92f77ba296968a2aa8fd7_FORMATO.png",101708,7,277,"lat","Nulo",3.2,8.62,0.22,4.13,"Santos",NA,NA,1,1,NA,12,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"508","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2019/03/28/aa5dd1708e186460f701dd3ce77f0824_FORMATO.png",100652,7,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2019/05/04/999c57638fe8815a7060966d05a4be93_FORMATO.png",50294,7,266,"mei","Nulo",0.1,3.31,-0.45,-1.9,"Fluminense",NA,2,3,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2018/09/14/448879bc85937305a08a7038f527e40a_FORMATO.png",100963,7,277,"ata","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,7,277,"zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/03/29/8e6d89c654da352b89c77cb432a0df14_FORMATO.png",70934,7,265,"zag","Nulo",0,6,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2019/04/27/6b41336a5a8911ee8ee9b1b8ce87488f_FORMATO.png",62137,7,354,"tec","Provável",4.14,10.69,0.07,3.8,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2019/02/27/c71b608a8727463f7418750e4b406c48_FORMATO.png",62033,7,265,"ata","Provável",8,7.15,1.57,2.68,"Bahia",NA,NA,2,4,2,5,1,6,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"515","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/29/e664bac2dfda2416beb75fb9615b8a4f_FORMATO.png",61188,7,265,"ata","Nulo",0,17.49,0,6.67,"Bahia",2,NA,4,4,1,8,5,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"516","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2019/02/27/92700f5dfefdb214d227ca999caedfb3_FORMATO.png",73540,7,265,"ata","Nulo",0,9.47,0,3.1,"Bahia",NA,NA,6,5,9,7,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"517","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2019/03/29/ef148b9e6c0fb1706902616959184e5b_FORMATO.png",78584,7,265,"gol","Provável",10,11.13,1.71,6.42,"Bahia",NA,NA,NA,NA,2,NA,1,NA,3,NA,NA,11,6,NA,NA,NA,NA,NA
"518","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2019/03/29/67d058ae9f531a675de3f44a9bb2735b_FORMATO.png",74140,7,265,"mei","Provável",4,6.41,-0.09,4.25,"Bahia",NA,NA,2,1,10,6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png",71719,7,265,"mei","Provável",1.1,4.67,0.11,1.32,"Bahia",NA,NA,15,NA,NA,9,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,7,265,"zag","Provável",6.2,5.71,1.16,2.6,"Bahia",NA,NA,1,1,2,15,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2019/03/29/517eea2fd0045d94a6d18118ffe21008_FORMATO.png",81770,7,265,"ata","Nulo",0,5,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,7,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,7,265,"ata","Nulo",1.3,10.24,-0.15,3.44,"Bahia",NA,NA,5,2,2,8,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"524","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,7,315,"lat","Contundido",0,9.19,0,3.3,"Chapecoense",NA,NA,NA,NA,2,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Iago Antônio Silva Santos","iago","Iago","https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png",90894,7,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,7,265,"lat","Provável",4.7,12.37,0.88,4.88,"Bahia",1,2,12,1,1,9,12,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,7,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2019/03/28/edbb8d73a2ffdb1f447c7bee5b45d91f_FORMATO.png",103445,7,277,"ata","Nulo",0,0.75,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2019/02/27/f152fa1e4b0fdb632f4f9262c3072d92_FORMATO.png",92497,7,265,"mei","Provável",2.3,6.02,-0.45,3.2,"Bahia",NA,1,13,3,5,9,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2019/03/29/54f523632cff7c65b72a884c01685b2e_FORMATO.png",91626,7,265,"lat","Nulo",0,4.86,0,4.35,"Bahia",NA,1,3,NA,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,7,265,"mei","Nulo",0,2.25,-0.75,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2019/03/29/405ace106e46aa9c9dd2059c2ec130e3_FORMATO.png",91929,7,265,"zag","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Antônio Josenildo Rodrigues de Oliveira","rodriguez","Rodriguez","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,7,284,"zag","Provável",3.8,3.5,-0.53,6.9,"Grêmio",1,NA,NA,NA,1,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Fernando Medeiros da Silva","fernando-medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png",92841,7,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2019/04/17/8b7d801745d2cddf31bb8885e947242a_FORMATO.png",94138,7,284,"ata","Provável",-0.8,2.39,-1.24,0.74,"Grêmio",NA,NA,5,NA,2,7,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"536","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,7,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,7,284,"lat","Suspenso",-2.3,6.36,-1.72,3.92,"Grêmio",NA,3,13,NA,11,13,14,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"538","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2019/03/31/cbe0d021382b1f6ac6db1fdd5f232dbc_FORMATO.png",96652,7,266,"mei","Provável",-0.3,2.33,-0.35,0.67,"Fluminense",NA,3,14,3,6,21,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/05/28/8d48c0a56b2e5448d42d4e66649d976d_FORMATO.png",98832,7,284,"mei","Dúvida",-0.4,7.74,-0.86,4.08,"Grêmio",NA,NA,3,1,4,9,3,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"540","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2019/05/23/6fff5abfbfbd6b07376f8891759f2538_FORMATO.png",91151,7,264,"ata","Nulo",0,3.47,0,1.1,"Corinthians",1,1,4,NA,4,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"541","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,7,266,"ata","Nulo",0,12.31,0,5.9,"Fluminense",NA,NA,3,2,3,NA,2,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"542","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2019/03/31/c0546b8f7369bd0b592729269c138b03_FORMATO.png",95820,7,266,"zag","Contundido",0,6,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/03/31/828e2021812c049027270d8bec818205_FORMATO.png",91708,7,266,"zag","Suspenso",1.3,2.41,-0.17,1.79,"Fluminense",NA,3,9,1,6,9,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"544","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,7,284,"mei","Nulo",0,3.9,0,0.76,"Grêmio",NA,3,6,1,9,14,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2018/12/19/3d13ae8aea5e4e960becd85ce4407e5a_FORMATO.jpeg",100741,7,284,"lat","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,7,284,"gol","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/03/21/a5343d1cb58ce6999a4b7c00ec34ac1f_FORMATO.png",93791,7,266,"mei","Provável",3.5,4.91,0.4,2.4,"Fluminense",1,1,4,3,9,13,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,7,284,"zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2019/03/29/391192f2c104011047dcb18e6855dd72_FORMATO.png",37798,7,285,"ata","Nulo",0,5.44,0,0.77,"Internacional",NA,1,3,1,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2019/05/18/9c926f399fb16f3629089771a4b5a9b6_FORMATO.png",101484,7,293,"mei","Nulo",0,3.49,0,1.1,"Athlético-PR",NA,NA,3,1,3,6,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"551","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,7,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,7,285,"lat","Provável",10.8,3.77,1.97,4.7,"Internacional",NA,NA,4,1,1,6,5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"553","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,7,285,"lat","Nulo",5,5.46,0.57,3.5,"Internacional",NA,1,3,NA,4,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2019/05/29/d5226fcbeb0c1ff9cb362cb31dddde84_FORMATO.png",62009,7,315,"mei","Nulo",0.6,5.5,-1.23,2.15,"Chapecoense",NA,NA,1,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
