"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","PP","RB","A","SG","CV","DD","GS","DP","FT","GC"
"483","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2019/03/26/57b50e0fcaacd6b990cf2a0becd46e62_FORMATO.png",99392,34,290,"ata","Provável",8.8,9.71,1.27,4.79,"Goiás",4,30,22,30,46,8,14,73,NA,28,4,NA,1,NA,NA,NA,2,NA
"484","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2019/06/05/9f3a5b8b8f548ddf62d596532896c337_FORMATO.png",94857,34,341,"mei","Provável",6.3,6.69,1.17,4.54,"CSA",5,31,16,18,68,5,2,60,NA,22,3,NA,1,NA,NA,NA,1,NA
"485","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2019/03/22/0f3250424ddb09fc96bd674ce29f8082_FORMATO.png",99430,34,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,34,284,"lat","Nulo",0,8.54,0,3.9,"Grêmio",7,27,2,2,36,NA,3,37,NA,27,1,7,NA,NA,NA,NA,NA,NA
"487","Jean Francisco Martim Cândido ","jean","Jean","https://s.glbimg.com/es/sde/f/2019/10/01/ac63bd4277e2cd4c09c9179f6e79407c_FORMATO.png",99459,34,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,34,293,"gol","Nulo",0,1.25,0,1.6,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,3,4,NA,NA,NA
"489","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2019/09/06/dbf34ebaef4e5810e0d84de12e286859_FORMATO.png",94976,34,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Lucas Fernandes da Silva","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/08/23/9551a9d9ca9245ef1e854e865d0e50bd_FORMATO.png",94931,34,276,"mei","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png",94975,34,265,"mei","Nulo",0,4.45,0,3.8,"Bahia",NA,3,2,2,12,1,1,9,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"492","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png",94980,34,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Jefferson Junio Antonio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2019/08/16/99966209d47d25a71d37b4e2176290ee_FORMATO.png",95220,34,290,"lat","Nulo",0,10.95,0,3.8,"Goiás",5,25,3,7,30,1,1,64,NA,46,2,9,NA,NA,NA,NA,NA,NA
"494","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/05/22/83cc3161d01d982a7f019f88e1a24064_FORMATO.png",99881,34,267,"zag","Provável",0,7.13,0,2.95,"Vasco",2,14,1,4,8,1,NA,25,NA,26,NA,3,NA,NA,NA,NA,NA,NA
"495","Wesley Soares Xavier","wesley","Wesley","https://s.glbimg.com/es/sde/f/2019/03/26/c2306740c31403d20520165b9297b553_FORMATO.png",99462,34,314,"mei","Dúvida",0,1.25,0,-0.93,"Avaí",1,6,NA,3,1,NA,NA,10,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"496","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,34,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Matheus Lucas Jacintho Ferreira","matheus-lucas","Matheus Lucas","https://s.glbimg.com/es/sde/f/2019/09/19/65cd9edd995af75682ea42a1399e9c66_FORMATO.png",95246,34,314,"ata","Contundido",0.5,1.03,0,0.8,"Avaí",NA,3,NA,1,6,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"498","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,34,276,"lat","Nulo",0,7.99,0,3.98,"São Paulo",3,28,3,4,9,NA,NA,28,NA,33,2,7,2,NA,NA,NA,NA,NA
"499","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2019/05/09/e71fd15038b4159201c4558cc307a573_FORMATO.png",95335,34,264,"mei","Nulo",0,4.5,0,2.4,"Corinthians",NA,3,NA,NA,7,NA,1,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"500","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,34,290,"mei","Provável",5.6,2.77,0.96,2.66,"Goiás",1,12,1,6,8,1,NA,8,NA,2,1,NA,NA,NA,NA,NA,1,NA
"501","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,34,283,"lat","Provável",8.4,6.91,0.12,3.8,"Cruzeiro",2,37,4,5,20,2,1,38,NA,31,NA,6,1,NA,NA,NA,NA,NA
"502","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,34,314,"zag","Provável",3.5,1.32,-0.28,0.74,"Avaí",2,12,NA,1,5,NA,NA,17,NA,9,NA,2,1,NA,NA,NA,NA,NA
"503","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,34,282,"ata","Nulo",0,11.57,0,4.21,"Atlético-MG",NA,9,11,12,25,3,4,49,NA,20,1,NA,NA,NA,NA,NA,1,NA
"504","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png",95464,34,265,"mei","Provável",11.5,11.18,1.58,2.4,"Bahia",6,104,2,11,24,NA,NA,81,NA,85,3,NA,1,NA,NA,NA,NA,NA
"505","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,34,263,"lat","Provável",2,4.39,-0.5,2.72,"Botafogo",7,36,4,1,16,NA,NA,41,NA,28,1,7,NA,NA,NA,NA,1,NA
"506","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,34,277,"zag","Nulo",0,6.33,0,3.42,"Santos",3,21,NA,2,9,NA,NA,15,NA,23,NA,7,NA,NA,NA,NA,NA,NA
"507","Igor Cássio Vieira dos Santos","igor-cassio","Igor Cássio","https://s.glbimg.com/es/sde/f/2019/03/22/7c87ddae633eb2c51a6c053054e56a1a_FORMATO.png",99661,34,263,"ata","Dúvida",0.8,1.7,0.29,1.99,"Botafogo",1,7,3,4,5,2,1,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"508","Matheus Mascarenhas dos Santos Raimundo","mascarenhas","Mascarenhas","https://s.glbimg.com/es/sde/f/2019/09/16/7ba8ae47ccaf782951396096b7f884be_FORMATO.png",99721,34,266,"lat","Nulo",0,1.75,0,-2.3,"Fluminense",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Wenderson da Silva Costa Ferreira","wenderson","Wenderson","https://s.glbimg.com/es/sde/f/2019/03/22/bf58078f6d1432c858880bcb9a3adcdc_FORMATO.png",99474,34,263,"mei","Nulo",0,2.9,0,2.05,"Botafogo",NA,NA,NA,NA,4,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"510","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,34,263,"ata","Nulo",0,1.68,0,1.39,"Botafogo",2,10,2,3,10,NA,NA,6,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"511","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/09/18/9f1f786a8f5492336ce841bf5479905b_FORMATO.png",95542,34,266,"lat","Contundido",0,2.7,0,3.88,"Fluminense",NA,6,1,2,3,NA,NA,3,NA,6,NA,2,NA,NA,NA,NA,NA,NA
"512","Luan Martins Pereira","luan-pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2019/03/26/4ea943857c8fd654cdc1fe1f3e802748_FORMATO.png",99900,34,314,"mei","Nulo",0.3,2.42,-0.16,0.95,"Avaí",4,14,2,4,15,NA,NA,15,NA,11,1,NA,NA,NA,NA,NA,NA,NA
"513","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,34,284,"mei","Nulo",1.5,2.26,0.28,1.34,"Grêmio",1,3,3,1,12,1,NA,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"514","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2019/09/06/d7bd468008cd43653ec137d681d70f3e_FORMATO.png",99915,34,283,"ata","Nulo",2,4.13,0.28,1.59,"Cruzeiro",NA,3,1,1,8,NA,NA,7,NA,5,NA,NA,NA,NA,NA,NA,2,NA
"515","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,34,356,"lat","Suspenso",1.5,6.16,-0.65,2.83,"Fortaleza",6,50,4,7,18,1,2,47,NA,47,2,4,1,NA,NA,NA,NA,NA
"516","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,34,282,"mei","Provável",8,9.04,0.69,3.78,"Atlético-MG",5,45,6,22,51,3,6,70,1,48,1,NA,NA,NA,NA,NA,NA,NA
"517","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,34,285,"mei","Provável",4.1,8.75,0.52,2.75,"Internacional",7,27,8,4,19,5,NA,55,NA,29,2,NA,NA,NA,NA,NA,NA,NA
"518","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,34,285,"zag","Provável",-0.8,5.95,-1.4,3.88,"Internacional",2,9,2,3,7,1,NA,11,NA,20,NA,4,NA,NA,NA,NA,NA,NA
"519","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2019/04/26/255d9bff72ac266df10afb5e3a477f23_FORMATO.png",100065,34,262,"ata","Nulo",0,4.67,0,2.64,"Flamengo",1,3,4,3,8,2,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"520","Rickson Barbosa Sá da Conceição","rickson","Rickson","https://s.glbimg.com/es/sde/f/2019/08/16/72f22e08c825e7a916e81c6fcfe40189_FORMATO.png",100002,34,263,"mei","Nulo",0,1.4,0,0.43,"Botafogo",1,3,NA,1,7,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"521","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,34,276,"mei","Dúvida",1.5,1.91,-0.77,1.61,"São Paulo",3,18,7,6,25,2,1,26,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"522","Felipe Augusto Rodrigues Pires","felipe-pires","Felipe Pires","https://s.glbimg.com/es/sde/f/2019/09/03/b7686024a3026262d6596e5a0c2805a9_FORMATO.png",100289,34,356,"ata","Nulo",0,3.93,0,2.35,"Fortaleza",NA,7,2,6,15,1,1,13,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"523","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/09/30/6a55930690acaca09d4ef83e23d8e8fd_FORMATO.png",100103,34,293,"ata","Nulo",0,0.9,0,0.44,"Athlético-PR",NA,4,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2019/08/06/c53c03c082f9bf77d4e9b53fe6561a14_FORMATO.png",100290,34,277,"ata","Nulo",0,1.79,0,-0.13,"Santos",NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2019/04/26/95196820b7c23e6db6715208a1fd4ea6_FORMATO.png",100125,34,262,"zag","Dúvida",0,3.29,0,1.66,"Flamengo",2,12,NA,NA,4,NA,NA,10,NA,4,NA,5,NA,NA,NA,NA,NA,NA
"526","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2019/10/14/f6a36900e89b75fd3ebeac18a03ddfb2_FORMATO.png",100430,34,314,"ata","Nulo",0,1.79,0,-0.1,"Avaí",NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2019/04/01/3e050c01c28897f628b2b5b275392576_FORMATO.png",63422,34,276,"mei","Nulo",0,6.18,0,1.77,"São Paulo",NA,4,NA,NA,5,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"528","Héctor Ariel Bustamante","bustamante","Bustamante","https://s.glbimg.com/es/sde/f/2019/08/06/709f6c7dc04157eb549acea294843064_FORMATO.png",100425,34,341,"ata","Contundido",0,2.39,0,1.49,"CSA",1,34,4,8,12,1,1,17,NA,12,1,NA,NA,NA,NA,NA,NA,NA
"529","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,34,284,"ata","Nulo",0,7.95,0,2.22,"Grêmio",3,20,6,6,19,2,5,18,1,10,2,NA,NA,NA,NA,NA,1,NA
"530","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2019/03/28/aa5dd1708e186460f701dd3ce77f0824_FORMATO.png",100652,34,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,34,354,"ata","Provável",3,5.28,-0.27,2.84,"Ceará",3,22,17,15,30,3,12,20,1,11,1,NA,NA,NA,NA,NA,NA,NA
"532","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/08/13/20926f65de350a35d2b3122e69b68821_FORMATO.png",68698,34,285,"mei","Dúvida",0,7.84,0,2.46,"Internacional",4,22,4,4,15,NA,1,23,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"533","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2019/05/23/637d8e2371145463b7d61a38d9d5ce88_FORMATO.png",100712,34,264,"gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,34,284,"gol","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,34,276,"mei","Provável",-1.1,3.69,0.08,1.41,"São Paulo",2,19,2,6,13,NA,NA,31,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"536","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png",68770,34,293,"mei","Provável",0,4.31,0,2.1,"Athlético-PR",1,9,1,1,3,NA,NA,11,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"537","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,34,283,"lat","Dúvida",0,7,0,3.74,"Cruzeiro",2,24,5,2,6,NA,1,37,NA,25,NA,8,NA,NA,NA,NA,1,NA
"538","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,34,284,"mei","Provável",-3,2.63,-0.32,0.81,"Grêmio",8,31,4,4,16,NA,NA,37,NA,24,1,NA,NA,NA,NA,NA,NA,NA
"539","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2019/07/25/828af9fc6a19344c0716c18dd2ca67d2_FORMATO.png",68773,34,315,"ata","Contundido",0,5.07,0,3.92,"Chapecoense",3,11,6,9,9,3,1,14,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"540","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,34,265,"lat","Provável",0.8,12.86,-0.29,5.36,"Bahia",4,33,8,8,36,2,NA,59,NA,39,4,10,NA,NA,NA,NA,1,NA
"541","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png",100763,34,276,"mei","Nulo",0,0.79,0,0.73,"São Paulo",NA,NA,1,1,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"542","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,34,284,"zag","Nulo",0,4.96,0,2.3,"Grêmio",2,14,1,NA,4,1,NA,14,NA,11,NA,4,NA,NA,NA,NA,NA,1
"543","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,34,284,"zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,34,284,"lat","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/09/27/4e156ab17e9d6361c1584bdef3af479b_FORMATO.jpeg",100842,34,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,34,285,"mei","Nulo",0,5.28,0,3.18,"Internacional",NA,14,1,2,6,NA,NA,13,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"547","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,34,284,"gol","Provável",1,6.75,-0.07,4.38,"Grêmio",1,NA,NA,NA,2,NA,NA,11,NA,NA,NA,10,NA,34,19,NA,NA,NA
"548","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2019/08/16/0978fb4a6b4e2c7cc691e71d77c74a9c_FORMATO.png",68872,34,285,"gol","Provável",6,11.66,0.18,4.14,"Internacional",1,NA,NA,NA,8,NA,NA,3,NA,NA,NA,10,1,43,29,1,NA,NA
"549","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2019/07/16/0e97ab882ccb46151e687ca118809f7c_FORMATO.png",100963,34,354,"ata","Nulo",0,3.09,0,1.83,"Ceará",2,40,9,9,19,2,10,11,NA,8,1,NA,NA,NA,NA,NA,1,NA
"550","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2019/06/20/61b536c18d17747b369b6037b3390866_FORMATO.png",68887,34,315,"zag","Contundido",0,5.21,0,1.56,"Chapecoense",1,11,7,7,14,1,2,45,NA,13,NA,4,2,NA,NA,NA,NA,1
"551","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png",68821,34,284,"lat","Provável",0,5.13,0,5.04,"Grêmio",NA,12,4,2,6,2,1,26,NA,13,3,6,1,NA,NA,NA,NA,NA
"552","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2019/09/16/7f8703a0f208975c1f22dc1bd5ad08c5_FORMATO.png",68886,34,266,"zag","Provável",9,7.26,1.53,3.63,"Fluminense",2,22,1,3,13,1,1,19,NA,29,NA,7,2,NA,NA,NA,NA,NA
"553","Rony Fernandes da Silva","rony","Rony","https://s.glbimg.com/es/sde/f/2019/06/20/cf0dbe27f075457db8f6dabc6fb405d3_FORMATO.png",101040,34,276,"zag","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png",78577,34,354,"mei","Provável",2.2,7.48,0.16,3.56,"Ceará",1,29,16,25,9,1,1,85,NA,45,6,NA,NA,NA,NA,NA,NA,NA
"555","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,34,285,"ata","Nulo",0,5.5,0,2.24,"Internacional",1,3,6,10,26,1,1,27,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"556","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,34,267,"lat","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2019/06/11/1a341fe981b6a8b7eb3b0c0c36c642d4_FORMATO.png",101647,34,267,"zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Aldemir dos Santos Ferreira","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2019/09/27/ff43b0cbdf1b5a1592d6153f427aea67_FORMATO.png",101290,34,284,"ata","Nulo",0,4.77,0,8.5,"Grêmio",NA,1,NA,1,4,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"559","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2019/07/16/4167381432d7908874cb17eaac12b616_FORMATO.png",73721,34,263,"mei","Nulo",0,3.33,0,0.42,"Botafogo",NA,3,NA,NA,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"560","Ricardo Verza de Souza","ricardo-verza","Ricardo Verza","",101679,34,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2019/05/09/08cbb57fc00b07a7ca892ea09b8dc8e5_FORMATO.png",100987,34,285,"mei","Dúvida",0,7.96,0,3.41,"Internacional",3,43,4,6,16,3,1,27,NA,43,1,NA,NA,NA,NA,NA,NA,NA
"562","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2019/03/28/769db50792d92f77ba296968a2aa8fd7_FORMATO.png",101708,34,277,"lat","Provável",1.9,9.17,-1.02,3.94,"Santos",NA,12,7,7,12,2,1,32,NA,17,NA,9,NA,NA,NA,NA,NA,NA
"563","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,34,282,"ata","Contundido",0,6.27,0,5.15,"Atlético-MG",NA,5,6,9,9,2,3,8,NA,8,1,NA,NA,NA,NA,NA,2,NA
"564","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,34,282,"mei","Nulo",0.3,2.34,-0.18,3.1,"Atlético-MG",NA,9,8,9,7,2,NA,12,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
