"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CV","FC","FD","FF","FS","I","PE","RB","CA","G","SG","FT","DD","GS","PP","DP","GC"
"497","Dalberto Luan Belo","dalberto","Dalberto","https://s.glbimg.com/es/sde/f/2019/09/26/29cf2941e89066b6862d73494bf8de5f_FORMATO.png",97995,31,315,"ata","Provável",2.3,2.55,0.39,1.1,"Chapecoense",NA,NA,5,3,1,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"498","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,31,277,"zag","Provável",5,9.87,0.29,3.74,"Santos",1,2,55,3,11,17,1,59,54,7,1,11,2,NA,NA,NA,NA,1
"499","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,31,277,"mei","Nulo",0,3,0,0.73,"Santos",NA,NA,3,NA,NA,4,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"500","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,31,290,"mei","Provável",1,2.03,-1.51,3.5,"Goiás",1,NA,7,1,3,7,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"501","Matheus Lucas Jacintho Ferreira","matheus-lucas","Matheus Lucas","https://s.glbimg.com/es/sde/f/2019/09/19/65cd9edd995af75682ea42a1399e9c66_FORMATO.png",95246,31,314,"ata","Nulo",0,1.1,0,1.1,"Avaí",NA,NA,3,NA,1,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png",98352,31,293,"mei","Contundido",2.6,12.15,0.27,3.81,"Athlético-PR",2,NA,38,9,15,61,NA,81,34,3,2,NA,1,NA,NA,NA,NA,NA
"503","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,31,282,"gol","Contundido",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2019/08/27/6ad3ac86c589e97bbf69a329366dd9f5_FORMATO.png",98412,31,315,"gol","Nulo",0,12.62,0,3.38,"Chapecoense",NA,NA,NA,NA,NA,3,NA,16,NA,2,NA,5,NA,39,38,NA,4,NA
"505","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2019/04/26/69ee9fb82966a6aed84c07e074991f1a_FORMATO.png",98333,31,262,"gol","Nulo",0,2.77,0,-2,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"506","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,31,283,"lat","Provável",0,4.62,0,2.68,"Cruzeiro",NA,1,32,3,3,15,1,31,24,2,1,4,NA,NA,NA,NA,NA,NA
"507","Gabriel Farias de Lima","gabriel-lima","Gabriel Lima","https://s.glbimg.com/es/sde/f/2019/02/18/a93bba8cbc0b3d63a2713d51b3e80af1_FORMATO.png",98400,31,314,"ata","Nulo",0,2.43,0,0.75,"Avaí",NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2019/05/09/e71fd15038b4159201c4558cc307a573_FORMATO.png",95335,31,264,"mei","Nulo",0,4.5,0,2.4,"Corinthians",NA,NA,3,NA,NA,7,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Alisson Pelegrini Safira","alisson-safira","Alisson Safira","https://s.glbimg.com/es/sde/f/2019/09/06/a600a839f4c3df38a3428362b9adccb7_FORMATO.png",93782,31,341,"ata","Nulo",0,3.13,0,0.65,"CSA",1,NA,7,NA,NA,6,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"510","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/09/16/ee28ebd8f6c3887a9baa980792dd7d32_FORMATO.png",93791,31,266,"mei","Provável",8.6,5.89,1.23,2.08,"Fluminense",3,NA,15,8,6,32,1,66,19,2,1,NA,NA,NA,NA,NA,NA,NA
"511","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,31,284,"mei","Nulo",-0.3,2.03,-0.06,1.46,"Grêmio",NA,NA,3,3,1,12,NA,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"512","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,31,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png",95464,31,265,"mei","Provável",2.1,9.67,0.75,2.08,"Bahia",1,1,94,2,11,21,NA,78,78,6,NA,NA,NA,NA,NA,NA,NA,NA
"514","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,31,276,"lat","Nulo",0,7.99,0,3.98,"São Paulo",2,2,28,3,4,9,NA,28,33,3,NA,7,NA,NA,NA,NA,NA,NA
"515","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,31,267,"mei","Nulo",0,5.89,0,2.73,"Vasco",NA,NA,13,3,5,9,NA,21,20,1,1,NA,1,NA,NA,NA,NA,NA
"516","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,31,314,"zag","Provável",0.7,0.78,0,-0.75,"Avaí",NA,1,9,NA,NA,2,NA,15,5,2,NA,1,NA,NA,NA,NA,NA,NA
"517","Matheus Fernandes de Brito Cabral","matheus-cabral","Matheus Cabral","https://s.glbimg.com/es/sde/f/2019/09/30/1782bda23b184b8baa5eac221a2b1bca_FORMATO.png",93795,31,354,"gol","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png",93797,31,263,"lat","Contundido",0,7.3,0,3.32,"Botafogo",4,NA,30,7,13,17,1,59,18,2,1,5,1,NA,NA,NA,NA,NA
"519","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,31,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Marcos Antonio Candido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png",93893,31,267,"mei","Nulo",0,3.36,0,1.5,"Vasco",NA,NA,34,4,6,26,NA,49,24,4,1,NA,1,NA,NA,NA,NA,NA
"521","Ronei Gebing","ronei","Ronei","https://s.glbimg.com/es/sde/f/2017/04/25/fc5cc48d48a258ae6e11966c17fc3fbb_FORMATO.png",98419,31,315,"mei","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,31,263,"zag","Nulo",0,0.89,0,0.33,"Botafogo",NA,NA,2,NA,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,31,282,"gol","Provável",19.5,5.8,3.71,2.43,"Atlético-MG",1,NA,NA,NA,NA,6,NA,14,NA,1,NA,4,NA,19,21,NA,1,NA
"524","Lucas Bessa dos Santos Costa","lucas-bessa","Lucas Bessa","https://s.glbimg.com/es/sde/f/2018/01/23/64c94d10451db5a343e890e0255f7c97_FORMATO.jpeg",98494,31,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/09/18/9f1f786a8f5492336ce841bf5479905b_FORMATO.png",95542,31,266,"lat","Nulo",0,2.97,0,4.92,"Fluminense",NA,NA,6,1,2,3,NA,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"526","Vinícius Teodoro Barreta Melo","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/09/03/e3bed2dbab15d146e8145cdf5110dfe5_FORMATO.png",98496,31,283,"gol","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,31,277,"zag","Nulo",0,6.33,0,3.42,"Santos",NA,NA,21,NA,2,9,NA,15,23,3,NA,7,NA,NA,NA,NA,NA,NA
"528","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2018/05/23/c542b827e970e8c167f2a026360a0fa9_FORMATO.png",94044,31,277,"gol","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,31,354,"gol","Nulo",0,2.36,0,4,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA
"530","José Natanael da Cruz Oliveira","natan","Natan","https://s.glbimg.com/es/sde/f/2019/05/21/494b28e7553f92faf79555308745d150_FORMATO.png",98497,31,275,"mei","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Dyego Rocha Coelho","dyego-coelho","Dyego Coelho","https://s.glbimg.com/es/sde/f/2019/11/04/d9e5788306ab7739f6914563cc3b5ac2_FORMATO.png",98499,31,264,"tec","Provável",5.58,11.52,0.18,5.58,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,31,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2019/04/26/688eee515ba3a5aad11e8f9d0b719f66_FORMATO.png",98515,31,262,"ata","Nulo",0,1.43,-0.05,0.44,"Flamengo",NA,NA,2,NA,1,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/05/23/107e15af982bc755cfbd17f0349f4584_FORMATO.png",98706,31,264,"mei","Provável",14,13.59,1.24,5.37,"Corinthians",4,NA,11,16,15,38,2,62,22,NA,5,NA,NA,NA,NA,NA,NA,NA
"535","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2019/09/03/c5155b30c6acc6a38a5a757dbc17f60c_FORMATO.png",98765,31,282,"mei","Nulo",10,2.69,1.07,2.8,"Atlético-MG",1,NA,6,1,4,6,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"536","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2019/09/16/11e7f4a4c2db5d0748db2dd47bd5264d_FORMATO.png",98569,31,266,"mei","Provável",4.1,6.35,0.88,2.26,"Fluminense",2,NA,36,3,4,22,7,60,46,1,1,NA,NA,NA,NA,NA,NA,NA
"537","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png",94156,31,277,"mei","Provável",2.5,3.54,0.53,1.24,"Santos",NA,NA,58,11,14,27,NA,71,31,7,1,NA,2,NA,NA,NA,NA,NA
"538","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2019/06/05/2daf01a9e1c0abfaadf9c988b8805f10_FORMATO.png",94138,31,284,"ata","Nulo",0,2.41,0,0.67,"Grêmio",NA,NA,9,NA,4,3,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"539","Matheus Fernandes Siqueira","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2019/01/14/6c44cb9987aece7b067a5e308a05a551_FORMATO.jpeg",94067,31,275,"mei","Nulo",-2.6,3.1,-0.93,0.98,"Palmeiras",NA,NA,7,1,NA,3,NA,6,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"540","Rickson Barbosa Sá da Conceição","rickson","Rickson","https://s.glbimg.com/es/sde/f/2019/08/16/72f22e08c825e7a916e81c6fcfe40189_FORMATO.png",100002,31,263,"mei","Provável",0,1.15,0,0.58,"Botafogo",NA,NA,2,NA,1,6,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"541","Guilherme Natan de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",94288,31,315,"mei","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,31,356,"mei","Nulo",0,3.43,0,1.9,"Fortaleza",NA,NA,11,2,NA,12,NA,5,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2019/02/04/9b1da38d8e388aadbecc486fc796afa1_FORMATO.jpeg",94068,31,267,"ata","Dúvida",0,2.61,0,2.26,"Vasco",NA,NA,18,6,13,11,7,11,2,NA,2,NA,1,NA,NA,NA,NA,NA
"544","Lucas Camilo Hernández Perdomo","lucas-hernandez","Lucas Hernández","https://s.glbimg.com/es/sde/f/2019/06/05/2e1901899d630ed1bfcc833d35f44ff0_FORMATO.png",98822,31,282,"lat","Nulo",0,1.97,0,-0.62,"Atlético-MG",NA,NA,10,1,1,6,NA,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"545","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,31,284,"mei","Nulo",0,10.48,0,5.61,"Grêmio",2,NA,10,4,7,11,NA,23,12,NA,3,NA,NA,NA,NA,NA,NA,NA
"546","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2019/04/26/255d9bff72ac266df10afb5e3a477f23_FORMATO.png",100065,31,262,"ata","Nulo",8,4.67,0.93,2.64,"Flamengo",NA,NA,3,4,3,8,1,8,2,1,2,NA,NA,NA,NA,NA,NA,NA
"547","Cláudio Vitor Morais de Lima Cruz","claudio-vitor","Cláudio Vitor","https://s.glbimg.com/es/sde/f/2019/02/18/798d0ead220702bf3c3f671330c609e5_FORMATO.png",98888,31,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2019/03/28/a16774fba850b0c0dafc5cb1c27fbb4f_FORMATO.png",98794,31,315,"mei","Nulo",0,4.03,0,2.25,"Chapecoense",NA,NA,3,2,9,5,NA,15,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"549","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,31,276,"mei","Provável",0,1.59,0,1.44,"São Paulo",1,NA,16,5,5,16,1,21,7,3,2,NA,NA,NA,NA,NA,NA,NA
"550","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2019/04/26/95196820b7c23e6db6715208a1fd4ea6_FORMATO.png",100125,31,262,"zag","Nulo",0,3.03,0,1.46,"Flamengo",NA,NA,11,NA,NA,4,NA,8,4,2,NA,4,NA,NA,NA,NA,NA,NA
"551","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2019/03/22/0f3250424ddb09fc96bd674ce29f8082_FORMATO.png",99430,31,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Felipe Augusto Rodrigues Pires","felipe-pires","Felipe Pires","https://s.glbimg.com/es/sde/f/2019/09/03/b7686024a3026262d6596e5a0c2805a9_FORMATO.png",100289,31,356,"ata","Nulo",0,3.93,0,2.35,"Fortaleza",1,NA,7,2,6,15,1,13,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"553","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/09/30/6a55930690acaca09d4ef83e23d8e8fd_FORMATO.png",100103,31,293,"ata","Nulo",0,0.9,0,0.44,"Athlético-PR",NA,NA,4,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2019/03/26/57b50e0fcaacd6b990cf2a0becd46e62_FORMATO.png",99392,31,290,"ata","Provável",2.4,8.78,0.16,4.81,"Goiás",4,1,27,21,28,42,12,67,25,2,7,NA,2,NA,NA,NA,NA,NA
"555","João Pedro Soares Borges","joao-pedro-borges","João Pedro Borges","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,31,267,"gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","João Paulo Ferreira Lourenço","lourenco","Lourenço","https://s.glbimg.com/es/sde/f/2019/03/26/a10ea3714ffa4fb0caf1a1a80ffd5255_FORMATO.png",99032,31,314,"ata","Provável",0,4.49,0,2.31,"Avaí",3,NA,20,11,11,31,4,48,17,2,NA,NA,1,NA,NA,NA,NA,NA
"557","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2019/03/28/aa5dd1708e186460f701dd3ce77f0824_FORMATO.png",100652,31,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,31,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Jean Francisco Martim Cândido ","jean","Jean","https://s.glbimg.com/es/sde/f/2019/10/01/ac63bd4277e2cd4c09c9179f6e79407c_FORMATO.png",99459,31,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2019/10/14/f6a36900e89b75fd3ebeac18a03ddfb2_FORMATO.png",100430,31,314,"ata","Nulo",0,1.79,0,-0.1,"Avaí",NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,31,263,"lat","Suspenso",1.4,4.25,-0.2,2.62,"Botafogo",1,NA,30,3,1,13,NA,36,24,6,NA,6,1,NA,NA,NA,NA,NA
"562","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2019/08/06/c53c03c082f9bf77d4e9b53fe6561a14_FORMATO.png",100290,31,277,"ata","Nulo",0,1.79,0,-0.13,"Santos",NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,31,263,"zag","Contundido",0,4.68,0,2,"Botafogo",1,NA,7,NA,1,12,NA,21,6,3,2,2,1,NA,NA,NA,NA,2
"564","Héctor Ariel Bustamante","bustamante","Bustamante","https://s.glbimg.com/es/sde/f/2019/08/06/709f6c7dc04157eb549acea294843064_FORMATO.png",100425,31,341,"ata","Nulo",-0.8,2.39,-0.07,1.49,"CSA",1,NA,34,4,8,12,1,17,12,1,1,NA,NA,NA,NA,NA,NA,NA
"565","Wenderson da Silva Costa Ferreira","wenderson","Wenderson","https://s.glbimg.com/es/sde/f/2019/03/22/bf58078f6d1432c858880bcb9a3adcdc_FORMATO.png",99474,31,263,"mei","Nulo",0,2.9,0,2.05,"Botafogo",NA,NA,NA,NA,NA,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Igor Cássio Vieira dos Santos","igor-cassio","Igor Cássio","https://s.glbimg.com/es/sde/f/2019/03/22/7c87ddae633eb2c51a6c053054e56a1a_FORMATO.png",99661,31,263,"ata","Provável",2.7,2.05,-1.16,2.82,"Botafogo",NA,NA,4,2,3,5,NA,9,4,1,2,NA,NA,NA,NA,NA,NA,NA
"567","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/09/27/4e156ab17e9d6361c1584bdef3af479b_FORMATO.jpeg",100842,31,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Matheus Mascarenhas dos Santos Raimundo","mascarenhas","Mascarenhas","https://s.glbimg.com/es/sde/f/2019/09/16/7ba8ae47ccaf782951396096b7f884be_FORMATO.png",99721,31,266,"lat","Contundido",0,1.75,0,-2.3,"Fluminense",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"569","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/25/2d0ecae03a030c68b426c28eb59b2222_FORMATO.png",99789,31,266,"ata","Nulo",0,3.14,0,2.3,"Fluminense",NA,NA,2,2,4,4,NA,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"570","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,31,276,"mei","Nulo",3.7,4.59,0.09,1.81,"São Paulo",NA,NA,12,2,6,10,NA,27,22,2,NA,NA,NA,NA,NA,NA,NA,NA
"571","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,31,284,"mei","Provável",-1.3,3.1,-0.98,1.21,"Grêmio",1,NA,27,4,4,15,NA,34,23,6,NA,NA,NA,NA,NA,NA,NA,NA
"572","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2019/05/23/637d8e2371145463b7d61a38d9d5ce88_FORMATO.png",100712,31,264,"gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png",100763,31,276,"mei","Nulo",0,0.77,0,0.05,"São Paulo",NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Richard Darío Franco Escobar","richard-franco","Richard Franco","https://s.glbimg.com/es/sde/f/2019/09/17/0411bb5e23fcca573faf3fca461b6b89_FORMATO.png",99802,31,314,"mei","Suspenso",-0.2,5.32,-0.41,2.98,"Avaí",NA,NA,42,8,18,29,1,59,41,3,1,NA,NA,NA,NA,NA,NA,NA
"575","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,31,284,"gol","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,31,284,"lat","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/05/22/83cc3161d01d982a7f019f88e1a24064_FORMATO.png",99881,31,267,"zag","Provável",0,6.81,0,2.82,"Vasco",NA,NA,11,1,4,8,NA,24,23,2,1,2,NA,NA,NA,NA,NA,NA
