"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FF","A","CA","FD","G","DD","GS","DP","SG","I","PP","FT","CV","GC"
"475","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png",95464,16,265,"mei","Provável",-0.6,9.63,0.28,2.19,"Bahia",40,8,40,42,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"476","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/05/28/8a9434518b6eac78476b395bcebe53c7_FORMATO.png",93377,16,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,16,267,"mei","Provável",2,5.47,0.15,2.83,"Vasco",10,5,14,14,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/03/21/a5343d1cb58ce6999a4b7c00ec34ac1f_FORMATO.png",93791,16,266,"mei","Provável",0,4.58,0,1.47,"Fluminense",10,21,40,10,3,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,16,354,"gol","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,16,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,16,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png",93797,16,263,"lat","Provável",2.2,6.29,0.84,3.15,"Botafogo",15,7,18,9,5,1,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"483","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2019/02/04/9b1da38d8e388aadbecc486fc796afa1_FORMATO.jpeg",94068,16,267,"ata","Nulo",0,2.64,0,0.8,"Vasco",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Alessandro Vinícius Gonçalves da Silva","alessandro-vinicius","Alessandro Vinícius","https://s.glbimg.com/es/sde/f/2019/03/30/ffa3db77225e133627999054dd742e50_FORMATO.png",94495,16,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Rodrigo Marques de Santana","rodrigo-santana","Rodrigo Santana","https://s.glbimg.com/es/sde/f/2019/04/11/5607c63c174a35d72ef59210e61712a6_FORMATO.png",97922,16,282,"tec","Provável",3.14,11.03,0.15,4.05,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2018/05/23/c542b827e970e8c167f2a026360a0fa9_FORMATO.png",94044,16,277,"gol","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Marcos Antonio Candido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png",93893,16,267,"mei","Provável",1,3.72,-1.16,2.61,"Vasco",18,15,31,15,4,NA,3,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"488","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,16,282,"gol","Provável",6.7,3.31,1.59,2.54,"Atlético-MG",NA,NA,4,NA,NA,NA,NA,NA,NA,7,6,NA,2,NA,NA,NA,NA,NA
"489","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,16,266,"ata","Nulo",0,11.75,0,5.88,"Fluminense",6,7,9,4,8,NA,NA,6,5,NA,NA,NA,NA,3,NA,1,NA,NA
"490","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,16,275,"mei","Nulo",0,7.79,0,2.95,"Palmeiras",5,6,7,3,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2019/06/05/2daf01a9e1c0abfaadf9c988b8805f10_FORMATO.png",94138,16,284,"ata","Contundido",0,2.41,0,0.67,"Grêmio",9,3,7,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2019/03/28/a3452277d99839a5fd7add732b5aa132_FORMATO.png",94297,16,354,"mei","Nulo",0,2.16,0,0.07,"Ceará",5,3,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png",94156,16,277,"mei","Provável",2.4,3.6,0.45,1.63,"Santos",34,15,39,17,10,NA,4,5,1,NA,NA,NA,NA,NA,NA,2,NA,NA
"494","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,16,263,"mei","Nulo",0,3.74,0,-0.48,"Botafogo",2,NA,5,1,3,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"495","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2019/06/05/9f3a5b8b8f548ddf62d596532896c337_FORMATO.png",94857,16,341,"mei","Provável",3.1,4.34,-0.64,3.5,"CSA",11,26,26,7,7,1,2,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"496","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,16,284,"lat","Provável",1.7,7.04,0.36,3.33,"Grêmio",25,25,29,22,2,1,7,1,NA,NA,NA,NA,4,3,NA,NA,NA,NA
"497","Max Alexandre dos Santos Silva","max","Max","https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png",94982,16,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Lucas Fernandes da Silva","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/08/23/9551a9d9ca9245ef1e854e865d0e50bd_FORMATO.png",94931,16,276,"mei","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png",94980,16,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png",94975,16,265,"mei","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,16,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2019/05/09/e71fd15038b4159201c4558cc307a573_FORMATO.png",95335,16,264,"mei","Nulo",5.8,4.92,0.67,2.2,"Corinthians",1,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"503","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/dd575011a1fbea9f0e7859b1bdf2c9c1_FORMATO.png",95332,16,290,"mei","Nulo",0,1.82,0,-0.47,"Goiás",2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Jefferson Junio Antonio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2019/08/16/99966209d47d25a71d37b4e2176290ee_FORMATO.png",95220,16,290,"lat","Provável",5.6,12.21,0.38,5.4,"Goiás",8,22,40,39,3,NA,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA
"505","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,16,283,"lat","Nulo",1,4.92,-1.05,2.33,"Cruzeiro",14,5,9,10,1,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"506","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,16,290,"mei","Nulo",0,2,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,16,276,"lat","Nulo",0,7.14,-0.75,3.29,"São Paulo",18,7,16,19,3,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,2,NA
"508","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,16,276,"ata","Suspenso",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,16,314,"zag","Provável",0,0.75,0,0.1,"Avaí",7,1,7,3,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"510","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,16,277,"zag","Dúvida",4,5.56,0.56,2.93,"Santos",18,7,8,16,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"511","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,16,263,"zag","Nulo",0,4.45,0,3.4,"Botafogo",4,1,4,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA
"512","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2019/03/22/c6c604c007ddce9a6af2b1b8a98f99ff_FORMATO.png",95798,16,263,"mei","Nulo",2.3,5.76,0.39,1.06,"Botafogo",4,12,39,14,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2019/08/15/08012c269c35b1a4f830e147122e44a0_FORMATO.png",95780,16,356,"tec","Provável",3.45,6.81,0.39,2.24,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2019/03/23/6af5c025e0db9d04d70d983be161d599_FORMATO.png",95660,16,356,"mei","Nulo",0,3.04,0,0.47,"Fortaleza",1,NA,7,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,16,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Lucas Vinícius Dias Costa","lucas-dias","Lucas Dias","https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png",104356,16,341,"zag","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png",95799,16,265,"ata","Provável",1.8,10.03,-0.07,3.42,"Bahia",14,24,54,14,12,1,4,7,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"518","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2019/04/26/28247a3afb9c8e95c1956b2bea9f5c5e_FORMATO.png",95802,16,262,"mei","Dúvida",4.2,3.82,1.12,0.65,"Flamengo",6,8,9,8,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Émerson Cris Hartkopp","emerson-cris","Emerson Cris","https://s.glbimg.com/es/sde/f/2017/09/19/5a8b5f6e674e12816893895424d8fbef_FORMATO.png",95830,16,315,"tec","Provável",5.15,10.38,0.37,4.56,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2019/08/01/99fb2757e4a88d4f0c24c074678498f1_FORMATO.png",95820,16,264,"zag","Nulo",0,6,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,16,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2019/04/01/3550f7f824481d5d0345448e8ad226d0_FORMATO.png",95662,16,276,"zag","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png",81776,16,293,"mei","Contundido",0,2.36,0,1.65,"Athlético-PR",5,10,11,2,3,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"524","Gabriel Alves da Cunha Borges","gabriel","Gabriel",NA,104404,16,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Igor Alves dos Reis","igor-reis","Igor Reis",NA,104408,16,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2019/05/07/16dd4157b1d7457f46c1c3f0e15cfc70_FORMATO.png",104459,16,354,"ata","Nulo",0,1.82,0,0.82,"Ceará",2,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2019/07/19/34bb8790920b50acac56204efb61d6b5_FORMATO.png",104513,16,293,"lat","Nulo",0,4.25,-0.24,1.4,"Athlético-PR",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"528","Ruan Vinícius Silva de Jesus","ruan","Ruan",NA,95860,16,315,"zag","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/09/27/c26012bba743c6c3a958bb3650c5a7ed_FORMATO.png",95875,16,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Maurício Tomazi Pinheiro","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png",96464,16,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2019/08/16/8e3c5ccebdf6654eccebf07bede22004_FORMATO.png",96340,16,354,"mei","Provável",8.6,5.42,1.6,4.55,"Ceará",5,8,9,7,2,1,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"532","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2019/03/31/cbe0d021382b1f6ac6db1fdd5f232dbc_FORMATO.png",96652,16,266,"mei","Provável",0,2.06,0,-0.09,"Fluminense",26,17,40,12,8,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"533","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,16,356,"zag","Provável",0.7,2.88,0.2,1.15,"Fortaleza",6,6,22,10,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"534","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/04/26/ac6062a69b3c066cd610015cd65af6e5_FORMATO.png",96468,16,285,"gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Leonardo Thomas Lopes","leo-lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png",96965,16,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,16,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Jony Alexander González Copete","yony-gonzalez","Yony González","https://s.glbimg.com/es/sde/f/2019/02/04/afa77024bd6f197dd7f02d24bb8ea775_FORMATO.png",97080,16,266,"ata","Provável",0,13.57,0,6.96,"Fluminense",9,22,15,13,23,NA,NA,8,4,NA,NA,NA,NA,2,NA,1,NA,NA
"538","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,16,315,"ata","Provável",1.7,4.56,-0.63,2.54,"Chapecoense",7,26,16,10,6,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA
"539","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2019/03/28/9f6c9ff2c355a7189b842849d99b5a32_FORMATO.png",104580,16,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior",NA,104622,16,282,"lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2019/06/16/7fd2d1907ddaceb40f1dacde40a11fa3_FORMATO.png",104593,16,284,"mei","Dúvida",0,1.17,-0.14,0.7,"Grêmio",5,1,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,16,285,"lat","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2019/04/30/813c0919a982172ffb025e8d81021a44_FORMATO.png",97245,16,264,"ata","Nulo",0,1.23,0,-0.5,"Corinthians",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/05/30/48a83901711e5cb65605aad4d0a20615_FORMATO.png",104625,16,283,"lat","Nulo",0,3.08,0,4.43,"Cruzeiro",1,3,10,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"545","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/08/19/0f0514f4228f700ec755b94fabf67688_FORMATO.png",97341,16,283,"tec","Provável",2.32,7.93,-0.75,3.36,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Daniel dos Santos Penha","daniel","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,16,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,16,315,"zag","Nulo",0,1.45,0,-0.5,"Chapecoense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,16,265,"lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,16,285,"lat","Nulo",0,1.2,0,1.25,"Internacional",1,4,9,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Lucas Silva Alves","lucas-alves","Lucas Alves","https://s.glbimg.com/es/sde/f/2019/03/28/1ae8c43705f6dfd96f9cdfe68b4b8485_FORMATO.png",104651,16,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,16,263,"lat","Nulo",0,0.76,0,0.5,"Botafogo",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/27/5ed5059957839ba01890f61649b417e8_FORMATO.png",104660,16,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2019/06/11/5d64f4f8e8a449f119b6a195390dae44_FORMATO.png",97352,16,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,16,341,"ata","Nulo",0,0.75,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2019/05/23/afef447f016eefff05fad8b9101e4ecb_FORMATO.png",97452,16,276,"ata","Nulo",0,2.38,0,0.17,"São Paulo",6,2,4,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
