"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","CV","FF","FT","DD","DP","GS","A","I","GC","PP"
"481","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,33,263,"ata","Nulo",0,1.58,0,0.57,"Botafogo",2,15,2,25,NA,11,3,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA
"482","Antônio Josenildo Rodrigues de Oliveira","rodriguez","Rodriguez","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,33,284,"zag","Nulo",0,4.45,0,5.5,"Grêmio",NA,2,NA,1,NA,11,15,3,NA,1,NA,NA,NA,NA,1,2,NA,NA
"483","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,33,264,"mei","Nulo",0,2.86,0,0.38,"Corinthians",1,NA,1,4,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"484","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2019/03/22/18c2a6ba294467649a2ebdaf8c14b53a_FORMATO.png",85465,33,263,"mei","Provável",3,9.97,0.04,4.1,"Botafogo",2,13,8,30,5,23,15,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"485","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,33,290,"lat","Dúvida",0,3.53,0,2.94,"Goiás",3,9,1,10,NA,17,11,3,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"486","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,33,277,"mei","Provável",11.8,15.88,1.09,6.22,"Santos",4,35,20,67,9,104,33,NA,NA,29,2,NA,NA,NA,7,5,NA,1
"487","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,33,290,"gol","Nulo",0,5.43,0,12.5,"Goiás",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA
"488","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2019/05/23/0dc006a6698913db3ce69120b8804b8c_FORMATO.png",103700,33,264,"zag","Nulo",0,4.1,0,0.88,"Corinthians",3,5,NA,2,NA,14,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,33,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Antônio Fialho de Carvalho Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2019/03/30/845cad8021ef58fd85f953cdd5d0fae9_FORMATO.png",103706,33,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,33,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Flávio Henrique Sousa","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/26/5645762e1cc6552647337456ccdceb79_FORMATO.png",105340,33,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,33,276,"lat","Dúvida",0,4.47,0,2.3,"São Paulo",1,2,NA,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,33,356,"lat","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Luiz Fernando Ferreira de Souza","luiz-fernando","Luiz Fernando","https://s.glbimg.com/es/sde/f/2019/03/29/e24fbad9c5a59102582fe73677a63e71_FORMATO.png",105176,33,293,"ata","Nulo",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2019/01/14/160ad6a02501aba225a8ebd56873a2c7_FORMATO.jpeg",85931,33,275,"mei","Nulo",0,4.6,0,3.3,"Palmeiras",NA,8,3,5,NA,6,5,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA
"497","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/09/16/32a99ea5b65d641f4552626c5369e377_FORMATO.png",91708,33,266,"zag","Provável",4.6,5.26,0.37,3.25,"Fluminense",7,25,2,20,1,29,44,7,NA,8,NA,NA,NA,NA,1,NA,NA,NA
"498","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,33,293,"lat","Nulo",7.9,2.39,1.62,1.95,"Athlético-PR",1,8,1,1,NA,9,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"499","Raphael Lopes Silva","raphael-lopes","Raphael Lopes",NA,105198,33,282,"ata","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Vinícius de Souza Costa","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/26/a514a8787d2c34f1210e22825eabfc2c_FORMATO.png",105199,33,262,"mei","Nulo",2,1.8,0.31,0.57,"Flamengo",NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,33,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2019/03/28/4a8cc6dc2e1b9cb619a2da8fe306b9da_FORMATO.png",105201,33,283,"ata","Nulo",0,1.28,0,0,"Cruzeiro",NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"503","Gabriel Veron Fonseca de Souza","veron","Veron","https://s.glbimg.com/es/sde/f/2018/11/30/c499e5770419f38b55930e24444f025e_FORMATO.png",103764,33,275,"ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2019/08/27/6ad3ac86c589e97bbf69a329366dd9f5_FORMATO.png",98412,33,315,"gol","Nulo",0,12.62,0,3.38,"Chapecoense",2,NA,NA,3,NA,16,NA,5,NA,NA,NA,39,4,38,NA,NA,NA,NA
"505","Bento Matheus Krepski","bento","Bento","https://s.glbimg.com/es/sde/f/2019/03/29/a096644c26f754ef9d0aef6a0e3d62c0_FORMATO.png",105208,33,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2019/03/26/0a85b74cc382e686bc790312c4cd7983_FORMATO.png",105278,33,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2019/05/23/2fe6e1e07de6a69ffa395b217210bff4_FORMATO.png",91808,33,264,"gol","Nulo",0,2.32,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,33,356,"mei","Provável",1.8,6.52,-0.14,2.58,"Fortaleza",11,48,5,27,NA,78,72,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA
"509","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2019/03/26/c942f5741d6801ac46caaa38525ff433_FORMATO.png",91888,33,290,"lat","Nulo",0,5.05,0,0.68,"Goiás",2,1,NA,2,NA,13,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"510","Heron Crespo da Silva","heron","Heron","",105339,33,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png",91772,33,290,"zag","Contundido",0,8.03,0,2.92,"Goiás",NA,2,NA,3,NA,10,7,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"512","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/09/18/9f1f786a8f5492336ce841bf5479905b_FORMATO.png",95542,33,266,"lat","Contundido",-0.3,2.7,-0.27,3.88,"Fluminense",NA,6,1,3,NA,3,6,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"513","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,33,356,"zag","Nulo",0,2,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","João Pedro Junqueira de Jesus","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2019/10/11/746fddac7c76e3caf57f401cd054b75f_FORMATO.png",104026,33,266,"ata","Nulo",0,6.11,0,3.91,"Fluminense",1,25,18,29,4,30,16,NA,NA,22,1,NA,NA,NA,1,9,NA,NA
"515","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2019/03/26/d9fb64d171c0188ebc7f660fe5f388ea_FORMATO.png",104074,33,276,"zag","Nulo",0,3.67,0,3.57,"São Paulo",NA,1,NA,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","André Luiz Ribeiro da Silva","andre","André",NA,104080,33,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2019/03/26/0622726518f8a75c36ac5bb8486510c4_FORMATO.png",92085,33,290,"ata","Nulo",0,1.24,0,-1.6,"Goiás",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/06/14/e5185b4b8ca27b490315869d17077e90_FORMATO.png",92146,33,356,"ata","Provável",3.6,4.85,0.38,2.09,"Fortaleza",4,15,8,49,2,27,5,NA,NA,6,3,NA,NA,NA,NA,4,NA,NA
"519","Alessandro Scheppa","alessandro","Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/ca58dd5dc7b75891e8aea6c26aea3064_FORMATO.png",104081,33,263,"mei","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,33,285,"zag","Nulo",0,2.2,0,2.36,"Internacional",3,6,1,8,NA,27,11,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"521","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2019/06/14/f452299e051661e5307fd72b085fcdcc_FORMATO.png",92155,33,282,"mei","Dúvida",0,4.14,0,1.71,"Atlético-MG",1,5,NA,4,NA,7,12,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"522","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,33,263,"zag","Provável",0,4.68,0,2,"Botafogo",3,7,NA,12,2,21,6,2,NA,1,1,NA,NA,NA,1,NA,2,NA
"523","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/04/26/d8ee304d012b001ba32d480ec6788ead_FORMATO.png",104084,33,285,"gol","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Pedro Lucas Schwaizer","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2019/09/18/dab1ac19931ad3dde410171291f2c48d_FORMATO.png",104087,33,285,"ata","Nulo",0,2.45,0,-0.45,"Internacional",NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,33,267,"mei","Nulo",-0.3,7.72,-1.51,4.23,"Vasco",6,42,8,58,1,46,58,NA,NA,11,NA,NA,NA,NA,2,NA,NA,NA
"526","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/07/08/6bee46606625768114c3a7c4f48ecde5_FORMATO.png",92182,33,265,"zag","Provável",0,6.79,0,3.5,"Bahia",1,20,4,12,1,40,19,10,NA,5,NA,NA,NA,NA,NA,1,NA,NA
"527","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2019/05/16/b8a0891d626e56bbf0d4c6c82632218e_FORMATO.png",104086,33,285,"zag","Nulo",0,2.43,0,1.88,"Internacional",2,6,1,5,NA,11,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2019/07/23/32064f0a35c4c96bb12531c867d36125_FORMATO.png",92696,33,315,"ata","Nulo",0,2.18,0,1.21,"Chapecoense",NA,10,1,8,1,5,4,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
"529","Filipe Candido da Trindade","filipe-trindade","Filipe Trindade","",105341,33,290,"zag","Nulo",0,0.83,0,0.75,"Goiás",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2019/03/23/6af5c025e0db9d04d70d983be161d599_FORMATO.png",95660,33,356,"mei","Nulo",0,2.86,0,1.17,"Fortaleza",1,2,NA,2,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Alan Carlos de Paula Dias Filho","alan","Alan","https://s.glbimg.com/es/sde/f/2019/03/26/4ebe446997649a79d3d0d6f81824f76d_FORMATO.png",105395,33,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Rafael Barbosa dos Santos","rafael-barbosa","Rafael Barbosa","https://s.glbimg.com/es/sde/f/2019/03/26/277c76b8820a7ddb5193448964e883e4_FORMATO.png",105396,33,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2019/08/01/99fb2757e4a88d4f0c24c074678498f1_FORMATO.png",95820,33,264,"zag","Contundido",0,6,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Thiago Nascimento dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png",93151,33,315,"ata","Contundido",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2019/07/26/3eca5da9c208a11a2a29df5f995b31a1_FORMATO.png",105786,33,267,"ata","Contundido",0,2.55,0,2.11,"Vasco",4,22,6,29,2,24,6,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA
"536","Felipe Dias Fonte Mosquete","felipe-mosquete","Felipe Mosquete","https://s.glbimg.com/es/sde/f/2019/03/26/6b0ace75db697f11e8d9bd5d9c4e920e_FORMATO.png",105397,33,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2019/04/30/4d83ae2a6fb83ce19a30e77021066844_FORMATO.png",105585,33,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,33,277,"zag","Provável",0,9.09,-0.88,3.65,"Santos",7,58,3,18,1,61,55,12,2,11,2,NA,NA,NA,1,1,1,NA
"539","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2019/01/14/3437ba3702c7494eee6e3469ceacfe97_FORMATO.jpeg",92708,33,275,"ata","Nulo",2.3,9.93,-0.59,3.63,"Palmeiras",3,23,12,52,3,31,10,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA
"540","Lucas Bergantin Bragança","lucas-bergantin","Lucas Bergantin","https://s.glbimg.com/es/sde/f/2019/05/01/9427d6d7db41ff3a13c0f302e31f830a_FORMATO.png",105589,33,275,"gol","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2019/08/06/c4a34e3763fd88179fcf0166039b57a6_FORMATO.png",105612,33,266,"mei","Nulo",0,2.21,0,0.35,"Fluminense",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,33,277,"mei","Nulo",0,3,0,0.73,"Santos",2,3,NA,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2019/04/24/158fd65567dd79616ea41fcf9f0bd470_FORMATO.png",105553,33,267,"gol","Nulo",0,9.79,0,6,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,NA,NA,NA,NA
"544","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2019/07/19/83ab7827bcb96302e51df4217de3e45a_FORMATO.png",92981,33,265,"mei","Provável",-1.8,3.89,-0.5,2.56,"Bahia",4,21,NA,12,NA,22,32,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA
"545","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,33,263,"zag","Suspenso",-0.3,5.59,-0.93,1.13,"Botafogo",9,22,1,17,NA,48,16,6,NA,4,1,NA,NA,NA,NA,1,NA,NA
"546","Fernando Medeiros da Silva","fernando-medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png",92841,33,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Geovane Silva Santos","geovane","Geovane","",105635,33,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,33,282,"gol","Contundido",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png",95799,33,265,"ata","Dúvida",0,9.65,0,2.86,"Bahia",6,22,11,42,6,85,17,NA,NA,21,NA,NA,NA,NA,2,5,NA,1
"550","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2019/03/22/c6c604c007ddce9a6af2b1b8a98f99ff_FORMATO.png",95798,33,263,"mei","Nulo",0,5.33,0,1.45,"Botafogo",2,8,5,15,NA,65,24,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA
"551","Gabriel Henrique Chavoni Fornari","gabriel-fornari","Gabriel Fornari","https://s.glbimg.com/es/sde/f/2019/05/19/7cabec74a311c35c7c5daf6981bea68f_FORMATO.png",105636,33,293,"zag","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2019/04/24/c9b8a5031b03ccf71b246635ffe126ed_FORMATO.png",105566,33,267,"lat","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2019/04/26/28247a3afb9c8e95c1956b2bea9f5c5e_FORMATO.png",95802,33,262,"mei","Nulo",-1.9,2.6,-0.35,0.43,"Flamengo",4,19,1,18,NA,17,13,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"554","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/05/23/3173cd42fd63f03aecc0aa9d2b3fb706_FORMATO.png",93108,33,264,"mei","Provável",2.8,7.68,0.31,3.79,"Corinthians",1,12,10,53,2,24,21,NA,NA,18,NA,NA,NA,NA,2,1,NA,NA
"555","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2019/04/28/5ed7e99f209f90f0aaa290e985138e59_FORMATO.png",105584,33,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,33,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Mauricio Magalhães Prado","mauricio","Mauricio","",105647,33,283,"mei","Nulo",0,1.47,0,1.76,"Cruzeiro",NA,3,1,4,1,10,3,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"558","Alisson Pelegrini Safira","alisson-safira","Alisson Safira","https://s.glbimg.com/es/sde/f/2019/09/06/a600a839f4c3df38a3428362b9adccb7_FORMATO.png",93782,33,341,"ata","Nulo",0,2.82,0,0.42,"CSA",1,8,NA,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"559","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2019/07/18/6c7a7b500c63cbeedb854741dd824c24_FORMATO.png",105842,33,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2019/08/06/bbe5e351f024340439d6eb76fad1af4c_FORMATO.png",105807,33,266,"zag","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,33,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/09/16/ee28ebd8f6c3887a9baa980792dd7d32_FORMATO.png",93791,33,266,"mei","Provável",1.2,4.69,0.33,1.92,"Fluminense",2,17,8,33,1,72,20,NA,NA,7,NA,NA,NA,NA,3,1,NA,NA
"563","João Pedro Celeri Machado","joao-celeri","João Celeri","https://s.glbimg.com/es/sde/f/2019/07/03/df3e2976f554f7c9bc6610fdaabf10be_FORMATO.jpeg",105866,33,264,"ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
