"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","SG","DD","GS","FD","FF","G","FT","A","I","DP","PP","CV","GC"
"496","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,11,267,"lat","Provável",2.6,3.64,0.07,2.1,"Vasco",1,3,9,9,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"497","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,11,356,"mei","Dúvida",0,5.91,0,2.19,"Fortaleza",3,10,7,32,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2019/03/23/6af5c025e0db9d04d70d983be161d599_FORMATO.png",95660,11,356,"mei","Dúvida",-1.5,3.04,-1.07,0.47,"Fortaleza",1,1,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,11,356,"mei","Nulo",1.2,4.18,0.02,2.05,"Fortaleza",1,10,10,12,15,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"500","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2019/03/26/fac8ae4b1ad76816a386604cbe32d846_FORMATO.png",102607,11,356,"zag","Nulo",0,1.44,0,0.43,"Fortaleza",NA,3,2,5,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"501","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,11,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,11,356,"lat","Nulo",0,3.09,0,0.4,"Fortaleza",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,11,356,"zag","Provável",-0.8,2.63,-1.12,1.27,"Fortaleza",1,4,5,14,9,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,11,356,"ata","Provável",2.7,4.69,-0.16,2.64,"Fortaleza",1,7,18,14,8,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
"505","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,11,356,"lat","Contundido",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,11,356,"mei","Nulo",0,3.56,-0.06,1.15,"Fortaleza",NA,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,11,356,"lat","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,11,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2019/03/27/9bfae7e4b63cac57b0bc415f46d1ab65_FORMATO.png",68938,11,290,"mei","Provável",-3.2,3.22,-1.08,1.53,"Goiás",1,14,11,32,12,NA,NA,NA,4,5,NA,NA,1,NA,NA,NA,1,NA
"510","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/26/e60267387b772e4aca726b4377fab481_FORMATO.png",73789,11,290,"mei","Nulo",0,2.47,0,1,"Goiás",NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Geovane Batista de Faria","geovane","Geovane","https://s.glbimg.com/es/sde/f/2019/03/26/c9e38ba62632fce4509a3f9e0181914f_FORMATO.png",71667,11,290,"mei","Provável",-2.9,3.15,-0.49,1.02,"Goiás",2,24,7,27,16,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"512","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,11,290,"mei","Nulo",1.4,2.56,-0.1,0.92,"Goiás",NA,3,5,4,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"513","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/15/1734697a213fcd54106cf09b1ea78a95_FORMATO.png",80080,11,314,"ata","Provável",-2.4,3.86,-0.69,0.62,"Avaí",4,15,11,10,1,NA,NA,NA,2,4,1,1,NA,4,NA,NA,NA,NA
"514","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,11,267,"gol","Provável",-2,3.74,-0.55,1.03,"Vasco",NA,NA,NA,6,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2019/03/26/dddf90d9631bcb9fa07f3add9c0b918e_FORMATO.png",71604,11,290,"zag","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,11,290,"mei","Nulo",-0.8,5.56,-0.25,1.86,"Goiás",NA,2,4,8,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"517","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2019/03/26/32f1ef47f09a17579130bc990308fe11_FORMATO.png",77500,11,290,"zag","Provável",4,3.84,0.72,1.45,"Goiás",1,8,2,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,11,290,"lat","Nulo",0,3.14,0,-1.1,"Goiás",NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,11,290,"gol","Contundido",0,4,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Marcos de Paula Dutra","marcos","Marcos","https://s.glbimg.com/es/sde/f/2019/03/26/97c014749e1bd594e9dc76f33b45a278_FORMATO.png",78495,11,290,"gol","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Rafael Diniz Alves e Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/26/da0e26b0ad42f47aecd017b463a244e5_FORMATO.png",84381,11,290,"mei","Nulo",0,3.07,0,0.2,"Goiás",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/03/26/6150eb32c87f7d53142963b02f21a967_FORMATO.png",87437,11,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",1,4,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2019/03/26/dbb9320b8d6aae993c9a2f2f65c761ee_FORMATO.png",90572,11,290,"mei","Nulo",2.6,6.91,-0.6,4.29,"Goiás",1,6,23,20,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"524","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,11,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2019/03/26/c942f5741d6801ac46caaa38525ff433_FORMATO.png",91888,11,290,"lat","Nulo",0,7.49,0,4.6,"Goiás",NA,NA,2,7,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"526","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png",91772,11,290,"zag","Contundido",0,8.03,0,2.92,"Goiás",NA,2,3,10,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"527","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2019/03/26/0622726518f8a75c36ac5bb8486510c4_FORMATO.png",92085,11,290,"ata","Nulo",0,2,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Jefferson Junio Antonio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2019/03/26/0bdca6f9c3095efaf10949cf6c22b654_FORMATO.png",95220,11,290,"lat","Provável",14.2,12.79,2.47,5.48,"Goiás",2,6,15,25,24,3,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"529","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2019/03/27/36a8f752725a4c7a0f94522417d6cc98_FORMATO.png",88225,11,290,"lat","Provável",9.8,5.51,2.27,1.63,"Goiás",1,11,5,31,12,2,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA
"530","José Brandão Gonçalves Júnior","junior-brandao","Júnior Brandão","https://s.glbimg.com/es/sde/f/2019/03/26/e954e98c706090570f4b49aed0d84a09_FORMATO.png",93909,11,290,"ata","Nulo",0.7,1.68,-0.13,-0.24,"Goiás",3,6,4,NA,1,NA,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA
"531","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2019/03/26/57b50e0fcaacd6b990cf2a0becd46e62_FORMATO.png",99392,11,290,"ata","Provável",3.2,6.43,0.1,3.52,"Goiás",NA,8,9,19,9,NA,NA,NA,9,7,1,2,NA,7,NA,NA,NA,NA
"532","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/dd575011a1fbea9f0e7859b1bdf2c9c1_FORMATO.png",95332,11,290,"mei","Nulo",0,2.04,0,-0.7,"Goiás",NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,11,290,"mei","Nulo",0,2,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2019/03/26/eb34e430eaaff21dcd5c4c680505c910_FORMATO.png",91242,11,290,"ata","Provável",0,8.45,0,4.71,"Goiás",3,18,15,12,9,NA,NA,NA,5,10,3,1,NA,2,NA,NA,NA,NA
"535","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/27/5ed5059957839ba01890f61649b417e8_FORMATO.png",104660,11,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/09/27/d6ac644102159cd04f0ad131ac4bfb10_FORMATO.png",71571,11,267,"gol","Nulo",0,5.59,0,1.07,"Vasco",1,NA,1,1,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,11,267,"mei","Nulo",0,4.34,0,3.25,"Vasco",1,3,1,5,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"538","Raúl Alejandro Cáceres Bogado","raul-caceres","Raúl Cáceres","https://s.glbimg.com/es/sde/f/2019/02/04/8b0cf393436f7ab7db324b1059c9b76c_FORMATO.jpeg",71680,11,267,"lat","Nulo",-2.4,1.8,-1.32,-1.95,"Vasco",NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"539","Miguel Ferreira Damasceno","figueira","Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,11,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2019/02/04/4412c9f53c873f0f2ce2b2038d648bbf_FORMATO.jpeg",74074,11,267,"lat","Nulo",0,4.01,0,2.15,"Vasco",1,2,NA,6,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"541","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png",71844,11,354,"mei","Provável",-1.3,9.33,-0.67,5.9,"Ceará",NA,7,9,24,6,NA,NA,NA,7,5,3,1,1,NA,NA,NA,NA,NA
"542","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,11,267,"zag","Provável",4.2,3.6,1.13,2.98,"Vasco",1,NA,1,6,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"543","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,11,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2019/05/08/96abdb92d574fa62e402db3c5eb7fc0c_FORMATO.png",81798,11,267,"ata","Provável",0,3.62,0,1.16,"Vasco",3,15,12,24,6,NA,NA,NA,5,7,NA,NA,1,1,NA,NA,NA,NA
"545","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2019/02/04/9212d58ce4cacfc864eabd43e1aacd0e_FORMATO.jpeg",84382,11,267,"lat","Nulo",0,5,0,2.34,"Vasco",NA,17,5,19,9,1,NA,NA,4,2,1,1,NA,1,NA,NA,1,NA
"546","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,11,314,"tec","Provável",2.65,5.93,0.16,2.38,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Lucas da Silva Izidoro","lucas-mineiro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2019/02/04/8c21d6c085c35c5d92e3380a55b2f833_FORMATO.jpeg",90634,11,267,"mei","Nulo",0,6.15,0,2.22,"Vasco",3,14,10,17,15,NA,NA,NA,1,8,NA,1,NA,NA,NA,NA,NA,NA
"548","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2019/02/04/9b1da38d8e388aadbecc486fc796afa1_FORMATO.jpeg",94068,11,267,"ata","Nulo",0,2.64,0,0.8,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"549","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,11,267,"mei","Provável",-2.5,5.44,-2.03,2.78,"Vasco",3,15,11,10,20,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"550","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2019/06/06/12302f7cea2b3f83dbae79f9d804d551_FORMATO.png",101717,11,267,"ata","Provável",0.9,12.03,-0.29,3.73,"Vasco",1,11,19,19,16,NA,NA,NA,6,9,NA,NA,1,5,NA,NA,NA,NA
"551","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2019/02/04/f937d7652133bbfcf5c27e7aa470da43_FORMATO.jpeg",96055,11,267,"mei","Nulo",5,4.4,0.5,2.03,"Vasco",NA,8,5,12,7,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"552","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/09/27/c26012bba743c6c3a958bb3650c5a7ed_FORMATO.png",95875,11,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png",101718,11,267,"mei","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,11,267,"mei","Nulo",0,5.64,0,3.38,"Vasco",NA,7,3,12,11,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA
"555","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2019/02/04/bce79fcb5c254414ecc78fd8ca9e28c4_FORMATO.jpeg",104678,11,267,"ata","Nulo",4.4,4.94,1.03,2.62,"Vasco",1,11,2,3,2,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA
"556","Wanderson Ferreira de Oliveira","valdivia","Valdívia","https://s.glbimg.com/es/sde/f/2019/06/20/61242f36895eb1ce85680054317fbbf4_FORMATO.png",85423,11,267,"mei","Provável",2.6,4.13,0.31,1.23,"Vasco",NA,7,7,10,4,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"557","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/05/22/83cc3161d01d982a7f019f88e1a24064_FORMATO.png",99881,11,267,"zag","Nulo",0,7.85,0,3.61,"Vasco",1,6,7,20,18,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA
"558","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,11,267,"lat","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,11,267,"zag","Nulo",0,2.57,0,0.7,"Vasco",NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,11,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2019/03/28/1dadcc46ba4eb0738815ddfca0b51a71_FORMATO.png",81881,11,315,"gol","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Ney Franco da Silveira Júnior","ney-franco","Ney Franco","https://s.glbimg.com/es/sde/f/2019/05/03/968903adfa225595add765307d2d9be3_FORMATO.png",37246,11,315,"tec","Provável",1.11,8.58,-0.52,3.28,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,11,267,"mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2019/05/28/e0cc239d7bd9a209bfdc1fecccf39567_FORMATO.png",68911,11,263,"ata","Provável",-0.8,4.46,-0.4,1.43,"Botafogo",1,14,13,21,1,NA,NA,NA,3,5,1,1,1,4,NA,NA,NA,NA
"565","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,11,285,"lat","Provável",2,1.2,0.33,1.25,"Internacional",1,1,4,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,11,267,"gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png",51042,11,341,"lat","Suspenso",-1.5,3.3,-0.19,0.16,"CSA",3,19,8,26,5,2,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA
"568","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,11,267,"mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,11,283,"mei","Nulo",0,7.65,0,4.43,"Cruzeiro",2,6,6,13,1,NA,NA,NA,5,11,3,1,1,1,NA,NA,NA,NA
"570","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,11,264,"mei","Provável",6,5.4,0.32,2.26,"Corinthians",2,10,9,12,10,NA,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA
"571","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png",38394,11,293,"zag","Nulo",0,1.27,0,-2.1,"Athlético-PR",2,2,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,11,262,"mei","Provável",1.5,12.31,-0.03,5.4,"Flamengo",NA,7,3,7,23,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"573","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,11,290,"zag","Provável",5,11.24,0.63,3.48,"Goiás",NA,1,2,16,5,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1
"574","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,11,285,"mei","Nulo",0.3,8.11,-0.81,3.48,"Internacional",NA,4,5,7,8,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"575","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,11,284,"lat","Nulo",0,5.59,0,2.25,"Grêmio",NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
