"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
8,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,293,36943,FALSE,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,293,36943,TRUE,-1.62,-1.62,4.69,-3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,293,36943,TRUE,1.24,-0.19,3.69,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,293,36943,TRUE,2.05,0.56,3.87,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,293,36943,TRUE,3.29,1.24,4.4,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,293,36943,TRUE,3.1,1.61,4.69,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,293,36943,TRUE,5.53,2.26,5.51,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,293,36943,TRUE,3.2,2.39,5.5,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,293,36943,TRUE,1.87,2.33,5.36,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,293,36943,TRUE,4.72,2.6,6.05,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,293,36943,TRUE,4.66,2.81,6.31,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,293,36943,TRUE,7.23,3.21,7.1,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,293,36943,TRUE,0.75,3.01,6.07,-1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,293,36943,TRUE,3.82,3.07,6.68,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,293,36943,TRUE,6.22,3.29,7.33,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,293,36943,TRUE,2.82,3.26,7,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,293,36943,TRUE,4.92,3.36,7.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,293,36943,TRUE,0.83,3.21,6.82,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,293,36943,TRUE,5.79,3.35,7.65,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,293,36943,TRUE,1.02,3.23,7.08,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,293,36943,TRUE,0.3,3.08,6.85,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,293,36943,TRUE,1.52,3.01,7.14,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,293,36943,TRUE,4.99,3.1,7.81,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,293,36943,TRUE,0.27,2.98,6.99,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,293,36943,TRUE,3.3,2.99,7.49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,293,36943,TRUE,0.61,2.89,7.06,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,293,36943,TRUE,4.35,2.95,7.72,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,293,36943,TRUE,6.4,3.08,8.25,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,293,36943,TRUE,1.47,3.02,7.41,-0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,293,36943,TRUE,2.61,3.01,7.65,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,293,36943,TRUE,1.34,2.95,7.3,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,293,36943,TRUE,7.12,3.08,8.42,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,293,36943,TRUE,0.67,3,7.46,-0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,293,36943,TRUE,3.23,3.01,7.91,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,293,36943,TRUE,2.6,3,7.76,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,293,36943,TRUE,2.35,2.98,7.92,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,293,36943,TRUE,4.27,3.02,8.09,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,293,36943,TRUE,2.15,3,7.91,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,293,36943,TRUE,2.44,2.99,7.82,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,292,36940,FALSE,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,36940,TRUE,1.6,1.6,6.32,-0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,292,36940,TRUE,2.22,1.91,6.39,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,292,36940,TRUE,1.65,1.82,6.24,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,292,36940,TRUE,1.11,1.64,6.03,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,292,36940,TRUE,6.03,2.52,7.31,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,292,36940,TRUE,6.02,3.1,7.78,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,292,36940,TRUE,1.17,2.82,7.18,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,292,36940,TRUE,1.58,2.67,7.19,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,292,36940,TRUE,5.13,2.94,7.97,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,292,36940,TRUE,2.96,2.94,7.76,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,292,36940,TRUE,6.29,3.24,8.57,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,292,36940,TRUE,2.42,3.17,7.98,-0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,292,36940,TRUE,0.3,2.95,7.6,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,292,36940,TRUE,0.87,2.8,7.67,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,292,36940,TRUE,6.15,3.02,8.82,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,292,36940,TRUE,3.43,3.05,8.4,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,292,36940,TRUE,5.28,3.18,8.91,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,292,36940,TRUE,1.6,3.09,8.2,-0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,292,36940,TRUE,1.82,3.02,8.45,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,292,36940,TRUE,3.96,3.07,8.77,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,292,36940,TRUE,1.79,3.01,8.55,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,292,36940,TRUE,2.35,2.98,8.66,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,292,36940,TRUE,1.8,2.93,8.54,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,292,36940,TRUE,6.42,3.08,9.37,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,292,36940,TRUE,0.79,2.99,8.48,-0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,292,36940,TRUE,1.32,2.93,8.53,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,292,36940,TRUE,4.21,2.98,9.12,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,292,36940,TRUE,0.81,2.9,8.49,-0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,292,36940,TRUE,3.71,2.93,9.04,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,264,36940,TRUE,-0.39,2.82,8.18,-0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,264,36940,TRUE,4.69,2.88,9.12,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,264,36940,TRUE,4.12,2.92,9.18,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,264,36940,TRUE,0.57,2.85,8.59,-0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,264,36940,TRUE,0.15,2.77,8.4,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,264,36940,TRUE,1.85,2.74,8.87,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,264,36940,TRUE,5.55,2.82,9.33,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,264,36940,TRUE,4.15,2.86,9.32,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,264,36940,TRUE,1.65,2.83,8.74,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,282,52950,FALSE,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,282,52950,FALSE,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,282,52950,TRUE,3.7,3.7,17.12,-2.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
3,282,52950,TRUE,-3.6,0.05,13.7,-3.42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
4,282,52950,TRUE,1,0.37,13.32,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,282,52950,TRUE,3.1,1.05,13.37,0.05,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
6,282,52950,TRUE,-7.5,-0.66,10.4,-2.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7,282,52950,TRUE,-3.9,-1.2,10.21,-0.19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
8,282,52950,TRUE,0.7,-0.93,10.55,0.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
9,282,52950,TRUE,8,0.19,11.99,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10,282,52950,TRUE,-2,-0.05,10.18,-1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,282,52950,TRUE,7.4,0.7,11.87,1.69,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12,282,52950,TRUE,3,0.91,11.15,-0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
13,282,52950,TRUE,-2,0.67,10.16,-0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,282,52950,TRUE,-4,0.31,9.54,-0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,282,52950,TRUE,-2,0.14,9.75,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,282,52950,TRUE,8.2,0.68,11.47,1.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17,282,52950,TRUE,8,1.14,11.79,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18,282,52950,TRUE,16,2.01,13.39,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
19,282,52950,TRUE,7,2.29,12.51,-0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
20,282,52950,TRUE,-2,2.06,10.81,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3
21,282,52950,TRUE,11,2.51,13.32,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
22,282,52950,FALSE,0,2.51,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,282,52950,FALSE,0,2.51,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,282,52950,TRUE,-8.6,1.98,9.72,-3.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25,282,52950,TRUE,5.2,2.13,12,2.28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,282,52950,TRUE,-2,1.95,10.71,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,282,52950,TRUE,3.4,2.01,11.67,0.96,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
28,282,52950,TRUE,1,1.97,11.17,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29,282,52950,TRUE,8,2.2,12.48,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30,282,52950,TRUE,13.4,2.61,13.38,0.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
31,282,52950,TRUE,-8,2.23,9.86,-3.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
32,282,52950,TRUE,11,2.53,13.2,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
33,282,52950,TRUE,5,2.61,12.3,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
34,282,52950,TRUE,5,2.69,12.25,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
35,282,52950,TRUE,7.5,2.84,13.05,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
36,282,52950,FALSE,0,2.84,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,282,52950,FALSE,0,2.84,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,282,52950,FALSE,0,2.84,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,316,91920,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,316,91920,TRUE,4.4,4.4,1.63,0.63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,316,91920,FALSE,0,4.4,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,316,91920,FALSE,0,4.4,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,316,91920,FALSE,0,4.4,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,316,91920,FALSE,0,4.4,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,316,91920,TRUE,-0.6,1.9,0.85,-0.78,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,266,92081,FALSE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,92081,TRUE,5,5,6.62,2.62,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,266,92081,TRUE,1.5,3.25,7.33,0.71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,266,92081,TRUE,1.5,2.67,7.21,-0.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,266,92081,TRUE,1.3,2.33,7.04,-0.17,2,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
5,266,92081,TRUE,1.6,2.18,7.03,-0.01,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
6,266,92081,TRUE,0.4,1.88,6.62,-0.41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,266,92081,TRUE,1.3,1.8,6.79,0.17,1,3,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0
8,266,92081,TRUE,1.5,1.76,6.76,-0.03,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
9,266,92081,TRUE,1.4,1.72,6.72,-0.04,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
10,266,92081,FALSE,0,1.72,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,266,92081,TRUE,8,2.35,8.03,1.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,266,92081,TRUE,0.5,2.18,6.8,-1.23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,266,92081,TRUE,-0.6,1.95,6.53,-0.27,3,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,266,92081,TRUE,0.9,1.87,6.74,0.21,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0
15,266,92081,TRUE,-1.3,1.64,6.36,-0.38,3,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0
16,266,92081,TRUE,0.9,1.59,6.6,0.24,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
17,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,266,92081,FALSE,0,1.59,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,266,92081,TRUE,1.1,1.56,6.31,-0.29,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27,266,92081,TRUE,-0.6,1.43,6.03,-0.28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,266,92081,TRUE,9.2,1.86,7.76,1.73,3,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
29,266,92081,TRUE,1,1.81,6.48,-1.28,1,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
30,266,92081,TRUE,3,1.87,6.71,0.23,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
31,266,92081,TRUE,2.1,1.88,6.64,-0.07,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
32,266,92081,TRUE,5.2,2.03,7.3,0.66,4,2,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0
33,266,92081,TRUE,7,2.25,7.73,0.43,3,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0
34,266,92081,TRUE,8.7,2.52,8.09,0.36,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
35,266,92081,TRUE,4.1,2.58,7.59,-0.5,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
36,266,92081,TRUE,0.1,2.48,6.75,-0.84,5,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
37,266,92081,TRUE,1.9,2.46,7.17,0.42,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,266,92081,TRUE,-0.7,2.35,6.58,-0.59,3,1,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0
0,276,92087,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,276,92087,TRUE,5.9,5.9,6.54,3.54,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,276,92087,FALSE,0,5.9,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,276,92087,TRUE,0.6,3.25,5.56,-0.98,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
14,276,92087,TRUE,15.4,7.3,8.55,2.99,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
15,276,92087,FALSE,0,7.3,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,276,92087,FALSE,0,7.3,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,276,92087,FALSE,0,7.3,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,276,92087,FALSE,0,7.3,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,276,92087,TRUE,-1,5.22,6.3,-2.25,1,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
20,276,92087,TRUE,-1.2,3.94,6.09,-0.21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,276,92087,TRUE,-0.7,3.17,6.17,0.08,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
22,276,92087,TRUE,4.3,3.33,7.07,0.9,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23,276,92087,TRUE,-2,2.66,5.93,-1.14,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
24,276,92087,TRUE,-2.1,2.13,5.76,-0.17,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
25,276,92087,FALSE,0,2.13,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
