"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","CA","FT","G","I","SG","GC","DD","GS","CV","PP","DP"
"500","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,35,"GRE","gol","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Emerson Barbosa Rodrigues Dos Santos","emerson-barbosa","Emerson Barbosa","https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png",100800,35,"SAN","lat","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Ericson da Silva","ericson","Ericson",NA,100839,35,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,35,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo",NA,100844,35,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,35,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Eduardo Luís Abonizio de Souza","edu-dracena","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,35,"PAL","zag","Nulo",0.5,5.25,-0.08,1.58,"Palmeiras",12,1,2,18,11,12,NA,5,1,1,3,4,1,NA,NA,1,NA,NA
"507","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,35,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png",100846,35,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Alan de Souza Guimarães","alanzinho","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,35,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2017/12/02/e7ddf5812ba39b07d5ce1a4b9475ebd0_FORMATO.png",100848,35,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png",100847,35,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Victor Alexander Da Silva ","vitinho","Vitinho",NA,100898,35,"CRU","lat","Nulo",0,0.95,0,0.5,"Cruzeiro",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Matheus Ferreira de Sousa","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2018/04/12/1a8922ffc1c19237faf02beed71c102d_FORMATO.png",100985,35,"SPO","mei","Nulo",0,2.81,0,1.01,"Sport",5,NA,1,NA,4,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Murillo Barbosa Lopes","murillo-lopes","Murillo Lopes","https://s.glbimg.com/es/sde/f/2018/03/21/e2ec7f5249ed4e20ba954475be6bdd08_FORMATO.png",101199,35,"PAR","gol","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Ademir da Silva Santos Junior","ademir","Ademir","https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png",101314,35,"AME","ata","Provável",10.3,4.54,1.52,3.35,"América-MG",13,5,7,30,18,10,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA
"516","Marco Antonio Saravia Antinori","marco-saravia","Marco Saravia",NA,101479,35,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,35,"INT","mei","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2018/09/14/448879bc85937305a08a7038f527e40a_FORMATO.png",100963,35,"SAN","ata","Nulo",0,2.79,0,-1,"Santos",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2018/07/23/765c032bd553fcba8b0ef9139f425012_FORMATO.png",100987,35,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2018/05/17/d77174c23bf61556c34f3ce05ac4c396_FORMATO.png",101073,35,"BOT","zag","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Guilherme Vieira Moraes da Silva","guilherme-vieira","Guilherme Vieira","https://s.glbimg.com/es/sde/f/2017/12/02/4f51d2cd317db553d2b03d1df58350a2_FORMATO.png",100849,35,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Jorge Ambrosio Mendonça","mendonca","Mendonça",NA,101480,35,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png",101421,35,"CHA","gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Mateus Felipe Santiago Dutra","santiago","Santiago",NA,101481,35,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Bruno da Silva Santos","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,35,"CHA","ata","Nulo",3.8,3.43,0.39,2.08,"Chapecoense",32,6,14,22,55,30,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA
"526","Rodrigo Jorge Medina Ancheta","rodrigo-ancheta","Rodrigo Ancheta",NA,101482,35,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Isaque Elias Brito","isaque","Isaque",NA,101483,35,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2018/08/17/0d62f2b958751f0744942f9328f49c39_FORMATO.png",101574,35,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Paulo Henrique Rolim de Genova","paulo-henrique","Paulo Henrique","https://s.glbimg.com/es/sde/f/2018/05/26/1aca13a72ed990c98e463349b3d14ef1_FORMATO.png",101531,35,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2018/05/21/c953437a71c9cd2f1052eaf9d828bd6d_FORMATO.png",101484,35,"GRE","mei","Nulo",0,3.78,0,2.93,"Grêmio",16,4,8,5,16,10,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"531","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,35,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2018/04/13/e7bc35fcbe8659ecd0e18973caadf901_FORMATO.png",101585,35,"VIT","mei","Provável",0.1,0.9,0.04,0.44,"Vitória",37,3,5,13,35,21,1,5,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"533","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/03/17/e7607f8d20077dbbbeb1d032794914ca_FORMATO.png",101573,35,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Wendel da Silva Costa","wendel","Wendel","https://s.glbimg.com/es/sde/f/2018/01/24/8b7334f12990c3776b07905876f0e801_FORMATO.png",101575,35,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Ramon Ramos Lima","ramon","Ramon",NA,101597,35,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2018/05/23/814f9acedaa442be28d84da5c00879b9_FORMATO.png",101579,35,"SAN","zag","Nulo",0,3.16,0,6.61,"Santos",9,1,2,3,8,18,NA,3,NA,NA,1,7,NA,NA,NA,NA,NA,NA
"537","Patrick da Silva Ferreira Souza","patrick","Patrick",NA,101598,35,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Michael Rangel dos Santos de Almeida","michael","Michael",NA,101577,35,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2018/01/24/eeb04c70e071375434b478d470e043cc_FORMATO.png",101594,35,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2018/01/24/f5c608ed9476be6eccd246fca8b31683_FORMATO.png",101596,35,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Alex de Oliveira Nascimento","alex","Alex",NA,101600,35,"FLU","zag","Nulo",0,0.78,0,-0.5,"Fluminense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2018/04/19/e539077ea70369fa3f5d613f54e01ced_FORMATO.png",101592,35,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/09/20/f970b4dfcb039c351e6e0f6bd9a64edb_FORMATO.png",101601,35,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Luiz Eduardo Teodora da Silva","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/05/18/7b74c65bf803e82f16b311a50552621a_FORMATO.png",101627,35,"FLU","ata","Nulo",0,1.28,0,-1.1,"Fluminense",1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,35,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,35,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png",101708,35,"CEA","lat","Provável",8.9,3.41,0.81,4.71,"Ceará",6,NA,3,13,22,23,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"548","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,35,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,35,"ATL","ata","Nulo",0,0.78,0,0.25,"Atlético-MG",3,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png",101718,35,"VAS","mei","Nulo",0,0.81,0,0.75,"Vasco",1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,35,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,35,"ATL","mei","Nulo",0,0.78,0,0.6,"Atlético-MG",2,2,3,3,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,35,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,35,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,35,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2018/09/27/e88201c8fd87512209d0c8292616dd3a_FORMATO.png",101717,35,"VAS","mei","Nulo",-0.3,2.29,-0.3,2.03,"Vasco",6,1,2,7,5,7,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"557","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/08/03/785f495d0f7587ff409ca0a211d97fb7_FORMATO.png",101759,35,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,35,"VAS","lat","Provável",-0.4,5.46,-0.03,2.06,"Vasco",27,3,6,33,42,21,1,4,NA,NA,2,4,NA,NA,NA,1,NA,NA
"559","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,35,"VAS","zag","Nulo",0,1.21,0,1.7,"Vasco",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Mayksilvan da Silva Ferreira","mayk","Mayk","https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png",101820,35,"BAH","lat","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,35,"COR","lat","Nulo",0,1.93,0,5.64,"Corinthians",6,NA,1,4,7,14,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"562","Tiago Cunha Rodrigues Serra","tiago-cunha","Tiago Cunha",NA,101877,35,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/08/22/eebdb32875b11066f569a79c485ec615_FORMATO.png",101796,35,"SAO","ata","Contundido",0,2.88,0,1.12,"São Paulo",13,5,4,6,4,5,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"564","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,35,"INT","ata","Contundido",0,0.77,0,-0.36,"Internacional",6,1,1,4,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"565","Jonas Gabriel da Silva Nunes","toro","Toró",NA,101885,35,"SAO","ata","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,35,"SAN","mei","Nulo",0,0.78,-0.22,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Natanael de Sousa Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png",101797,35,"CHA","ata","Nulo",0,0.88,0,0.65,"Chapecoense",1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,35,"VAS","gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Vitor Hugo Naum Dos Santos","vitor-naum","Vitor Naum","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png",101960,35,"ATL","ata","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Richard Alexandre Birkhuen Rodrigues","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/20/99b67cac835ffd9dc963e8e7a99a1425_FORMATO.png",102063,35,"INT","mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Matheus Bezerra Lira","matheus-lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,35,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/05/18/d63cc937f9b900831524de387423232e_FORMATO.png",102137,35,"CRU","gol","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Maurício Fontana Gomes","mauricio","Maurício",NA,102076,35,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2018/05/08/19a612b27e812d8d3695c4af8c78ea9a_FORMATO.png",102253,35,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,35,"SAN","mei","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Rodrigo Porto Bezerra","rodrigo-carioca","Rodrigo Carioca","https://s.glbimg.com/es/sde/f/2018/09/21/c6708b5d476ab12b6bf31d612eb496eb_FORMATO.png",102107,35,"PAR","ata","Contundido",0,2.15,0,7.45,"Paraná",3,2,NA,6,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,35,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,35,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,35,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,35,"PAL","ata","Nulo",0,1.23,0,-0.4,"Palmeiras",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/08/15/93e4df8ab578a97af7862e555af261e7_FORMATO.png",102342,35,"CRU","ata","Nulo",0,0.75,0,-0.07,"Cruzeiro",4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Jonathan Silva Vieira","jonathan","Jonathan",NA,102597,35,"BOT","lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,35,"CRU","zag","Nulo",0,1.15,0,2.2,"Cruzeiro",1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,35,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
