"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","GC","I","PE","RB","SG","FF","FD","G","DD","GS","A","FT","CV","DP","PP"
"481","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png",52618,10,"SAO","zag","Dúvida",0,5.88,0,1,"São Paulo",1,8,2,NA,NA,8,6,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"482","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,10,"SAN","ata","Nulo",1.3,9.53,-0.04,0.32,"Santos",1,3,5,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,10,"FLA","zag","Contundido",0,16.24,0,6.3,"Flamengo",NA,NA,7,NA,NA,3,1,3,4,1,1,NA,NA,NA,NA,NA,NA,NA
"484","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,10,"BOT","lat","Provável",10.2,8.06,1.98,5.12,"Botafogo",NA,8,8,NA,NA,13,15,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"485","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,10,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Matheus Pereira da Silva","matheus-pereira","Matheus Pereira","https://s.glbimg.com/es/sde/f/2018/03/21/ad408da8f4100c9ef932e2e8a0936c71_FORMATO.png",90370,10,"PAR","mei","Nulo",0,4.39,0,2.05,"Paraná",NA,NA,1,NA,NA,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"487","Arthur Henrique Ramos de Oliveira Melo","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/18/9561ba6b9acbbdb615040684051e993d_FORMATO.png",90532,10,"GRE","mei","Provável",7.2,16.16,-0.64,8.82,"Grêmio",NA,3,24,NA,NA,4,12,NA,1,NA,1,NA,NA,1,1,NA,NA,NA
"488","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,10,"CRU","ata","Contundido",0,4.02,0,-0.3,"Cruzeiro",NA,NA,1,NA,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"489","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,10,"ATL","gol","Provável",3.4,10.55,1.28,2.79,"Atlético-MG",NA,NA,1,NA,NA,9,NA,2,NA,NA,NA,16,14,NA,NA,NA,NA,NA
"490","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,10,"ATL","mei","Nulo",1.7,4.76,-0.86,0.95,"Atlético-MG",4,6,7,NA,1,13,9,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA
"491","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,10,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,10,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Diego Gonçalves","diego","Diego","https://s.glbimg.com/es/sde/f/2018/03/21/33da0919d9e2b3d806a65e1b36b5eb10_FORMATO.png",90540,10,"PAR","ata","Nulo",0,4.48,0,1.5,"Paraná",NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,10,"GRE","mei","Dúvida",-1,7.85,-0.34,3.54,"Grêmio",2,16,7,NA,NA,29,17,NA,3,1,3,NA,NA,NA,NA,NA,NA,1
"495","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,10,"CHA","ata","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,10,"SAN","mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,10,"ATL","mei","Dúvida",-0.3,5.42,-0.61,2.08,"Atlético-PR",2,7,25,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,10,"VIT","lat","Provável",5,3.29,0.29,5,"Vitória",NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Bruno Bortolini Jackel","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png",98420,10,"CHA","lat","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,10,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,10,"BOT","zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,10,"AME","ata","Dúvida",1.2,6.96,-0.04,3.55,"América-MG",NA,1,4,NA,NA,12,4,NA,1,3,1,NA,NA,1,NA,NA,NA,NA
"503","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,10,"BOT","lat","Nulo",0,4,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/05/04/df072b66382b41b7f73cd8db00006b61_FORMATO.png",98517,10,"FLA","mei","Provável",-1.1,1.09,-0.23,0.31,"Flamengo",NA,4,3,NA,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"505","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,10,"INT","mei","Contundido",0,1.83,0,1.02,"Internacional",NA,5,NA,NA,NA,4,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"506","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,10,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,10,"CRU","zag","Provável",7.9,11.96,0.57,8.04,"Cruzeiro",3,9,6,NA,NA,9,17,5,4,4,2,NA,NA,NA,NA,NA,NA,NA
"508","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,10,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,10,"AME","mei","Nulo",0,3.5,0,-0.5,"América-MG",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/24/40342104df0af7d7d4501ca775f4197b_FORMATO.png",98569,10,"PAR","mei","Provável",0.9,4.17,-0.52,2.33,"Paraná",1,9,7,NA,2,23,10,NA,7,3,NA,NA,NA,2,NA,NA,NA,NA
"511","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,10,"CEA","ata","Provável",1.9,4.03,0.03,0.84,"Ceará",NA,8,8,NA,NA,20,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"512","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,10,"AME","ata","Contundido",-0.8,9.59,-0.21,2.3,"América-MG",2,16,15,NA,3,18,12,NA,7,1,NA,NA,NA,2,NA,1,NA,NA
"513"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,10,"BOT","mei","Nulo",0.6,1.78,0.04,-0.15,"Botafogo",NA,2,1,NA,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/17/946ccfbab53e22cbe1e2e81dadb5034e_FORMATO.png",98765,10,"ATL","mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,10,"ATL","lat","Provável",0,6.7,0,2.67,"Atlético-MG",3,10,14,NA,3,17,10,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"516","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,10,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,10,"FLU","lat","Suspenso",-2.2,4.55,-0.62,2.47,"Fluminense",3,11,4,NA,1,27,14,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,10,"CRU","mei","Provável",2.2,9.34,-0.13,1.1,"Cruzeiro",1,4,8,NA,3,27,3,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA
"519","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,10,"COR","ata","Provável",5.7,5.88,1,1.67,"Corinthians",1,15,4,NA,4,6,2,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"520","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,10,"CHA","ata","Provável",-0.3,10.36,-2.04,3.88,"Chapecoense",5,17,15,NA,5,19,7,NA,12,NA,3,NA,NA,2,NA,NA,NA,NA
"521","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,10,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,10,"CHA","mei","Provável",5.4,3.87,0.99,1.77,"Chapecoense",1,7,7,NA,NA,17,14,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"523","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,10,"BAH","zag","Nulo",0,4.01,0,2.67,"Bahia",1,2,2,NA,1,8,4,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"524","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,10,"COR","mei","Provável",0.1,2.46,-0.17,0.96,"Corinthians",1,11,13,NA,1,24,6,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA
"525","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,10,"ATL","zag","Suspenso",0,3.48,-0.4,2.41,"Atlético-PR",3,12,5,NA,1,17,11,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"526","Lucas Marques de Oliveira","lucas-marques","Lucas Marques","https://s.glbimg.com/es/sde/f/2018/03/21/8955207aa16c2c8401822064a40b374d_FORMATO.png",91973,10,"VIT","mei","Dúvida",4.1,3.84,0.66,2.5,"Vitória",1,2,NA,NA,NA,6,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Fernando Leal Fonseca","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png",38350,10,"AME","gol","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Jucimar José Teixeira","alemao","Alemão","https://s.glbimg.com/es/sde/f/2018/03/21/ecf8e02cb48abb51def8317442e58822_FORMATO.png",92054,10,"PAR","lat","Nulo",0,7.8,0,4.78,"Paraná",NA,8,3,NA,NA,19,17,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"529","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,10,"AME","mei","Provável",3.9,9.65,0.47,3.86,"América-MG",NA,4,10,NA,NA,13,10,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"530","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,10,"COR","mei","Contundido",0,7.16,0,2.15,"Corinthians",NA,5,1,NA,NA,13,2,NA,2,1,1,NA,NA,1,NA,NA,NA,NA
"531","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,10,"CRU","mei","Nulo",0,8.33,0,3.4,"Cruzeiro",NA,4,5,NA,2,5,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"532","Gabriel Félix dos Santos","gabriel-felix","Gabriel Félix","https://s.glbimg.com/es/sde/f/2018/04/09/1d85c758ea942cdf25ad4709d3c7ccb8_FORMATO.png",92057,10,"VAS","gol","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,10,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2018/03/01/7cd306c8774f6e52b5c693cc87fb2102_FORMATO.png",90587,10,"ATL","lat","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Willian Lanes de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png",38506,10,"AME","zag","Contundido",0,5,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Eder Luis de Oliveira","eder-luis","Eder Luis","https://s.glbimg.com/es/sde/f/2018/05/02/632e0449b03de2d0c40106ac608a3b24_FORMATO.png",38508,10,"CEA","ata","Nulo",0,4.4,0,1.57,"Ceará",NA,NA,4,NA,3,4,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"537","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,10,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,10,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,10,"CRU","lat","Provável",-2.3,7.33,-1.48,3.22,"Cruzeiro",2,4,3,NA,NA,14,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2018/05/04/6c420bdf0f2609d2a1e1a2a3a3b453b4_FORMATO.png",38509,10,"FLA","gol","Provável",10.7,13.6,1.33,7.57,"Flamengo",NA,NA,1,NA,NA,10,NA,6,NA,NA,NA,13,3,NA,NA,NA,NA,NA
"541","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,10,"ATL","zag","Nulo",1.4,4.78,-1.22,1.4,"Atlético-MG",NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,10,"PAL","mei","Suspenso",1.7,2.8,0.46,0.3,"Palmeiras",5,15,5,NA,NA,19,13,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","David França Oliveira e Silva","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png",38695,10,"AME","mei","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,10,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,10,"CEA","ata","Provável",0.3,3.86,-0.04,0.77,"Ceará",1,9,1,NA,NA,5,3,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"546","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/05/23/ea8e4091e7b39be70135c664e035a5d7_FORMATO.png",92180,10,"SAN","tec","Provável",3.03,10.89,-0.72,3.89,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2018/05/25/f85dba3a9b276e1b282f403b58a9980a_FORMATO.png",38588,10,"CEA","ata","Nulo",0,5.3,0,3.14,"Ceará",1,15,4,NA,1,6,3,NA,4,4,1,NA,NA,1,NA,NA,NA,NA
"548","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,10,"BOT","mei","Nulo",2.2,3.57,0.15,0.8,"Botafogo",2,3,10,NA,3,7,3,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"549","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,10,"CHA","zag","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,10,"VIT","gol","Provável",0,2.44,0,-0.45,"Vitória",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA
"551","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png",38738,10,"GRE","mei","Nulo",0,7,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2018/05/07/8be1d1935e9015d3887fd33e59adab99_FORMATO.png",38632,10,"AME","zag","Provável",5.5,5.55,1.35,1.73,"América-MG",2,7,3,NA,1,8,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,10,"ATL","ata","Provável",9.8,10.96,0.16,6.95,"Atlético-MG",2,11,10,NA,7,14,5,NA,11,7,5,NA,NA,2,NA,NA,NA,NA
"554","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,10,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",1,1,1,NA,NA,3,NA,NA,NA,NA,NA,8,10,NA,NA,NA,1,NA
"555","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png",38908,10,"SAN","mei","Provável",1.7,7.5,-1.1,3.46,"Santos",NA,1,4,NA,2,9,5,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA
"556","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,10,"FLA","mei","Provável",0,9.16,0,3.67,"Flamengo",3,14,27,NA,6,27,9,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA
"557","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,10,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,10,"INT","zag","Contundido",0,2.61,0,0.6,"Internacional",NA,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,10,"VIT","ata","Nulo",0,4.86,-0.18,2.63,"Vitória",NA,1,12,NA,NA,12,1,NA,2,2,1,NA,NA,NA,1,NA,NA,NA
"560","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/05/26/df16876e9f870ea8c1233df2e4dc4c5a_FORMATO.png",38913,10,"SAO","mei","Provável",0,8.5,0,4.69,"São Paulo",3,10,19,NA,1,30,6,NA,7,3,3,NA,NA,1,2,NA,NA,NA
"561","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,10,"INT","tec","Provável",0,11.16,0,4.93,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
