"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","DP","FS","GS","PE","SG","A","FC","I","RB","CA","FD","FF","GC","G","CV","FT","PP"
"490","Kaique Rocha Lima","kaique","Kaique","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,34,"SAN","zag","Dúvida",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Rafael Bilu Mudesto","rafael-bilu","Rafael Bilu","https://s.glbimg.com/es/sde/f/2018/10/13/e56aeb65fba2f0dec62cbccdaf425921_FORMATO.png",103576,34,"COR","ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Victor Alexandre de Souza","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/11/14/d2e1cced9103cb661cd800925eff2c10_FORMATO.png",103577,34,"PAR","lat","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Keslley dos Santos Lopes","keslley","Keslley",NA,103704,34,"PAR","lat","Dúvida",0.7,1.1,0.1,0.7,"Paraná",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"494","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,34,"GRE","zag","Provável",9.1,16.52,0.62,7.25,"Grêmio",NA,NA,6,NA,29,7,NA,11,1,53,2,3,6,NA,2,NA,NA,NA
"495","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,34,"SPO","mei","Nulo",0,8.17,0,2.62,"Sport",NA,NA,34,NA,72,NA,3,7,2,13,1,12,18,NA,2,NA,NA,NA
"496","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,34,"PAL","lat","Provável",6.7,7.17,0.64,4.41,"Palmeiras",NA,NA,7,NA,22,10,1,20,2,24,3,NA,NA,NA,NA,NA,NA,NA
"497","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,34,"BOT","mei","Nulo",0,4.28,-0.08,1.84,"Botafogo",NA,NA,16,NA,15,NA,NA,7,1,15,2,6,3,NA,NA,NA,NA,NA
"498","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/09/20/259b65dec04b4e9b652a9df4d7d2437f_FORMATO.png",94785,34,"FLU","ata","Nulo",0.7,5.36,-0.07,0.23,"Fluminense",NA,NA,2,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"499","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,34,"SPO","mei","Provável",1.7,5.99,-0.6,5.28,"Sport",NA,NA,18,NA,20,NA,NA,28,1,37,4,NA,1,NA,2,NA,NA,NA
"500","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,34,"SPO","zag","Contundido",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"501","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,34,"VIT","mei","Nulo",0,4.17,0,-0.03,"Vitória",NA,NA,9,NA,11,NA,NA,14,NA,5,3,2,2,NA,NA,NA,NA,NA
"502","João Victor da Vitória Fernandes","capixaba","Capixaba","https://s.glbimg.com/es/sde/f/2018/09/03/b0eba9c545beb0d8404a5e46bfb70536_FORMATO.png",94894,34,"CHA","ata","Nulo",0,1.75,0,0.14,"Chapecoense",NA,NA,7,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,34,"VAS","zag","Dúvida",1.7,4.34,-0.01,1.21,"Vasco",NA,NA,2,NA,5,2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA
"504","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,34,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",NA,NA,NA,NA,4,1,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"505","Carlos Jamisson Teles dos Santos Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/09/21/1dde13a218685d496337e608c9b7b618_FORMATO.png",94935,34,"PAR","lat","Provável",-1.4,1.24,-1.21,0.55,"Paraná",NA,NA,9,NA,19,1,NA,6,NA,2,1,1,1,NA,NA,NA,NA,NA
"506","Lucas Tolentino Coelho de Lima","lucas-paqueta","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2018/05/04/a51d4ecef8c077c6114fcc199a9b40e4_FORMATO.png",94930,34,"FLA","mei","Provável",0,21.76,0,7.26,"Flamengo",NA,NA,83,NA,105,NA,1,52,2,57,6,33,33,NA,10,NA,1,NA
"507","Deijair dos Santos Nunes","deijair","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,34,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,34,"SAN","mei","Nulo",0,10.85,0,4.3,"Santos",NA,NA,35,NA,55,NA,3,21,2,11,2,4,9,NA,3,NA,1,NA
"509","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,34,"GRE","lat","Nulo",0,5.87,0,5.15,"Grêmio",NA,NA,11,NA,18,1,NA,11,4,7,2,1,2,NA,3,NA,NA,NA
"510","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,34,"VAS","ata","Provável",4.8,7.45,0.53,2.97,"Vasco",NA,NA,45,NA,45,NA,1,49,3,18,4,10,10,NA,6,NA,1,1
"511","Luan Ferreira dos Santos","luan-santos","Luan Santos","https://s.glbimg.com/es/sde/f/2018/09/03/78c202f3ae22c727d4894a13a1ff9a12_FORMATO.png",94977,34,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,34,"BAH","mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,34,"ATL","mei","Provável",2,10.28,0.15,3.75,"Atlético-MG",NA,NA,10,NA,122,NA,5,22,NA,24,1,14,31,NA,5,NA,1,NA
"514","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_FORMATO.png",94975,34,"BAH","mei","Contundido",0,1.46,0,0.73,"Bahia",NA,NA,13,NA,15,NA,NA,4,2,4,1,1,3,NA,NA,NA,NA,NA
"515","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/03/15/c09e808e2c3c8588eda6595422dcb9f6_FORMATO.png",94981,34,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2018/03/15/85c557dab18f64f74140a33874f07054_FORMATO.png",94980,34,"BAH","ata","Nulo",0,1.6,0,0.5,"Bahia",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"517","Gabriel Pereira Taliari","bill","Bill","https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png",95131,34,"ATL","ata","Nulo",0,1.43,0,0.73,"Atlético-PR",NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"518","Wildson Silva de Melo","indio","Índio","https://s.glbimg.com/es/sde/f/2018/05/24/b6ae562eeabf7888ad604a5a1cec8fe1_FORMATO.png",95180,34,"SPO","ata","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,34,"BAH","ata","Nulo",0,5.54,0,0.68,"Bahia",NA,NA,2,NA,5,NA,NA,1,NA,1,2,1,NA,NA,1,NA,NA,NA
"520","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,34,"SAN","mei","Suspenso",-4.1,1.92,-0.29,-2.4,"Santos",NA,NA,1,NA,13,NA,NA,13,NA,1,3,NA,3,NA,NA,NA,NA,NA
"521","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/03/01/0aa7dce50d239b820ad5a5461b488541_FORMATO.png",95332,34,"ATL","ata","Nulo",2,4.54,0.06,2.77,"Atlético-PR",NA,NA,33,NA,38,NA,1,14,3,15,1,14,7,NA,1,NA,NA,NA
"522","Ozealisson Santos Gomes","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_FORMATO.png",95210,34,"PAR","lat","Dúvida",0,8.25,0,5.55,"Paraná",NA,NA,39,NA,50,4,1,28,1,64,4,2,7,NA,1,NA,1,NA
"523","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,34,"INT","ata","Nulo",0.8,3.81,0.13,1.32,"Internacional",NA,NA,24,NA,21,NA,2,16,1,10,3,3,4,NA,1,NA,1,1
"524","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,34,"BAH","mei","Provável",3.9,8.08,-0.39,3.22,"Bahia",NA,NA,24,NA,50,NA,2,106,NA,97,8,7,10,NA,NA,NA,NA,NA
"525","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,34,"GRE","mei","Nulo",1.5,6.91,-0.6,2.93,"Grêmio",NA,NA,37,NA,38,NA,2,13,2,14,1,8,8,NA,1,NA,NA,NA
"526","Jhony Douglas Santiago","jhony","Jhony","https://s.glbimg.com/es/sde/f/2018/04/24/8f516a5eac66593e51f9a47beba475a7_FORMATO.png",95484,34,"PAR","mei","Nulo",0,2.02,-0.26,-0.43,"Paraná",NA,NA,2,NA,2,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"527","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,34,"GRE","ata","Nulo",0,1.34,0,3.2,"Grêmio",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"528","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2018/08/21/fb1e786aade0f50a19126a6c6e6f56e1_FORMATO.png",95660,34,"SAO","mei","Nulo",0,2.26,0,1.41,"São Paulo",NA,NA,8,NA,13,NA,1,6,NA,8,NA,NA,1,NA,NA,1,NA,NA
"529","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,34,"AME","gol","Provável",-0.8,6.32,0.06,3.46,"América-MG",35,1,2,29,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2018/05/17/581a756aea09480713008d94c61a6653_FORMATO.png",95638,34,"BOT","zag","Nulo",5,6.43,-0.1,3.28,"Botafogo",NA,NA,6,NA,7,2,NA,3,NA,9,3,1,2,NA,NA,NA,NA,NA
"531","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2018/09/27/0792deea7c4789440918a89d8cfc305e_FORMATO.png",95662,34,"VAS","zag","Nulo",0,4.07,0,3.7,"Vasco",NA,NA,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"532","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,34,"CHA","ata","Nulo",0,3.27,0,1.25,"Chapecoense",NA,NA,10,NA,17,NA,NA,9,1,6,2,3,3,NA,1,NA,NA,NA
"533","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,34,"FLA","lat","Nulo",0,6.43,0,6.32,"Flamengo",NA,NA,2,NA,16,3,4,10,NA,7,NA,1,NA,NA,NA,NA,NA,NA
"534","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,34,"FLA","ata","Provável",6.2,10.22,-0.3,1.87,"Flamengo",NA,NA,30,NA,12,NA,NA,33,8,4,6,2,9,NA,6,1,NA,NA
"535","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,34,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Ítalo Barbosa de Andrade","italo","Ítalo","https://s.glbimg.com/es/sde/f/2018/05/08/edabbe9d6fece85f1567311af9ca93e1_FORMATO.png",95958,34,"BAH","ata","Nulo",0,0.75,0,-2.9,"Bahia",NA,NA,NA,NA,1,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,NA,NA
"537","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,34,"FLU","lat","Dúvida",4,4.49,-0.65,4.2,"Fluminense",NA,NA,5,NA,5,2,NA,7,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"538","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,34,"BOT","tec","Provável",5.85,9.55,0.56,3.36,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Robert Ayrton Piris Da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,34,"FLA","mei","Nulo",0,5.43,0,1.34,"Flamengo",NA,NA,2,NA,9,NA,NA,14,NA,16,2,NA,1,NA,NA,NA,NA,NA
"540","Rafael Santiago Gonçalves","rafael-grampola","Rafael Grampola","https://s.glbimg.com/es/sde/f/2018/08/02/cd538946a9fb6711e44baf4de32943e4_FORMATO.png",95803,34,"PAR","ata","Provável",-0.8,2.88,-0.28,1.57,"Paraná",NA,NA,26,NA,16,NA,NA,24,5,8,1,5,9,NA,1,NA,NA,NA
"541","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,34,"AME","mei","Nulo",1.2,8.1,0.6,3,"América-MG",NA,NA,29,NA,78,NA,NA,48,1,64,4,4,8,NA,3,NA,NA,NA
"542","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,34,"BOT","mei","Nulo",0,4.25,0,2.6,"Botafogo",NA,NA,22,NA,34,NA,1,12,NA,24,4,2,11,NA,NA,NA,NA,NA
"543","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,34,"PAL","ata","Nulo",0,2.44,0,1.52,"Palmeiras",NA,NA,8,NA,1,NA,NA,2,1,2,NA,2,NA,NA,NA,NA,NA,NA
"544","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,34,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,34,"BAH","mei","Nulo",12.4,19.94,0.93,6.7,"Bahia",NA,NA,90,NA,66,NA,3,59,5,69,6,27,37,NA,3,NA,3,NA
"546","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,34,"CEA","mei","Provável",9.9,4.1,1.73,1.98,"Ceará",NA,NA,19,NA,21,NA,NA,11,1,7,2,5,10,NA,2,NA,NA,NA
"547","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,34,"ATL","zag","Provável",14.9,5.75,2.01,3.7,"Atlético-PR",NA,NA,6,NA,45,7,NA,10,NA,11,3,2,4,NA,2,NA,NA,NA
"548","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,34,"COR","zag","Provável",2.5,2.63,0.09,1.84,"Corinthians",NA,NA,12,NA,22,3,NA,15,NA,14,1,4,3,NA,NA,NA,NA,NA
"549","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2018/05/24/53ffed7a90ef04e11377eb7816360dc4_FORMATO.png",95843,34,"SPO","lat","Dúvida",0,12.32,0,5.66,"Sport",NA,NA,59,NA,73,5,3,54,2,95,9,8,6,NA,NA,NA,NA,NA
"550","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/08/21/7bb29a0298d98e6fee209a846989d67c_FORMATO.png",95831,34,"SAO","ata","Nulo",0,1.15,0,2,"São Paulo",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"551","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,34,"VAS","ata","Nulo",0,3.75,0,-0.03,"Vasco",NA,NA,4,NA,4,NA,NA,3,NA,2,2,NA,2,NA,NA,NA,NA,NA
"552","Felipe Gustavo Domingos","felipe","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,34,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,34,"ATL","mei","Dúvida",6.7,4.23,1.26,1.49,"Atlético-MG",NA,NA,26,NA,42,NA,1,22,1,23,6,4,7,NA,1,1,NA,NA
"554","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,34,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",NA,NA,8,NA,37,2,NA,16,NA,20,4,1,4,NA,NA,NA,NA,NA
"555","Walter Bou","walter-bou","Walter Bou","https://s.glbimg.com/es/sde/f/2018/07/16/a374e78aa31747574d81d4787b38531c_FORMATO.png",95853,34,"VIT","ata","Nulo",0,4.25,0,1.14,"Vitória",NA,NA,8,NA,6,NA,NA,9,1,5,2,5,3,NA,NA,NA,NA,NA
"556","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,34,"AME","mei","Nulo",0,5.32,0,1.87,"América-MG",NA,NA,27,NA,71,NA,1,6,1,11,NA,9,9,NA,1,NA,1,NA
"557","Mauricio Caprini Pinto","caprini","Caprini","https://s.glbimg.com/es/sde/f/2018/05/18/974cf193c41e59553e84f947ddaab668_FORMATO.png",96049,34,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2018/06/16/cb9b1283653cdfca8e999187da879268_FORMATO.png",96047,34,"VIT","zag","Nulo",0,0.94,0,-0.02,"Vitória",NA,NA,1,NA,17,1,NA,16,NA,9,3,NA,NA,NA,NA,NA,NA,NA
"559","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,34,"CHA","zag","Nulo",0,5.02,0,2.36,"Chapecoense",NA,NA,16,NA,43,7,NA,16,1,28,7,3,3,NA,1,NA,NA,NA
"560","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/21/b3da5e7d34e88ee1ac405e3ada92c40f_FORMATO.png",96340,34,"GRE","mei","Nulo",0,2.34,0,1.37,"Grêmio",NA,NA,6,NA,5,NA,NA,6,1,5,NA,3,4,NA,NA,NA,NA,NA
"561","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,34,"SAN","ata","Provável",-4.4,13.52,-1.25,5.9,"Santos",NA,NA,56,NA,82,NA,2,40,20,24,6,18,31,NA,16,NA,NA,1
"562","Cassiano Silva dos Santos","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2018/03/21/3cae94aec96c4ad0739c8e679527507a_FORMATO.png",96411,34,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Charles Rigon Matos","charles","Charles","https://s.glbimg.com/es/sde/f/2018/04/09/5b69cf49021eaeb9e4ade25dc2614887_FORMATO.png",96342,34,"INT","mei","Nulo",0,4.05,0,1.2,"Internacional",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"564","Gabriel Pires de Oliveira","gabriel-pires","Gabriel Pires","https://s.glbimg.com/es/sde/f/2018/03/21/13a5b6a7ba6b442bdc5769461ae475be_FORMATO.png",96559,34,"PAR","mei","Nulo",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,34,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/04/08/c1cd28e8c43b4edcf47c77241aa2efe3_FORMATO.png",96468,34,"INT","gol","Nulo",0,0.75,0,-1.5,"Internacional",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Renan Augusto Lodi dos Santos","renan-lodi","Renan Lodi","https://s.glbimg.com/es/sde/f/2018/03/01/4eaa6c2a6e5a7da6c4f98c27ddd89b48_FORMATO.png",96591,34,"ATL","lat","Provável",3.8,4.55,-0.29,4.26,"Atlético-PR",NA,NA,36,NA,32,10,2,22,1,17,4,12,13,1,NA,1,NA,NA
"568","Bruno da Silva Santos","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,34,"CHA","ata","Nulo",1.8,3.04,0,2.02,"Chapecoense",NA,NA,22,NA,55,NA,2,32,5,30,1,6,13,NA,1,NA,NA,NA
"569","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/09/27/711f775d92f04e0e3e7030700985dae7_FORMATO.png",73936,34,"VAS","mei","Provável",0,6.77,-0.37,2.32,"Vasco",NA,NA,17,NA,52,NA,1,35,NA,52,3,1,3,NA,NA,1,NA,NA
"570","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,34,"PAR","zag","Nulo",0,2.7,0,1.09,"Paraná",NA,NA,17,NA,19,1,NA,25,2,23,7,1,6,NA,NA,NA,NA,NA
