"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","CV","FD","FT","GC","I","G","A","DD","GS","DP","PP"
"479","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/24/40342104df0af7d7d4501ca775f4197b_FORMATO.png",98569,17,"PAR","mei","Nulo",0,4.49,0,2.33,"Paraná",1,10,8,11,31,16,NA,NA,3,NA,NA,2,NA,3,NA,NA,NA,NA
"480"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,17,"BOT","mei","Nulo",0,1.92,0,0.16,"Botafogo",NA,3,NA,3,8,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"481","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,17,"CRU","ata","Provável",2.3,3.63,0.46,0.34,"Cruzeiro",1,2,1,6,10,3,NA,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA
"482","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/07/09/6f23fe4142820e492d8419c0b9de3f03_FORMATO.png",90303,17,"GRE","mei","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,17,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,17,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,17,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,17,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,17,"INT","mei","Nulo",0,1.83,0,1.02,"Internacional",NA,5,2,NA,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,17,"BOT","lat","Dúvida",0,8.02,0,5.49,"Botafogo",1,17,3,15,22,29,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,17,"ATL","zag","Dúvida",0,3.19,0,2.12,"Atlético-PR",4,13,2,6,18,12,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"490","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,17,"CEA","zag","Nulo",0,7.22,0,3.2,"Ceará",NA,5,3,4,5,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,17,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,17,"COR","mei","Nulo",3.6,3.62,-0.08,1.78,"Corinthians",1,13,10,25,42,8,NA,NA,8,NA,NA,2,NA,1,NA,NA,NA,NA
"493","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,17,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,4,7,12,16,14,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"494","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,17,"BOT","mei","Provável",5,4.18,0.98,1.17,"Botafogo",3,5,9,17,13,8,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA
"495","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,17,"CHA","lat","Nulo",0,3.74,0,3.08,"Chapecoense",1,1,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"496","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/07/31/54b0bc918aaff0a49aeaae58c6000507_FORMATO.png",81241,17,"VAS","zag","Contundido",-3.6,4.07,-1.51,0.7,"Vasco",1,2,NA,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"497","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,17,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,17,"SAN","mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,17,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,NA,NA,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,8,17,1,NA
"500","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,17,"CHA","zag","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/05/04/df072b66382b41b7f73cd8db00006b61_FORMATO.png",98517,17,"FLA","mei","Nulo",0.9,1.05,0.22,-0.08,"Flamengo",1,10,NA,6,9,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,17,"ATL","mei","Nulo",0,9.27,0,3.46,"Atlético-MG",1,7,13,3,40,7,NA,NA,6,NA,NA,NA,2,2,NA,NA,NA,NA
"503","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,17,"SAN","mei","Provável",0.3,10.14,-2.86,0.3,"Santos",NA,4,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,17,"VIT","ata","Nulo",1.5,5.51,-0.37,3.03,"Vitória",NA,6,2,22,20,8,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA
"505","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,17,"FLU","lat","Nulo",0,4.7,0,2,"Fluminense",3,12,4,4,33,16,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"506","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,17,"BAH","mei","Nulo",0,4.31,0,1.82,"Bahia",NA,6,NA,5,6,1,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA
"507","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,17,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",NA,1,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,17,"INT","zag","Nulo",0,2.49,0,0.8,"Internacional",NA,1,2,NA,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"509","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/05/26/f9ec7f3f4fd5bea0dad016fc4a611c1a_FORMATO.png",90933,17,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"510","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,17,"COR","mei","Nulo",1.5,3.58,-0.03,2.12,"Corinthians",2,15,6,5,12,13,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"511","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,17,"INT","ata","Provável",2.9,14.84,-1.54,5.13,"Internacional",2,11,7,11,33,10,NA,NA,13,3,NA,3,4,2,NA,NA,NA,NA
"512","Josué de Oliveira Almeida","josue","Josué","https://s.glbimg.com/es/sde/f/2018/05/02/e08455fd7336e190c23092bc3f442699_FORMATO.png",81543,17,"VIT","zag","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,17,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,17,"VIT","gol","Provável",4.5,4.03,1.59,4.75,"Vitória",NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA
"515","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,17,"VIT","zag","Provável",2.5,3.45,-0.19,3.4,"Vitória",1,15,5,6,12,9,4,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA
"516","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,17,"BAH","mei","Dúvida",0,2.82,0,1.73,"Bahia",2,4,1,4,3,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,17,"ATL","mei","Nulo",-0.3,2.24,-0.48,0.53,"Atlético-PR",NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Patrick de Carvalho Brey","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/01/5df01eaeeaf7a0d6c2326886a6199cbe_FORMATO.png",93482,17,"CRU","lat","Nulo",0,1.5,0,0,"Cruzeiro",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,17,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,17,"GRE","mei","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,17,"BAH","ata","Nulo",0,6,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,17,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,17,"SAN","zag","Contundido",0,7.17,0,1.65,"Santos",2,6,1,8,9,13,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"524","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/04/09/a213504115cbd52377112523e461faa7_FORMATO.png",81684,17,"VAS","ata","Provável",-0.6,6.84,-0.55,3.3,"Vasco",4,38,6,28,26,8,NA,NA,6,1,NA,2,5,1,NA,NA,NA,1
"525","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2018/05/17/bc70303a7836dab8562e73ce0c59fd37_FORMATO.png",93414,17,"BOT","zag","Provável",3.9,4.56,0.77,1.34,"Botafogo",4,25,5,10,30,16,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"526","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png",93785,17,"VAS","lat","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,17,"ATL","gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Arthur José Gregio","sananduva","Sananduva",NA,93678,17,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Evander da Silva Ferreira","evander","Evander","https://s.glbimg.com/es/sde/f/2018/04/09/0faef95c7c50479c0c1768ded39f3ea1_FORMATO.png",93788,17,"VAS","mei","Nulo",0,4.57,0,1,"Vasco",1,3,6,3,14,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/04/09/9e684dbb91ebc1768eec75fafdeedb21_FORMATO.png",93787,17,"VAS","mei","Provável",2.8,8.19,-1.57,9.41,"Vasco",1,18,13,13,15,33,NA,NA,4,NA,NA,NA,3,1,NA,NA,NA,NA
"531","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/05/17/a5a817c4c548c86f0aeef4c62c0c06b4_FORMATO.png",93797,17,"BOT","lat","Provável",9.9,8.41,1.77,3.86,"Botafogo",2,15,5,7,41,21,3,NA,1,NA,NA,1,1,3,NA,NA,NA,NA
"532","Caio Monteiro Costa","caio-monteiro","Caio Monteiro","https://s.glbimg.com/es/sde/f/2018/04/09/3eec93970348935415827d57dbb52a2a_FORMATO.png",93789,17,"VAS","ata","Nulo",0.5,4.56,-0.35,3.73,"Vasco",NA,6,4,8,9,4,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA
"533","Matheus Leonardo Sales Cardoso","matheusinho","Matheusinho","https://s.glbimg.com/es/sde/f/2018/05/07/86d92c9c41bc4662366352357cb3685a_FORMATO.png",93886,17,"AME","mei","Nulo",-0.3,2.92,-0.05,-0.4,"América-MG",NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Daniel Sampaio Simões","danielzinho","Danielzinho","https://s.glbimg.com/es/sde/f/2017/01/13/73606adfe40efc71e06299ad5225b429_FORMATO.png",93791,17,"FLU","mei","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,17,"INT","gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2018/05/23/c542b827e970e8c167f2a026360a0fa9_FORMATO.png",94044,17,"SAN","gol","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2018/08/08/ed176f5741d22ea3a8dee3ac452d88ca_FORMATO.png",94010,17,"COR","ata","Nulo",0,5,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,17,"ATL","gol","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Lucas Ferreira Amaral","lucas-ferreira","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2018/05/24/b58aa819c2e0e2b9e7eb710e0a70a844_FORMATO.png",94147,17,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,17,"CRU","gol","Nulo",0,3,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,17,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,17,"PAR","lat","Nulo",0,1.77,0,0,"Paraná",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,17,"PAL","ata","Provável",1,2.06,0.15,0.42,"Palmeiras",2,1,NA,3,3,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"544","Pedro Henrique Perotti","perotti","Perotti","https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png",94286,17,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2018/05/04/ee1f02d44cf27eea6302d6696a7ca975_FORMATO.png",94214,17,"FLA","zag","Provável",0,7.89,0,4.56,"Flamengo",2,5,4,8,12,17,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,17,"COR","mei","Provável",1.5,5.3,0.38,2.09,"Corinthians",NA,5,6,13,16,7,NA,NA,4,NA,NA,2,1,1,NA,NA,NA,NA
"547","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2018/05/23/b000e3a74b1d514b1c00ae683fb9a21a_FORMATO.png",94156,17,"SAN","mei","Provável",1.3,3.76,-0.32,3.71,"Santos",3,16,9,19,18,24,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"548","Matheus Fernandes Siqueira","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2018/05/17/de41cae87bcb7c555ea911d849145a34_FORMATO.png",94067,17,"BOT","mei","Provável",5.1,14.98,0.12,6.21,"Botafogo",5,21,9,21,36,63,NA,NA,4,1,NA,1,NA,1,NA,NA,NA,NA
"549","Luidy Viegas","luidy","Luidy","https://s.glbimg.com/es/sde/f/2018/05/25/5c3ab4d747e0c814e9da768d436cb193_FORMATO.png",94503,17,"CEA","ata","Nulo",0,3.24,0,1.35,"Ceará",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,17,"INT","ata","Provável",-1.7,6.04,-0.47,1.1,"Internacional",1,5,1,3,5,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA
"551","Mateus Norton Gomes Chaves","mateus-norton","Mateus Norton","https://s.glbimg.com/es/sde/f/2018/05/18/ae81c88221cf8393802e2d749361898d_FORMATO.png",94336,17,"FLU","mei","Dúvida",0,3.02,0,2.08,"Fluminense",1,6,1,4,17,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,17,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2018/05/08/0d3ebad476e49da96d45503920efe53f_FORMATO.png",94509,17,"ATL","mei","Provável",3.4,6.05,0.62,1.85,"Atlético-PR",4,10,3,16,22,3,NA,NA,9,NA,NA,NA,1,2,NA,NA,NA,NA
"554","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,17,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,17,"BAH","zag","Nulo",-0.5,3.22,-0.79,2.04,"Bahia",1,3,2,2,8,4,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"556","Gabriel Félix dos Santos","gabriel-felix","Gabriel Félix","https://s.glbimg.com/es/sde/f/2018/04/09/1d85c758ea942cdf25ad4709d3c7ccb8_FORMATO.png",92057,17,"VAS","gol","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,17,"GRE","mei","Nulo",0,1.97,0,-0.75,"Grêmio",1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,17,"BAH","mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,17,"BOT","ata","Nulo",-0.5,0.77,-0.14,-0.61,"Botafogo",2,17,5,8,9,3,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
