"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","DP","FS","GS","PE","SG","CA","FC","G","RB","FD","FF","FT","A","CV","I","GC","PP"
"482","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,24,"INT","lat","Provável",9,11.31,1.54,5.39,"Internacional",NA,NA,7,NA,38,9,1,11,NA,26,1,2,NA,1,NA,2,NA,NA
"483","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,24,"VIT","ata","Provável",-3,4.7,-0.55,2.42,"Vitória",NA,NA,30,NA,22,NA,1,10,1,9,5,4,3,NA,NA,NA,NA,NA
"484","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,24,"ATL","mei","Nulo",0,4.97,0,2.06,"Atlético-MG",NA,NA,NA,NA,15,NA,NA,2,NA,6,1,7,NA,NA,NA,NA,NA,NA
"485","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,24,"PAR","zag","Nulo",0,4.79,0,0.9,"Paraná",NA,NA,3,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"486","Eduardo Augusto Baptista Miguel","eduardo-baptista","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2018/08/16/c189188a2cc5936f6bed6199a1336348_FORMATO.png",87211,24,"SPO","tec","Provável",4.75,8.36,0.66,3.15,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,24,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/01/24/d014e65ab8d78668e270fb0df555b349_FORMATO.png",88393,24,"FLU","lat","Suspenso",3.8,10.46,-0.16,4.61,"Fluminense",NA,NA,40,NA,39,6,3,19,NA,35,2,7,NA,NA,NA,NA,1,NA
"489","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,24,"SAN","lat","Nulo",0,6.68,0,3.1,"Santos",NA,NA,3,NA,13,3,1,7,NA,8,NA,NA,NA,NA,NA,1,NA,NA
"490","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,24,"COR","zag","Nulo",0,5.97,0,2.55,"Corinthians",NA,NA,9,NA,15,4,4,10,NA,12,1,3,NA,NA,NA,1,NA,NA
"491","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,24,"COR","ata","Provável",5.6,11.12,0.71,5.71,"Corinthians",NA,NA,57,NA,50,NA,5,20,6,21,5,10,NA,2,1,1,NA,NA
"492","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2018/09/05/778f16e178fa468b5ea3f5ed3a647c89_FORMATO.png",87262,24,"VAS","mei","Provável",-0.4,2.16,-0.84,-0.4,"Vasco",NA,NA,NA,NA,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"493","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,24,"ATL","zag","Nulo",0,6.06,0,2.25,"Atlético-MG",NA,NA,18,NA,13,2,1,15,NA,19,2,2,1,NA,NA,NA,1,NA
"494","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,24,"GRE","zag","Nulo",0,13.41,0,7.71,"Grêmio",NA,NA,20,NA,12,9,3,14,NA,43,1,2,NA,NA,1,1,NA,NA
"495","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,24,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/08/28/3ac29a32c9d95ea2d2a98d47597cf112_FORMATO.png",88395,24,"CEA","ata","Nulo",0,2.01,0,1,"Ceará",NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"497","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,24,"AME","zag","Provável",7.7,9.37,0.69,2.93,"América-MG",NA,NA,11,NA,40,8,3,21,1,25,2,3,NA,NA,NA,NA,NA,NA
"498","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,24,"CEA","ata","Provável",0,5.88,0,4.01,"Ceará",NA,NA,18,NA,7,NA,2,8,2,8,8,2,NA,NA,1,2,NA,NA
"499","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,24,"BOT","mei","Provável",0,3.91,0,4.1,"Botafogo",NA,NA,14,NA,12,NA,3,20,NA,28,NA,2,NA,2,NA,NA,NA,NA
"500","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,24,"PAR","mei","Provável",0,5.21,0,2.09,"Paraná",NA,NA,24,NA,41,NA,6,39,NA,39,2,8,NA,1,1,NA,NA,NA
"501","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,24,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,24,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,24,"GRE","mei","Suspenso",3.5,3.08,-0.02,2.03,"Grêmio",NA,NA,6,NA,9,NA,3,14,1,15,5,2,NA,NA,NA,2,NA,NA
"504","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,24,"CHA","mei","Nulo",-0.6,0.77,0,-2.87,"Chapecoense",NA,NA,1,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"505","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2018/05/23/f9fa972a30d4ba7d25cf62103a74f72c_FORMATO.png",87552,24,"SAN","mei","Nulo",0,4.46,0,0.4,"Santos",NA,NA,2,NA,7,NA,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"506","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,24,"ATL","zag","Provável",-4.1,2.91,-1.72,2.06,"Atlético-MG",NA,NA,7,NA,18,4,2,12,NA,8,2,4,NA,NA,NA,NA,1,NA
"507","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,24,"SAO","ata","Nulo",-2,4.97,-0.62,2.16,"São Paulo",NA,NA,5,NA,8,NA,1,17,4,NA,2,2,1,NA,NA,1,NA,NA
"508","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,24,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,24,"BOT","gol","Provável",-2,1.37,-0.04,2.23,"Botafogo",12,1,2,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,24,"FLA","ata","Nulo",-0.3,3.86,-1.2,1.84,"Flamengo",NA,NA,19,NA,7,NA,2,11,NA,11,6,6,NA,1,NA,4,NA,NA
"511","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,24,"VIT","mei","Provável",1.2,1.01,-0.13,0.4,"Vitória",NA,NA,9,NA,27,NA,5,21,NA,15,4,3,NA,NA,NA,NA,NA,NA
"512","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,24,"BOT","zag","Provável",1.4,10.32,-0.73,3.19,"Botafogo",NA,NA,20,NA,42,5,3,18,2,30,2,9,1,NA,NA,5,1,NA
"513","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,24,"VIT","mei","Provável",-0.9,3.5,-0.35,-0.6,"Vitória",NA,NA,4,NA,7,NA,3,12,NA,3,2,2,NA,NA,NA,NA,NA,NA
"514","Patrick de Carvalho Brey","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/01/5df01eaeeaf7a0d6c2326886a6199cbe_FORMATO.png",93482,24,"CRU","lat","Nulo",0,1.37,0,0,"Cruzeiro",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,24,"FLU","mei","Provável",4.4,3.46,0.34,1.91,"Fluminense",NA,NA,7,NA,7,NA,3,13,NA,19,1,3,NA,NA,NA,NA,NA,NA
"516","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,24,"VIT","mei","Contundido",0,1.57,0,0.97,"Vitória",NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"517","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,24,"SAN","mei","Nulo",-3.7,2.41,-1.59,-3.7,"Santos",NA,NA,NA,NA,4,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,24,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,24,"PAR","ata","Nulo",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Matheus Victor de Araujo Rocha","matheus-rocha","Matheus Rocha","https://s.glbimg.com/es/sde/f/2018/08/31/0de314d9127f9459f3ccdedc86faac1d_FORMATO.png",103077,24,"PAL","lat","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","César Nunes da Costa","cesar","César",NA,102912,24,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,24,"BOT","mei","Provável",1.7,4.21,-0.91,1.95,"Botafogo",NA,NA,27,NA,27,NA,5,17,1,15,6,13,1,1,NA,8,NA,NA
"523","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,24,"CHA","lat","Provável",0,6.29,0,3.5,"Chapecoense",NA,NA,31,NA,35,4,4,26,NA,35,NA,4,NA,NA,NA,NA,NA,NA
"524","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,24,"CHA","zag","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,24,"SPO","mei","Nulo",2,4.84,0.03,2.07,"Sport",NA,NA,9,NA,23,NA,NA,8,NA,11,6,5,NA,NA,NA,1,NA,NA
"526","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,24,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",8,1,3,17,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Éderson José dos Santos Lourenço da Silva","ederson","Éderson",NA,103099,24,"CRU","mei","Nulo",0,1.47,-0.07,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Ruan Marvyn Vital Ferreira","ruan-marvyn","Ruan Marvyn",NA,102915,24,"ATL","zag","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,24,"INT","zag","Nulo",0,2.49,0,0.8,"Internacional",NA,NA,NA,NA,4,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,NA,NA
"530","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,24,"SAN","ata","Dúvida",4.5,9.51,0.87,1.77,"Santos",NA,NA,23,NA,21,NA,3,27,1,12,3,12,1,1,NA,3,1,NA
"531","Goldeson Cassemiro Marques","goldeson","Goldeson","https://s.glbimg.com/es/sde/f/2018/07/26/2d0532464269e49f86e8f2f15154a447_FORMATO.png",102956,24,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,24,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,24,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",NA,NA,14,NA,16,NA,1,11,1,3,4,7,NA,NA,NA,3,NA,NA
"534","Mateus Rodrigues Dos Santos ","mateus","Mateus",NA,102957,24,"VIT","lat","Nulo",0,3.57,0,6.1,"Vitória",NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"535","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,24,"INT","mei","Dúvida",0,3.57,0,1.4,"Internacional",NA,NA,7,NA,3,NA,NA,5,NA,5,NA,1,NA,NA,NA,NA,NA,NA
"536","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,24,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",NA,NA,1,NA,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"537","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,24,"VIT","gol","Provável",10.7,6.62,0.71,6.94,"Vitória",24,NA,3,13,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,24,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,24,"BAH","mei","Nulo",5.9,3.88,0.8,2.26,"Bahia",NA,NA,10,NA,7,NA,2,8,NA,17,1,2,NA,NA,NA,1,NA,NA
"540","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,24,"AME","mei","Nulo",3.2,3.56,0.5,1.23,"América-MG",NA,NA,5,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"541","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,24,"CRU","ata","Nulo",1.7,3.43,0.04,0.69,"Cruzeiro",NA,NA,15,NA,12,NA,1,4,NA,4,2,1,NA,NA,NA,7,NA,NA
"542","Matias Antonini Lui","matias-antonini","Matias Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,24,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Gabriel Nascimento Rezende Brazão","gabriel-brazao","Gabriel Brazão","https://s.glbimg.com/es/sde/f/2018/08/07/473f43841ebfd167cb1c79dbbf7b1f67_FORMATO.png",103056,24,"CRU","gol","Nulo",0,3,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2018/08/15/4c3a02243f71277303220dda6d6448e8_FORMATO.png",103076,24,"SPO","ata","Nulo",0.9,1.64,0.22,0.2,"Sport",NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"545","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,24,"FLU","ata","Provável",10.2,4.38,1.08,2.25,"Fluminense",NA,NA,8,NA,18,NA,NA,6,NA,10,1,4,1,1,NA,1,NA,NA
"546","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/09/04/066878121bb8ec7d92bfe8b8489262de_FORMATO.png",91156,24,"PAR","zag","Nulo",0,3.06,0,1.55,"Paraná",NA,NA,3,NA,11,1,2,9,NA,11,1,2,NA,NA,NA,NA,NA,NA
"547","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,24,"GRE","ata","Dúvida",0,3.14,0,2.98,"Grêmio",NA,NA,14,NA,17,NA,1,6,2,14,1,2,1,NA,NA,2,NA,NA
"548","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,24,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",NA,NA,4,NA,25,NA,4,20,NA,51,10,5,3,4,NA,1,NA,NA
"549","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,24,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,24,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,24,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,24,"PAR","ata","Nulo",0,3.18,0,1.48,"Paraná",NA,NA,6,NA,4,NA,1,6,NA,3,5,2,NA,NA,NA,NA,NA,NA
"553","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,24,"FLA","mei","Nulo",0,4.45,0,2.78,"Flamengo",NA,NA,1,NA,6,NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA
"554","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,24,"VIT","zag","Nulo",0,4.84,0,4.6,"Vitória",NA,NA,1,NA,7,3,1,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"555","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,24,"BOT","mei","Provável",0,9.23,0,4.53,"Botafogo",NA,NA,31,NA,48,NA,1,14,2,20,14,17,1,3,NA,1,NA,NA
"556","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,24,"FLA","lat","Nulo",0,6.45,0,6.3,"Flamengo",NA,NA,1,NA,10,2,NA,5,NA,6,1,NA,NA,2,NA,NA,NA,NA
"557","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,24,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,24,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,24,"BOT","tec","Provável",1.24,8.4,-0.35,2.93,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,24,"PAL","ata","Provável",0,2.44,0,1.52,"Palmeiras",NA,NA,8,NA,1,NA,NA,2,NA,2,2,NA,NA,NA,NA,1,NA,NA
"561","Robert Ayrton Piris Da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,24,"FLA","mei","Nulo",1,6.08,-0.01,1.93,"Flamengo",NA,NA,1,NA,9,NA,2,11,NA,15,NA,1,NA,NA,NA,NA,NA,NA
"562","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,24,"SAO","zag","Provável",0,8.93,0,3.27,"São Paulo",NA,NA,15,NA,20,4,4,23,NA,21,2,8,NA,1,NA,3,NA,NA
