"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","PI","SG","FD","FS","DD","GS","FF","G","I","FT","CV","GC","DP","PP"
"438","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,6,290,"ata","Nulo",0,4.49,0,2.38,4,"Goiás",NA,NA,7,5,15,NA,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"439","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,6,290,"lat","Provável",0,5.99,0,5.85,2,"Goiás",NA,1,3,1,18,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"440","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2019/09/16/c5d2c137a7f71266770588b3ad4680ba_FORMATO.png",97528,6,266,"zag","Contundido",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/08/26/4978572126e19c8d360d62716fe78b26_FORMATO.jpeg",91772,6,290,"zag","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,6,356,"mei","Nulo",-0.4,2.69,-0.86,0.25,2,"Fortaleza",NA,NA,3,6,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"443","Francisco Evanilson de Lima Barbosa","evanilson","Evanilson","https://s.glbimg.com/es/sde/f/2020/08/11/05fff2d3b42f1fb6c7329aa46de38b43_FORMATO.png",101606,6,266,"ata","Provável",1.5,8.5,-0.46,3.24,5,"Fluminense",NA,2,2,6,12,NA,3,22,NA,NA,1,1,2,NA,NA,NA,NA,NA
"444","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,6,290,"ata","Nulo",0,5,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/08/26/f8c7d3a76680619bf773e434179d4df4_FORMATO.jpeg",103591,6,290,"mei","Provável",0,8.82,0,6.42,4,"Goiás",NA,2,11,6,15,NA,2,2,NA,NA,1,2,NA,1,NA,NA,NA,NA
"446","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,6,356,"mei","Nulo",0,2,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,6,266,"ata","Nulo",0,3.03,0,0.2,2,"Fluminense",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"448","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,6,290,"zag","Provável",0,6.92,0,3.9,4,"Goiás",NA,NA,8,1,12,1,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"449","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,6,290,"mei","Provável",0,3.04,0,0.1,1,"Goiás",NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,6,356,"ata","Provável",5.2,4.21,1.02,1.58,6,"Fortaleza",1,1,9,14,13,NA,NA,4,NA,NA,6,NA,2,NA,NA,NA,NA,NA
"451","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2020/08/26/29ed45b9104e691d2e12cd4ecb6bbd0b_FORMATO.jpeg",95222,6,290,"mei","Nulo",0,3.27,0,0.7,1,"Goiás",NA,NA,1,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"452","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,6,292,"mei","Provável",1.1,2.38,0.03,0.78,4,"Sport",NA,1,2,3,8,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"453","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2020/08/17/5ca1dfd17b9c403e5ff3ea06b70cda86_FORMATO.png",83438,6,267,"ata","Provável",0.5,2.55,-0.12,-0.1,4,"Vasco",NA,NA,1,2,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,6,356,"mei","Provável",0.7,4.85,-0.87,2.82,6,"Fortaleza",NA,1,16,9,24,NA,1,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"455","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,6,266,"ata","Provável",0.2,5.87,-0.41,1.75,6,"Fluminense",1,NA,7,2,21,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"456","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,6,356,"gol","Nulo",0,4,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,6,266,"ata","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,6,284,"mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,6,290,"mei","Provável",0,3.18,0,-0.6,2,"Goiás",NA,2,6,5,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"460","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,6,290,"mei","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","José Edson Barros da Silva","edson-carius","Edson Cariús","https://s.glbimg.com/es/sde/f/2020/03/06/a912afd225813af94fe04dd912cdb701_FORMATO.png",91750,6,356,"ata","Nulo",0,3.21,0,0.7,1,"Fortaleza",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"462","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,6,290,"mei","Nulo",0,1.72,0,0.85,2,"Goiás",NA,NA,2,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,6,356,"mei","Nulo",0,1.59,0,-0.17,3,"Fortaleza",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga ","https://s.glbimg.com/es/sde/f/2020/02/27/27b6e3fa434d4d2ba2fddcac794ae0de_FORMATO.png",101478,6,266,"gol","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,6,356,"ata","Provável",0.6,5.03,0.02,2,6,"Fortaleza",1,1,8,3,42,NA,1,4,NA,NA,5,NA,1,NA,NA,NA,NA,NA
"466","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,6,266,"mei","Provável",3.2,6.33,-0.1,3.65,6,"Fluminense",NA,1,14,11,29,NA,3,24,NA,NA,4,NA,1,NA,NA,NA,NA,NA
"467","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,6,284,"zag","Nulo",0,1.61,0,0.3,1,"Grêmio",NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,6,356,"zag","Provável",4.5,2.15,1.12,1.35,4,"Fortaleza",NA,1,2,4,7,2,NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"469","Carlos Vinicius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,6,267,"mei","Provável",5.9,5.19,0.69,5.45,2,"Vasco",1,NA,5,2,6,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"470","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,6,290,"ata","Provável",0,6.89,0,4.97,4,"Goiás",NA,2,7,12,12,NA,NA,21,NA,NA,7,1,NA,NA,NA,NA,NA,NA
"471","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,6,290,"mei","Nulo",0,4.43,0,3.8,3,"Goiás",NA,NA,10,1,7,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"472","Domènec Torrent Font","domenec-torrent","Domènec Torrent","https://s.glbimg.com/es/sde/f/2020/08/07/ea837aac779bc4ad067904f93d3f289d_FORMATO.png",109505,6,262,"tec","Provável",5.27,8.35,0.77,3.09,6,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,6,356,"zag","Contundido",0,4,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/08/26/37e5e42d57b218a1b99233cecb344897_FORMATO.jpeg",107318,6,290,"mei","Nulo",0,1.48,0,0,1,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,6,290,"ata","Provável",0,2.72,0,2.3,2,"Goiás",NA,NA,4,3,14,NA,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"476","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,6,262,"lat","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,6,277,"tec","Provável",2.25,9.9,0.05,3.93,6,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,6,356,"mei","Nulo",0,4.2,0,1.8,1,"Fortaleza",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"479","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,6,356,"lat","Provável",7.1,6.3,0.85,4,4,"Fortaleza",1,NA,11,1,55,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,6,356,"zag","Nulo",5.4,2.48,1.29,1.25,6,"Fortaleza",NA,2,5,6,8,2,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"481","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2020/08/26/4abf50d8db8cafea0dd9a8130829ab3b_FORMATO.jpeg",80573,6,290,"zag","Nulo",0,2.42,0,0.87,3,"Goiás",NA,2,8,6,21,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,6,284,"mei","Nulo",0,5.18,0,1.88,5,"Grêmio",NA,1,2,5,7,NA,1,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"483","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,6,290,"zag","Nulo",0,0.75,0,0,3,"Goiás",NA,NA,4,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,6,290,"gol","Nulo",0,0.86,0,-2.45,2,"Goiás",NA,NA,NA,NA,29,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"485","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,6,284,"mei","Provável",0,4.96,0,2.3,2,"Grêmio",NA,NA,5,2,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,6,284,"ata","Nulo",0,12.34,0,6.22,5,"Grêmio",1,NA,8,3,24,NA,4,13,NA,NA,4,1,1,NA,NA,NA,NA,NA
"487","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,6,285,"mei","Nulo",3.3,6.8,0.45,3.6,5,"Internacional",NA,1,12,5,10,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"488","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,6,356,"lat","Dúvida",0,6.78,0,4.2,2,"Fortaleza",NA,NA,4,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,6,284,"mei","Nulo",0,3.72,0,-0.23,3,"Grêmio",NA,NA,2,3,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,6,284,"ata","Nulo",0,0.86,0,0.4,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,6,284,"gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,6,285,"lat","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,6,263,"zag","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,6,290,"ata","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,6,275,"mei","Nulo",6.1,6.76,1.48,1.2,4,"Palmeiras",1,1,1,3,9,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"496","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,6,284,"mei","Nulo",0,2.74,0,-0.5,1,"Grêmio",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,6,290,"zag","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,6,275,"zag","Nulo",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,6,263,"mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Alan de Souza Guimarães","alan-guimaraes","Alan Guimarães","https://s.glbimg.com/es/sde/f/2020/02/28/f305e78913bc1c2c317dd5bb78283f17_FORMATO.png",100845,6,275,"mei","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,6,284,"zag","Nulo",0,8.84,0,3.9,4,"Grêmio",NA,NA,5,2,14,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"502","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,6,285,"lat","Provável",6.6,20.41,0.06,9.78,5,"Internacional",1,1,26,9,31,4,1,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"503","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,6,290,"lat","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,6,285,"mei","Provável",-1.3,3.03,-0.59,0.13,4,"Internacional",NA,1,1,1,7,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"505","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,6,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,6,285,"mei","Nulo",0,5,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,6,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,6,275,"zag","Provável",0.5,5.37,-0.47,2.4,5,"Palmeiras",NA,2,11,2,21,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"509","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/07/19/2faeab06b34dc80408c62b965690e8b2_FORMATO.png",38277,6,284,"mei","Nulo",0,3.53,0,-0.25,4,"Grêmio",NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,6,275,"lat","Provável",3.5,5.95,0.65,1.8,2,"Palmeiras",NA,NA,5,3,14,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2020/08/26/6622fc0f0b4563502290e852155ed20f_FORMATO.jpeg",90118,6,290,"lat","Nulo",0,3.06,0,1.9,1,"Goiás",NA,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,6,356,"zag","Provável",5.4,3.81,1.38,1.58,5,"Fortaleza",NA,2,8,5,14,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"513","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,6,275,"mei","Nulo",8.2,11.07,1.15,5.05,4,"Palmeiras",1,NA,5,9,8,NA,1,11,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"514","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,6,290,"gol","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,6,284,"gol","Nulo",0,7.25,0,6.85,2,"Grêmio",NA,NA,NA,NA,13,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"516","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,6,284,"lat","Provável",0,11.42,0,4.94,5,"Grêmio",NA,1,16,6,36,3,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA
