"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","G","PI","CV","FD","SG","FT","I","A","DD","DP","GS","GC","PP"
"458","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,16,267,"zag","Nulo",0,4,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,16,266,"mei","Nulo",2,4.56,-0.84,1.86,10,"266",2,10,6,3,5,1,23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"460","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,16,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/08/11/2f197bbdfc2d69b1a353a2c023b5fc6b_FORMATO.png",50324,16,266,"mei","Provável",1.5,5.66,0.07,2.42,9,"266",NA,28,20,2,4,NA,44,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"462","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,16,290,"lat","Provável",0,3.5,0,2.92,6,"290",NA,9,3,2,3,NA,43,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"463","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,16,267,"mei","Nulo",0,1.68,0,-0.1,2,"267",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,16,290,"mei","Nulo",0,2.42,0,0.08,4,"290",NA,4,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,16,266,"mei","Nulo",0,6.57,0,3.45,12,"266",3,24,20,7,42,1,54,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"466","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,16,294,"ata","Provável",28,13.82,5.15,6.21,16,"Coritiba",2,24,31,19,34,6,74,NA,8,NA,4,9,1,NA,NA,NA,NA,NA
"467","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,16,290,"ata","Nulo",0,5.76,0,3.55,8,"290",4,9,17,9,28,2,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,16,284,"zag","Nulo",0,2.07,0,0.5,6,"284",1,8,11,NA,2,NA,35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"469","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,16,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",1,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA
"470","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,16,266,"gol","Provável",9,6.51,0.85,3.12,13,"266",NA,NA,NA,NA,5,NA,109,NA,NA,3,NA,NA,NA,15,NA,13,NA,NA
"471","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,16,290,"ata","Nulo",0,1.92,0,-2,1,"290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,16,284,"gol","Nulo",0,5.36,0,3.67,3,"284",NA,NA,NA,NA,NA,NA,20,NA,NA,1,NA,NA,NA,4,NA,4,NA,NA
"473","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,16,285,"mei","Nulo",0,2.59,0,0.29,12,"285",3,5,3,3,9,NA,43,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA
"474","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,16,284,"mei","Dúvida",2,5.39,-0.51,1.82,14,"284",2,22,13,4,22,NA,49,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,16,356,"zag","Nulo",0,4.15,0,3.17,3,"356",NA,NA,1,NA,1,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"476","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,16,266,"mei","Provável",5.7,11.87,0.21,4.53,15,"266",2,55,20,7,26,1,43,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,16,276,"ata","Provável",0,7.89,0,4.62,11,"276",3,18,17,4,17,4,57,NA,2,NA,1,2,1,NA,NA,NA,NA,NA
"478","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,16,290,"lat","Nulo",0,5.37,0,1.83,9,"290",1,15,7,2,7,1,56,1,NA,2,NA,1,NA,NA,NA,NA,1,NA
"479","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,16,356,"zag","Provável",0,4.87,0,2.73,8,"356",2,11,6,1,9,NA,24,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"480","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,16,290,"mei","Contundido",0,2.58,0,0.06,7,"290",3,12,14,1,6,NA,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"481","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,16,285,"zag","Dúvida",9.2,7.47,0.8,3.3,11,"285",1,9,4,1,8,1,15,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"482","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,16,263,"mei","Nulo",1.3,4.8,-0.49,0.6,2,"263",NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2020/08/26/6622fc0f0b4563502290e852155ed20f_FORMATO.jpeg",90118,16,290,"lat","Nulo",0,2.72,0,1.45,2,"290",NA,1,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,16,285,"gol","Nulo",0,6,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,16,266,"mei","Nulo",0,1.8,0,0.94,7,"266",3,14,11,3,4,NA,27,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,16,356,"mei","Provável",0,3.87,0,2.31,14,"356",5,26,23,12,16,1,114,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"487","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,16,284,"mei","Provável",9.3,12.47,0.88,6.02,12,"284",1,17,12,16,32,1,102,NA,13,NA,1,4,4,NA,NA,NA,NA,NA
"488","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,16,266,"zag","Nulo",0,6.14,0,2.06,11,"266",NA,16,4,2,7,NA,55,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"489","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,16,265,"gol","Provável",0,8.82,0,2.86,8,"265",NA,NA,NA,NA,2,NA,41,NA,NA,2,NA,NA,NA,7,NA,6,NA,NA
"490","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2020/08/26/29ed45b9104e691d2e12cd4ecb6bbd0b_FORMATO.jpeg",95222,16,290,"mei","Nulo",0,3.27,0,0.7,1,"290",NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"491","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,16,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,16,284,"ata","Provável",21.2,16.89,2.84,8.51,11,"284",NA,18,6,9,27,5,50,NA,7,NA,NA,1,3,NA,NA,NA,NA,NA
"493","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,16,354,"mei","Nulo",0,4.74,0,1.22,5,"354",NA,2,1,1,1,NA,12,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"494","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,16,285,"mei","Provável",5.7,8.7,0.53,2.38,14,"285",3,21,22,5,17,1,100,NA,4,NA,NA,2,3,NA,NA,NA,NA,NA
"495","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,16,290,"zag","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,16,356,"mei","Nulo",0,2.82,0,-0.35,2,"356",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,16,356,"ata","Nulo",0,2.59,0,-0.8,2,"356",NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"498","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,16,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,37,12,2,15,NA,56,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA
"499","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,16,266,"gol","Nulo",0,0.77,0,-1.3,3,"266",NA,NA,NA,NA,1,NA,34,NA,NA,NA,NA,NA,1,1,NA,5,NA,NA
"500","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,16,292,"ata","Provável",0.3,2.8,-0.32,1.44,14,"292",2,3,7,3,16,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,16,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,16,266,"lat","Provável",2.7,4.21,-0.09,2.79,10,"266",3,19,24,4,20,NA,65,NA,1,2,NA,2,2,NA,NA,NA,NA,NA
"503","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,16,265,"ata","Provável",0,5.7,0,2.12,12,"265",3,13,9,5,16,2,76,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"504","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,16,284,"lat","Provável",-0.1,8.99,-0.61,2.59,12,"284",1,25,14,1,12,NA,75,1,1,4,NA,1,NA,NA,NA,NA,NA,NA
"505","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/08/26/4978572126e19c8d360d62716fe78b26_FORMATO.jpeg",91772,16,290,"zag","Provável",0,4.07,0,3.75,6,"290",NA,12,3,3,3,1,23,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"506","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,16,285,"lat","Dúvida",-0.2,3.36,-0.75,1.98,4,"285",NA,10,7,NA,NA,NA,36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"507","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,16,294,"mei","Nulo",0,4.06,0,1.93,11,"Coritiba",NA,21,14,2,20,NA,38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"508","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,16,282,"mei","Provável",0,5.24,0,2.71,12,"282",NA,11,17,4,12,3,50,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"509","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,16,356,"lat","Dúvida",0,6.88,0,3.07,10,"356",1,17,15,1,10,NA,71,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA
"510","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,16,354,"mei","Provável",0,9.28,0,5.85,11,"354",1,9,7,14,7,4,105,NA,11,NA,1,3,2,NA,NA,NA,NA,NA
"511","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,16,356,"lat","Provável",0,7.19,0,5.04,8,"356",1,18,5,NA,4,NA,94,NA,1,4,1,NA,2,NA,NA,NA,NA,NA
"512","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,16,266,"mei","Provável",1.7,4,-0.17,2.09,13,"266",1,18,15,5,17,1,49,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"513","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,16,284,"mei","Nulo",0,5.18,0,1.85,7,"284",1,6,7,4,3,1,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,16,354,"ata","Nulo",0,11.26,0,3.36,13,"354",NA,16,25,11,12,3,40,NA,7,NA,NA,6,NA,NA,NA,NA,NA,NA
"515","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,16,356,"zag","Provável",0,2.94,0,2.11,14,"356",2,17,16,2,4,NA,43,NA,1,5,NA,2,NA,NA,NA,NA,NA,NA
"516","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,16,284,"mei","Provável",0,5.48,-0.22,0.2,11,"284",4,16,19,3,25,NA,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2020/08/31/66182e36104ff865242a7b388c3a2d6b_FORMATO.png",104459,16,354,"ata","Nulo",0,0.77,0,-0.43,3,"354",NA,NA,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,16,285,"mei","Provável",6.7,19.4,-0.44,9.86,15,"285",NA,13,11,12,24,13,66,NA,4,NA,NA,7,4,NA,NA,NA,NA,NA
"519","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,16,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,16,266,"ata","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,16,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",1,5,5,1,3,NA,35,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA
"522","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,16,284,"zag","Nulo",-1.8,1.29,-0.08,0.38,4,"284",2,1,1,1,1,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"523","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png",77809,16,285,"ata","Nulo",0,2.84,0,0.05,6,"285",NA,2,9,2,9,NA,14,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"524","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,16,285,"mei","Provável",1.8,4.24,0.39,0.81,12,"285",1,19,22,NA,4,NA,45,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"525","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,16,275,"mei","Dúvida",2.4,5.9,0.03,1.18,8,"275",1,1,5,4,6,NA,43,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"526","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,16,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,16,294,"ata","Dúvida",0,6.11,0,-0.6,1,"Coritiba",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,16,284,"mei","Nulo",0,4.31,0,1.88,8,"284",1,12,10,2,5,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/08/26/37e5e42d57b218a1b99233cecb344897_FORMATO.jpeg",107318,16,290,"mei","Nulo",0,2.31,0,1.87,6,"290",NA,2,3,1,3,1,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,16,290,"mei","Nulo",0,1.37,0,0.52,6,"290",1,3,9,1,4,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"531","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,16,290,"mei","Dúvida",0,4.07,0,2.26,10,"290",2,27,17,3,9,NA,31,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"532","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/09/17/8f1169f09495acbeed3fec9bcfc07aa0_FORMATO.png",101315,16,294,"mei","Nulo",0,2.63,0,0.85,4,"Coritiba",1,2,4,5,4,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,16,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,16,285,"lat","Provável",-0.5,3.9,-0.25,1.32,6,"285",1,9,10,1,8,NA,51,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"535","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2020/08/11/15687cfb7561b9508632e075138d3bfc_FORMATO.png",95542,16,266,"lat","Nulo",0,4,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,16,282,"zag","Provável",0.3,7.19,-1.01,3.24,9,"282",1,14,9,4,8,1,47,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"537","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,16,284,"ata","Nulo",0,1.74,0,1.4,7,"284",NA,4,2,2,8,NA,7,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"538","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,16,285,"mei","Nulo",0,4.55,0,3.03,3,"285",2,13,6,NA,6,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,16,266,"zag","Provável",2,5.16,-0.71,2.37,14,"266",2,21,13,3,18,1,68,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
