"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","G","I","PI","DD","DP","GS","SG","CV","FT","GC","PP"
"468","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,21,267,"gol","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,21,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",NA,1,1,8,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"470","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,21,276,"mei","Nulo",-0.5,1.45,-0.12,-0.25,2,"276",NA,1,1,2,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"471","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,21,292,"lat","Provável",2.6,8.41,-0.74,2.9,19,"292",3,2,35,26,2,9,21,1,4,168,NA,NA,NA,3,1,1,NA,NA
"472","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,21,294,"lat","Nulo",0,2.68,0,2.26,11,"Coritiba",NA,NA,20,16,1,2,10,NA,1,44,NA,NA,NA,3,1,NA,NA,NA
"473","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,21,266,"lat","Nulo",0,5.21,0,5.14,7,"266",NA,NA,28,7,2,2,16,NA,1,50,NA,NA,NA,1,NA,NA,NA,NA
"474","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,21,276,"ata","Nulo",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,21,354,"zag","Nulo",0,3.37,0,3.01,8,"354",1,NA,6,3,1,NA,3,NA,NA,32,NA,NA,NA,3,NA,NA,NA,NA
"476","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,21,282,"mei","Nulo",0,5.05,0,2.1,16,"282",NA,1,16,26,4,4,14,3,1,58,NA,NA,NA,NA,NA,NA,NA,NA
"477","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,21,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,21,280,"mei","Nulo",0.9,4.19,-0.35,0.99,10,"280",1,3,9,13,3,7,7,NA,1,38,NA,NA,NA,NA,NA,NA,NA,NA
"479","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,21,294,"mei","Nulo",0,2.29,0,1.32,16,"Coritiba",NA,1,21,14,3,3,16,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"480","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,21,265,"mei","Nulo",0,1.14,0,1.4,6,"265",NA,1,8,1,NA,1,9,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"481","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,21,267,"lat","Nulo",0,4.84,0,3.6,7,"267",1,3,8,7,1,2,13,NA,NA,26,NA,NA,NA,3,NA,NA,NA,NA
"482","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,21,276,"ata","Nulo",0,3.33,0,1.54,5,"276",1,NA,1,NA,NA,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"483","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,21,277,"mei","Provável",7.9,2.33,1.4,1.78,6,"Santos",NA,1,4,3,1,2,1,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"484","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,21,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,21,276,"ata","Nulo",0,4.79,0,3.1,9,"276",NA,NA,11,8,4,6,18,NA,3,22,NA,NA,NA,NA,NA,2,NA,NA
"486","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,21,263,"lat","Provável",1.1,3.05,0.08,1.42,15,"263",1,2,32,16,3,1,15,NA,NA,207,NA,NA,NA,2,NA,NA,1,NA
"487","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,21,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",NA,1,1,1,1,NA,NA,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA
"488","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,21,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,21,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,21,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,21,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,21,292,"gol","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,21,294,"mei","Nulo",0,1.75,0,0.73,3,"Coritiba",NA,NA,3,NA,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"494","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,21,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",NA,1,1,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"495","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,21,267,"mei","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,21,292,"zag","Nulo",0,3.36,0,3.14,9,"292",NA,1,14,5,NA,1,2,NA,NA,30,NA,NA,NA,4,NA,NA,NA,NA
"497","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,21,285,"zag","Nulo",0,2.32,0,0.9,2,"285",NA,2,4,5,NA,NA,1,NA,NA,12,NA,NA,NA,1,NA,NA,NA,NA
"498","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,21,292,"lat","Nulo",0,3.14,0,2.21,14,"292",2,1,20,10,1,1,1,NA,NA,106,NA,NA,NA,2,NA,2,NA,NA
"499","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,21,263,"lat","Provável",6.2,10.67,0.72,4.98,14,"263",1,NA,42,13,4,3,13,2,NA,113,NA,NA,NA,3,NA,NA,NA,1
"500","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,21,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png",105612,21,266,"mei","Nulo",0,1.92,0,0.35,2,"266",NA,NA,1,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"502","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png",73540,21,292,"ata","Nulo",0,3.88,0,1.23,6,"292",1,1,3,4,NA,1,7,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"503","Fabrício Oliveira de Souza","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png",104588,21,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,21,276,"ata","Provável",2.1,6.23,-1.62,5.6,13,"276",1,2,6,10,5,11,20,6,5,25,NA,NA,NA,NA,NA,1,NA,NA
"505","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,21,292,"mei","Nulo",0,4.93,0,2.12,11,"292",NA,3,24,19,NA,4,10,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"506","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,21,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,21,354,"mei","Provável",-0.4,2.38,-0.46,0.5,10,"354",NA,1,9,5,2,1,1,NA,1,57,NA,NA,NA,NA,NA,1,NA,NA
"508","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,21,277,"zag","Nulo",0,2.02,0,2.4,5,"Santos",NA,1,5,1,NA,NA,2,NA,NA,15,NA,NA,NA,2,NA,NA,NA,NA
"509","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,21,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"510","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,21,292,"mei","Provável",1,4.53,-0.75,3.15,16,"292",1,1,43,14,3,7,10,1,3,94,NA,NA,NA,NA,NA,NA,NA,NA
"511","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,21,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,21,293,"mei","Nulo",0,0.77,0,-0.6,1,"293",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"513","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,21,294,"lat","Nulo",0,5.04,0,3.33,11,"Coritiba",NA,1,24,7,1,2,7,NA,1,57,NA,NA,NA,3,NA,1,NA,NA
"514","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,21,264,"mei","Nulo",-1.6,6.35,-1.16,2.95,8,"264",2,2,7,8,2,4,9,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"515","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,21,284,"ata","Nulo",0,0.77,0,0,1,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,21,277,"tec","Provável",6.55,11.44,1.02,3.67,21,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,21,264,"ata","Nulo",-1.5,3.84,-0.16,1.99,14,"264",1,1,14,23,3,7,10,2,3,62,NA,NA,NA,NA,NA,NA,NA,NA
"518","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,21,280,"mei","Nulo",0,4.96,0,3.86,12,"280",1,3,20,18,3,6,25,2,NA,36,NA,NA,NA,NA,NA,1,NA,NA
"519","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,21,292,"ata","Contundido",0,2.24,0,0.93,3,"292",NA,NA,2,1,NA,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"520","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,21,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",NA,1,1,2,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"521","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,21,290,"lat","Nulo",0,1.64,0,1.16,5,"290",NA,1,5,6,NA,1,1,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA
"522","Kawan Gabriel da Silva","kawan","Kawan","https://s.glbimg.com/es/sde/f/2019/09/08/a8fc75a1bedde47f33857a4a2b460b64_FORMATO.png",106219,21,293,"mei","Nulo",0,0.72,0,-2.6,1,"293",NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"523","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,21,354,"zag","Provável",8.5,7.21,0.56,3.16,13,"354",NA,4,25,11,1,3,12,1,2,70,NA,NA,NA,4,NA,NA,NA,NA
"524","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,21,285,"zag","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,21,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,21,263,"zag","Nulo",0,3.83,0,1.04,14,"263",NA,2,11,13,1,5,11,NA,NA,65,NA,NA,NA,3,1,NA,NA,NA
"527","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,21,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2020/10/31/2d48ba4a777a29e1dda705093ee62984_FORMATO.png",105841,21,263,"ata","Nulo",0,2.09,0,-5.6,1,"263",NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"529","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,21,354,"zag","Nulo",0,3.15,0,3.38,5,"354",NA,NA,6,2,NA,2,1,1,NA,32,NA,NA,NA,1,NA,NA,NA,NA
"530","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,21,264,"mei","Provável",0,0.79,0,2.17,4,"264",1,2,11,9,1,1,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"531","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,21,265,"gol","Nulo",0,3.77,0,7.9,2,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,4,NA,NA,NA,NA,NA
"532","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,21,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,21,265,"lat","Nulo",3.8,1.3,0.52,0.5,2,"265",1,1,1,4,NA,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"534","Jan Carlos Hurtado Anchico","hurtado","Hurtado","https://s.glbimg.com/es/sde/f/2020/08/28/46b9f37333e23a02a705e65db3c9aeb3_FORMATO.png",105301,21,280,"ata","Nulo",0,2.1,0,0.66,11,"280",NA,1,2,9,1,3,2,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"535","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,21,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2020/08/31/7dffc611b801a4acf1b89b964333decb_FORMATO.png",103724,21,277,"mei","Nulo",0,1.67,0,0.6,1,"Santos",NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"537","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,21,292,"zag","Nulo",0,4.25,0,5.2,2,"292",NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA
"538","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,21,276,"zag","Provável",4.2,3.8,0.67,2.58,14,"276",NA,2,27,29,3,4,14,NA,NA,62,NA,NA,NA,4,NA,NA,NA,NA
"539","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,21,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,21,285,"mei","Dúvida",0.5,0.78,0,-0.29,8,"285",NA,3,9,10,NA,3,4,NA,1,42,NA,NA,NA,NA,NA,NA,NA,NA
"541","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,21,263,"ata","Nulo",0,0.77,0,-0.5,1,"263",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,21,276,"gol","Contundido",0,1.1,0,-2,0,"276",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,21,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,21,293,"mei","Nulo",0,3.63,0,0.82,6,"293",NA,1,7,5,NA,NA,1,NA,NA,11,NA,NA,NA,NA,NA,1,NA,NA
"545","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,21,354,"mei","Provável",2.6,3.94,0.59,1.81,15,"354",NA,3,33,6,1,3,8,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"546","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,21,284,"mei","Nulo",0,4.67,0,1.09,10,"284",2,2,7,10,1,3,12,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
"547","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,21,356,"mei","Provável",1.3,2.78,0,1.86,13,"356",1,1,20,14,2,NA,16,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"548","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,21,267,"lat","Provável",10.6,5.65,1.15,3.52,9,"267",1,2,17,10,1,2,12,NA,1,46,NA,NA,NA,3,NA,NA,NA,NA
