"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","I","PI","SG","G","DD","DP","GS","FT","GC","PP"
"492","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,35,267,"gol","Nulo",0,0.76,0,-2.2,2,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,2,NA,5,NA,NA,NA
"493","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,35,263,"lat","Provável",6.4,3.86,0.85,1.36,25,"263",2,3,NA,59,31,3,2,20,4,318,2,NA,NA,NA,NA,NA,1,NA
"494","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,35,354,"ata","Nulo",0,5.44,0,1.2,8,"354",NA,NA,NA,NA,5,1,1,5,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"495","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,35,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,35,293,"mei","Nulo",1.9,3.45,0.33,0.45,14,"293",NA,2,NA,14,10,NA,NA,2,NA,25,NA,NA,NA,NA,NA,1,NA,NA
"497","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,35,277,"tec","Provável",2.22,10.81,-0.12,3.54,33,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Ângelo Gabriel Borges Damaceno","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2020/10/27/cdac724fefd8631ee759121d235c0362_FORMATO.png",110415,35,277,"ata","Nulo",-0.7,0.78,-0.01,-0.02,6,"Santos",NA,NA,NA,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"499","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,35,356,"ata","Dúvida",10.5,2.9,1.58,3.95,4,"356",NA,NA,NA,6,3,2,1,2,NA,9,NA,1,NA,NA,NA,NA,NA,NA
"500","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,35,264,"mei","Provável",4.6,6.81,0.28,3.12,10,"264",3,2,NA,8,13,3,6,13,NA,42,NA,1,NA,NA,NA,NA,NA,NA
"501","Diego Churín Puyo","churin","Churín","https://s.glbimg.com/es/sde/f/2020/10/26/a511db6b41f5552de55575d62a217d3c_FORMATO.png",98289,35,284,"ata","Nulo",8.4,9.88,0.8,3.79,11,"284",1,NA,NA,10,16,NA,5,16,2,33,NA,3,NA,NA,NA,1,NA,NA
"502","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,35,263,"zag","Contundido",0,2.76,0,0.92,18,"263",NA,3,1,20,20,1,6,16,2,103,3,NA,NA,NA,NA,NA,NA,NA
"503","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/11/27/33347b97adda19ccd302fe1f7fa2a03c_FORMATO.png",102506,35,267,"mei","Dúvida",0,5.16,0,2.11,15,"267",3,4,NA,21,17,4,5,28,NA,107,NA,NA,NA,NA,NA,NA,NA,NA
"504","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,35,263,"mei","Nulo",0,1.06,0,1.25,2,"263",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,35,267,"mei","Nulo",4.3,4.51,0.66,1.49,23,"267",1,1,NA,20,20,3,8,20,NA,98,NA,1,NA,NA,NA,1,NA,NA
"506","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2020/08/17/26653830802f187c2488014a12698d4a_FORMATO.png",105566,35,267,"lat","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,35,263,"ata","Provável",5.5,1.73,0.62,2.16,5,"263",NA,NA,NA,9,3,1,2,5,1,15,NA,NA,NA,NA,NA,NA,NA,NA
"508","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,35,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Sandro Diego de Moraes Bueno","sandrinho","Sandrinho","https://s.glbimg.com/es/sde/f/2020/10/19/14d518f6be4f84fbfafc67c540db981e_FORMATO.png",110373,35,290,"ata","Nulo",0,0.79,0,-1.25,2,"290",NA,1,NA,NA,3,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"510","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,35,263,"zag","Provável",0.3,0.85,-0.01,0.37,7,"263",NA,NA,NA,4,3,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"511","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png",80363,35,290,"mei","Nulo",7.2,5.12,1.29,1.02,15,"290",1,5,NA,31,22,2,3,9,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
"512","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2020/10/31/2d48ba4a777a29e1dda705093ee62984_FORMATO.png",105841,35,263,"ata","Nulo",0,2.77,0,-0.93,3,"263",NA,NA,1,4,5,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"513","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,35,267,"lat","Nulo",-2.2,3.6,-1.21,2.56,13,"267",1,4,NA,9,11,2,2,17,NA,47,5,NA,NA,NA,NA,NA,NA,NA
"514","Luis Francisco Grando","chico","Chico","https://s.glbimg.com/es/sde/f/2020/10/29/ad8a8e68f1dce70d212df37ec08ea32a_FORMATO.png",50446,35,290,"zag","Nulo",0,2.84,0,-0.13,3,"290",NA,2,NA,2,1,1,1,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"515","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,35,373,"mei","Nulo",0,3.73,0,2.45,2,"373",NA,NA,NA,5,1,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"516","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,35,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Francisco Vítor Silva Costa","victor-jacare","Victor Jacaré","https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png",101201,35,354,"ata","Nulo",0,5.67,0,1.53,8,"354",NA,2,NA,NA,8,3,6,12,1,17,NA,1,NA,NA,NA,NA,NA,NA
"518","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,35,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"519","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,35,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,35,285,"zag","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,35,285,"zag","Nulo",0,2.32,0,0.9,2,"285",NA,2,NA,4,5,NA,NA,1,NA,12,1,NA,NA,NA,NA,NA,NA,NA
"522","Cristiano Pereira de Oliveira ","cristiano","Cristiano","https://s.glbimg.com/es/sde/f/2020/10/28/5a938ee3441b2001445e97d9f027ad70_FORMATO.png",102145,35,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,35,276,"ata","Nulo",0,4.15,0,2.52,12,"276",NA,NA,NA,14,10,5,6,18,4,26,NA,NA,NA,NA,NA,2,NA,NA
"524","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,35,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,35,277,"mei","Nulo",1,1.18,0.1,1.28,9,"Santos",NA,1,NA,4,4,1,3,3,NA,16,NA,1,NA,NA,NA,NA,NA,NA
"526","Gustavo Adolfo Torres Grueso","gustavo-torres","Gustavo Torres","https://s.glbimg.com/es/sde/f/2020/11/27/ace62345e6a036076f14fdccadcaf5c0_FORMATO.png",101413,35,267,"ata","Nulo",0,4.51,0,1.34,8,"267",1,1,NA,8,12,2,7,3,1,33,NA,NA,NA,NA,NA,NA,NA,NA
"527","Leonardo de Matos Cruz","leo-matos","Léo Matos","https://s.glbimg.com/es/sde/f/2020/11/05/c691cbfaec7f0b947c51a8cf861340a1_FORMATO.png",37866,35,267,"lat","Provável",0,5.01,0,1.67,14,"267",2,8,NA,16,29,5,5,8,1,135,4,1,NA,NA,NA,NA,NA,NA
"528","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,35,277,"mei","Nulo",0,1.46,0,1.03,3,"Santos",NA,1,NA,6,3,NA,1,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"529","Reinaldo Nascimento Satorno","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png",104420,35,293,"ata","Nulo",0,2.25,0,0.86,10,"293",NA,NA,NA,10,11,NA,3,9,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"530","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,35,266,"lat","Provável",5.6,6.6,-0.78,5.68,18,"266",NA,2,NA,64,22,2,5,46,1,139,7,NA,NA,NA,NA,1,NA,NA
"531","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,35,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,35,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,35,265,"gol","Contundido",0,3.77,0,7.9,2,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,4,NA,NA,NA
"534","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,35,290,"mei","Provável",2.4,1.3,-0.11,1.24,7,"290",NA,1,NA,10,10,NA,2,12,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"535","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,35,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,35,280,"mei","Nulo",0,5.37,0,3.6,16,"280",1,5,NA,28,25,7,9,35,NA,50,NA,2,NA,NA,NA,1,NA,NA
"537","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,35,263,"mei","Provável",6.1,1.81,1.03,3,2,"263",1,NA,NA,2,3,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"538","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,35,267,"mei","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,35,293,"ata","Nulo",0,2.28,0,1.98,12,"293",NA,NA,NA,12,5,5,5,6,2,57,NA,1,NA,NA,NA,NA,NA,NA
"540","Leonardo Siqueira de Paiva Bezerra","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png",108424,35,373,"gol","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,35,280,"ata","Nulo",0,5.07,0,2.12,11,"280",1,1,NA,9,5,1,NA,12,NA,14,NA,1,NA,NA,NA,NA,NA,NA
"542","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2021/01/04/088106b3bde8cb0db9be7889fd3c61fe_FORMATO.png",109404,35,265,"ata","Nulo",0,1.39,0,3.82,6,"265",NA,1,NA,10,3,NA,6,11,NA,19,NA,1,NA,NA,NA,NA,NA,NA
"543","Abel Fernando Moreira Ferreira","abel-ferreira","Abel Ferreira","https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png",110506,35,275,"tec","Provável",0,11.97,0,4.37,11,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,35,294,"lat","Nulo",0,4.13,0,2.73,20,"Coritiba",NA,3,NA,41,15,1,3,10,1,91,5,NA,NA,NA,NA,1,NA,NA
"545","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,35,285,"lat","Nulo",-0.5,0.78,-0.22,-0.5,1,"285",NA,NA,NA,1,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"546","Jan Carlos Hurtado Anchico","hurtado","Hurtado","https://s.glbimg.com/es/sde/f/2020/08/28/46b9f37333e23a02a705e65db3c9aeb3_FORMATO.png",105301,35,280,"ata","Nulo",-3.7,1.56,-0.68,0.98,19,"280",NA,2,NA,4,20,4,6,3,NA,13,NA,2,NA,NA,NA,1,NA,NA
"547","Caio de Mello Vianna Pedrosa Galvão","caio-mello","Caio Mello","https://s.glbimg.com/es/sde/f/2020/07/20/72974245e446e1bf5cc6c0db26c8c7f7_FORMATO.png",104590,35,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,35,262,"lat","Provável",-0.7,8.61,-0.96,3.57,25,"Flamengo",5,4,NA,50,30,NA,2,15,7,163,8,1,NA,NA,NA,NA,NA,NA
"549","João Victor da Silva Oliveira","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2020/10/26/74ad0d23d97711ec775e160e95618bf5_FORMATO.png",110258,35,293,"lat","Nulo",0,1.07,0,1.03,3,"293",NA,NA,NA,3,2,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"550","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,35,265,"lat","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,35,277,"zag","Nulo",0,2.53,0,2.36,10,"Santos",NA,2,NA,12,6,2,NA,9,NA,33,3,NA,NA,NA,NA,NA,NA,NA
"552","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,35,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,35,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,35,356,"mei","Provável",1,2.8,-0.2,1.55,23,"356",1,2,NA,34,24,3,1,24,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
"555","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,35,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,35,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,35,265,"mei","Nulo",0,1.21,0,0.72,10,"265",NA,2,NA,10,3,NA,1,12,1,35,NA,NA,NA,NA,NA,NA,NA,NA
"558","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,35,265,"lat","Contundido",0,2.62,0,4.17,9,"265",1,1,NA,31,15,3,3,14,1,65,1,NA,NA,NA,NA,NA,NA,NA
"559","Davi Machado dos Santos Araújo","davi-araujo","Davi Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png",109626,35,263,"ata","Nulo",0,1.08,0,0.88,9,"263",NA,1,NA,6,8,2,1,14,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"560","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,35,267,"lat","Nulo",0,4,0,2.68,17,"267",1,3,NA,35,20,3,2,14,1,102,4,NA,NA,NA,NA,NA,NA,NA
"561","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","https://s.glbimg.com/es/sde/f/2021/01/29/5e7308881105b5ad75412f80f390a317_FORMATO.png",109618,35,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,35,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,35,280,"tec","Provável",4.4,8.52,-0.51,3.8,27,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,35,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,35,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,35,290,"mei","Nulo",0,2,0,1.12,8,"290",NA,2,NA,15,10,NA,3,4,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"567","João Fernando Monteiro Siqueira","joao-fernando","João Fernando","https://s.glbimg.com/es/sde/f/2020/09/01/7263507a2ac5cfecff6f8e555a1932dc_FORMATO.png",104079,35,262,"gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,35,293,"mei","Nulo",0,0.78,0,1.13,3,"293",NA,NA,NA,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"569","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,35,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",NA,1,NA,1,2,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"570","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,35,284,"ata","Nulo",0,0.91,0,0.7,2,"284",NA,NA,NA,2,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"571","Fabrício Oliveira de Souza","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png",104588,35,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,35,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
