"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","PI","DD","GS","SG","A","G","CV","GC","DP","I","FT","PP"
"488","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,24,293,"ata","Nulo",0,2.28,0,1.98,12,"293",NA,12,5,5,5,6,57,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA
"489","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2020/07/11/4c4dadeaea30878f0a87ab9fd6ae8d27_FORMATO.png",104250,24,373,"zag","Provável",1.8,3.3,-0.29,2.37,16,"373",6,30,19,1,1,17,60,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"490","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,24,354,"lat","Nulo",0,2.32,0,1.17,6,"354",3,13,9,NA,2,8,51,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA
"491","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,24,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Sebastián Enrique Salazar Beltrán","salazar","Salazar","https://s.glbimg.com/es/sde/f/2020/10/01/d9e923eb01b5966eb5e072a26be58679_FORMATO.png",91415,24,290,"mei","Nulo",0,4,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","",109618,24,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,24,277,"mei","Nulo",0,1.95,0,0.61,10,"Santos",2,9,9,1,2,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,24,264,"mei","Nulo",0,6.35,0,2.95,8,"264",2,7,8,2,4,9,35,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"496","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,24,276,"zag","Provável",2.2,8.86,-1.56,3.68,7,"276",2,5,7,4,1,3,18,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"497","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,24,294,"ata","Contundido",0,6.01,0,-0.4,2,"Coritiba",NA,NA,3,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,24,294,"zag","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,24,275,"ata","Nulo",0,1.54,0,1.6,1,"275",NA,NA,1,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,24,284,"mei","Provável",8.8,7.35,1.29,1.65,17,"284",4,29,23,2,5,40,80,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"501","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,24,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,24,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,24,354,"ata","Provável",-2.2,10.42,-2.02,3.65,21,"354",NA,27,46,9,17,20,61,NA,NA,NA,1,5,NA,NA,NA,8,1,NA
"504","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,24,294,"mei","Provável",0,2.75,0,0.98,14,"Coritiba",3,26,28,1,3,17,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,24,276,"ata","Nulo",0,3.01,0,1.93,3,"276",NA,2,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"506","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,24,265,"mei","Nulo",0,0.82,0,-0.25,4,"265",1,1,4,1,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,24,266,"ata","Provável",25.4,9.82,4.94,2.69,20,"266",NA,15,9,3,6,5,60,NA,NA,NA,3,3,NA,NA,NA,1,NA,NA
"508","Davi Machado dos Santos Araújo","davi-araujo","Davi Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png",109626,24,263,"ata","Nulo",0,1.16,0,1.1,7,"263",1,6,8,2,1,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,24,277,"ata","Nulo",0,1.15,0,0.86,10,"Santos",1,1,11,1,1,11,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"510","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,24,275,"mei","Provável",0,6.13,0,2.96,17,"275",5,38,24,4,11,31,128,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA
"511","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,24,292,"ata","Nulo",0,1.89,0,0.89,7,"292",NA,2,3,NA,NA,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"512","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,24,265,"ata","Nulo",0,2.19,0,1.23,13,"265",1,2,6,1,8,7,16,NA,NA,NA,NA,1,NA,NA,NA,3,1,NA
"513","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,24,293,"lat","Provável",4.4,9.49,-0.04,2.94,19,"293",3,27,21,4,7,10,178,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA
"514","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,24,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,24,276,"ata","Nulo",0,4.79,0,3.1,9,"276",NA,11,8,4,6,18,22,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA
"516","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/08/26/f8c7d3a76680619bf773e434179d4df4_FORMATO.jpeg",103591,24,290,"mei","Contundido",0,6.46,0,2.65,12,"290",3,23,19,4,4,9,74,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA
"517","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,24,275,"mei","Nulo",-0.1,0.79,-0.1,-0.13,6,"275",1,1,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"518","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,24,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,9,7,2,2,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,24,294,"mei","Provável",0,2.32,0,1.3,17,"Coritiba",1,22,14,3,3,16,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,24,285,"ata","Dúvida",5.2,3.26,0.58,2.33,10,"285",2,2,16,5,3,7,16,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA
"521","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,24,264,"mei","Nulo",0,5.18,0,2.26,13,"264",NA,25,12,3,3,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,24,294,"ata","Nulo",0,0.79,0,0.17,7,"Coritiba",NA,1,4,2,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"523","Túlio Galindo Bandeira de Melo","tulio","Túlio","https://s.glbimg.com/es/sde/f/2020/08/03/7db9b8bf5d4227af9e3c54b92119537c_FORMATO.png",109566,24,292,"gol","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,24,262,"lat","Nulo",0,4.17,0,3.55,2,"Flamengo",1,4,6,NA,1,7,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"525","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/09/18/d91238c5e040d15b0c5835c7ca195014_FORMATO.png",109573,24,266,"mei","Provável",1.8,1.19,-0.01,2.1,2,"266",1,7,5,1,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,24,290,"mei","Dúvida",0,2.26,0,1.04,7,"290",2,14,10,NA,2,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,24,266,"lat","Nulo",6.8,6.21,-0.81,6.18,10,"266",NA,47,10,2,3,27,80,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"528","Denilson Rodrigues Roldão","denilson","Denilson","https://s.glbimg.com/es/sde/f/2020/10/04/0e3d68c778426e447bda7cfe1987508c_FORMATO.png",104025,24,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,24,284,"zag","Nulo",0,0.77,0,0,2,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,24,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,24,293,"mei","Nulo",0,3.88,0,2.33,10,"293",NA,4,9,3,4,11,35,NA,NA,NA,1,1,NA,NA,NA,2,1,NA
"532","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,24,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,24,293,"ata","Nulo",0,1.89,0,0.56,7,"293",NA,1,5,2,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA
"534","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,24,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,24,275,"ata","Provável",2.1,5.81,0.64,3.13,13,"275",1,15,14,2,3,12,41,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA
"536","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,24,264,"zag","Nulo",0,2.64,0,-0.28,5,"264",2,2,4,NA,NA,1,29,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"537","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2020/03/05/d9e74309d644cc5e8eb0fafd0277e152_FORMATO.png",102599,24,264,"mei","Nulo",0,3,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,24,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Gabriel Pereira dos Santos","gabriel-pereira","Gabriel Pereira","https://s.glbimg.com/es/sde/f/2020/08/07/d0c9572f69b00f883407c3d28c757240_FORMATO.png",109588,24,264,"mei","Nulo",0,0.83,0,0.2,1,"264",NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,24,293,"ata","Contundido",0,15.46,0,5.9,5,"293",1,5,13,4,2,11,29,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA
"541","Pablo Thiago Ferreira Thomaz","pablo-thomaz","Pablo Thomaz","https://s.glbimg.com/es/sde/f/2020/09/30/a7b22d74d41827304b8a71b4c57641d3_FORMATO.png",102797,24,294,"ata","Nulo",1.1,0.94,0.02,0.58,4,"Coritiba",NA,1,1,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,24,276,"mei","Provável",0.5,3.58,-0.34,1.33,13,"276",4,28,15,2,1,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,24,294,"mei","Nulo",0,1.52,0,0.84,7,"Coritiba",NA,7,4,NA,1,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,24,293,"ata","Provável",-1.2,6.59,-0.27,4.53,18,"293",2,11,35,14,15,30,70,NA,NA,NA,1,7,NA,NA,NA,11,NA,NA
"545","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,24,280,"mei","Provável",3.7,8.66,0.33,5.09,15,"280",NA,64,28,1,3,39,91,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA
"546","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,24,267,"zag","Provável",-0.1,2.05,-1.67,2.73,6,"267",NA,11,8,NA,NA,2,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"547","Thiago Fernandes Rodrigues","thiago-fernandes","Thiago Fernandes","https://s.glbimg.com/es/sde/f/2020/11/20/66c1200dc3dc38310c832f78a4b99752_FORMATO.png",104282,24,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,24,266,"ata","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,24,276,"ata","Nulo",0,3.33,0,1.54,5,"276",NA,1,NA,NA,2,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"550","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/11/03/51e9f9ba46d806d46d4d256d45ac95e6_FORMATO.png",101727,24,262,"lat","Nulo",0,2.37,0,2.2,8,"Flamengo",1,8,4,3,2,2,26,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"551","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,24,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,24,264,"mei","Nulo",0,1.1,0,1.72,5,"264",2,11,9,1,1,1,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"553","Cristiano Pereira de Oliveira ","cristiano","Cristiano","https://s.glbimg.com/es/sde/f/2020/10/28/5a938ee3441b2001445e97d9f027ad70_FORMATO.png",102145,24,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,24,277,"ata","Nulo",0,1.98,0,0.54,9,"Santos",NA,5,6,1,NA,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,24,276,"mei","Provável",-0.4,3.48,-0.5,1.25,20,"276",2,14,26,7,6,21,84,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA
"556","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,24,277,"lat","Provável",2.3,11.83,0.75,4.36,22,"Santos",5,71,26,3,12,25,185,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA
"557","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2020/11/18/df8a0d80a74054663ff19ac2bd6c6799_FORMATO.png",103295,24,280,"mei","Nulo",0,4.15,-0.74,-0.43,3,"280",NA,NA,1,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"558","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,24,293,"zag","Provável",0,2.68,0,0.79,7,"293",1,5,7,1,1,4,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"559","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,24,277,"mei","Nulo",0,1.91,0,-0.03,6,"Santos",4,11,9,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,24,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Isaque Storoli Gavioli","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/11/18/cefca6722a542a9e72a0dc92197d4752_FORMATO.png",104413,24,282,"zag","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,24,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","César Ignacio Pinares Tamayo","pinares","Pinares","https://s.glbimg.com/es/sde/f/2020/11/09/b3356c651dec1138df6cbc163f286172_FORMATO.png",100107,24,284,"mei","Provável",10.2,7.85,2.29,5.2,2,"284",NA,NA,1,1,2,2,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"564","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,24,282,"mei","Nulo",-0.7,8.78,-0.71,1.95,6,"282",NA,5,6,1,1,2,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"565","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,24,280,"ata","Nulo",0.4,10.19,-0.93,5.35,13,"280",NA,6,8,5,9,16,36,NA,NA,NA,2,5,NA,NA,NA,4,2,1
"566","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,24,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,24,284,"ata","Provável",9,15.5,1.12,7.3,18,"284",NA,25,8,8,12,42,78,NA,NA,NA,4,7,NA,NA,NA,2,1,NA
"568","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,24,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
