"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","FC","FD","FS","G","GS","PI","SG","DS","FF","DP","I","A","CV","FT","GC","PP"
"446","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,12,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png",101647,12,267,"zag","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,12,275,"lat","Provável",0,8.12,0,2.52,6,"275",NA,NA,9,NA,6,NA,NA,52,1,16,1,NA,NA,NA,NA,NA,NA,NA
"449","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,12,292,"zag","Provável",0,7.04,0,2.99,11,"292",2,NA,13,1,7,3,NA,73,1,13,5,NA,NA,NA,NA,NA,NA,NA
"450","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,12,292,"mei","Nulo",0,3.01,0,0.68,5,"292",2,NA,8,NA,5,NA,NA,11,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"451","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,12,276,"ata","Contundido",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,12,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,12,292,"gol","Provável",0,4.97,0,-0.46,5,"292",1,3,NA,NA,NA,NA,5,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,12,285,"zag","Nulo",0,0.77,0,-1,1,"285",1,NA,2,1,1,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"455","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,12,290,"lat","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,12,262,"ata","Provável",0,13.46,0,6.96,9,"Flamengo",2,NA,3,11,10,5,NA,55,NA,4,15,NA,7,NA,NA,1,NA,NA
"457","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,12,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,12,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,12,292,"lat","Provável",0,8.24,0,2.34,8,"292",NA,NA,5,1,13,NA,NA,61,NA,23,2,NA,NA,NA,1,NA,NA,NA
"460","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,12,262,"mei","Provável",0,18.54,0,6.42,8,"Flamengo",NA,NA,8,6,8,3,NA,86,NA,16,6,NA,NA,1,NA,1,NA,NA
"461","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,12,285,"zag","Provável",-0.6,10.3,-0.29,2.55,11,"285",3,NA,16,1,10,NA,NA,81,6,14,NA,NA,NA,NA,NA,NA,NA,NA
"462","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,12,275,"gol","Provável",0,6.7,0,-0.44,9,"275",NA,2,NA,NA,NA,NA,8,59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,12,275,"mei","Provável",0,5.08,0,0.77,9,"275",2,NA,5,NA,4,NA,NA,23,NA,18,1,NA,NA,NA,NA,NA,1,NA
"464","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,12,290,"lat","Nulo",0,2.78,0,2.33,7,"290",1,NA,9,NA,1,NA,NA,30,1,20,1,NA,1,NA,NA,NA,NA,NA
"465","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,12,262,"ata","Dúvida",0,11.48,0,2.1,6,"Flamengo",3,NA,15,3,19,NA,NA,34,NA,7,3,NA,2,1,NA,1,NA,NA
"466","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,12,290,"ata","Nulo",0,3.01,0,1.14,5,"290",1,NA,3,1,7,NA,NA,9,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"467","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,12,275,"mei","Suspenso",0,5.01,0,1.14,9,"275",2,NA,10,3,16,NA,NA,75,NA,14,2,NA,1,NA,NA,NA,NA,NA
"468","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,12,292,"mei","Provável",0,4.19,0,2.85,7,"292",NA,NA,6,NA,1,1,NA,22,NA,15,2,NA,NA,NA,NA,NA,NA,NA
"469","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,12,262,"gol","Provável",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,12,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,NA,1,1,NA,NA,NA,3,NA,1,NA,NA,2,NA,1,NA,NA,NA
"471","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,12,284,"lat","Nulo",2.8,8.03,0.71,3.5,7,"284",NA,NA,9,1,7,NA,NA,51,1,22,3,NA,NA,NA,NA,NA,NA,NA
"472","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,12,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",1,NA,3,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"473","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,12,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,12,275,"gol","Nulo",0,3.06,0,-3.1,1,"275",NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,12,292,"zag","Provável",0,4.37,0,1.47,10,"292",3,NA,12,2,7,NA,NA,38,1,15,2,NA,NA,NA,NA,1,NA,NA
"476","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,12,373,"mei","Nulo",0,4.7,0,1.49,10,"373",1,NA,2,1,17,NA,NA,74,NA,9,2,NA,NA,1,NA,NA,NA,NA
"477","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,12,292,"ata","Nulo",0,5.41,0,1.63,6,"292",1,NA,5,1,7,1,NA,30,NA,5,2,NA,4,NA,NA,NA,NA,NA
"478","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,12,275,"zag","Nulo",0,4.15,0,0.48,4,"275",1,NA,1,NA,1,NA,NA,9,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"479","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,12,293,"mei","Contundido",0,9.63,0,0.92,6,"293",NA,NA,7,2,11,NA,NA,37,NA,2,6,NA,2,NA,NA,1,NA,1
"480","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,12,280,"gol","Provável",-2.4,4.52,-0.85,1.8,3,"280",NA,3,NA,NA,NA,NA,5,36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"481","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,12,275,"zag","Nulo",0,5.59,0,2.16,8,"275",3,NA,7,NA,4,NA,NA,33,2,17,2,NA,1,NA,NA,NA,NA,NA
"482","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,12,275,"mei","Suspenso",0,10.89,0,4.16,8,"275",2,NA,19,3,22,2,NA,28,NA,15,5,NA,NA,1,1,NA,NA,NA
"483","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,12,280,"zag","Provável",0.7,3.1,-0.56,1.13,6,"280",NA,NA,9,1,2,NA,NA,9,NA,5,NA,NA,NA,1,NA,NA,NA,NA
"484","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/08/26/f8c7d3a76680619bf773e434179d4df4_FORMATO.jpeg",103591,12,290,"mei","Provável",-2.1,6.15,-0.65,2.74,9,"290",2,NA,14,2,6,2,NA,52,NA,14,3,NA,NA,NA,NA,1,NA,NA
"485","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,12,292,"mei","Nulo",0,4.12,0,2.07,7,"292",1,NA,2,3,3,NA,NA,15,NA,6,3,NA,1,NA,NA,2,NA,NA
"486","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,12,292,"gol","Nulo",0,1.89,0,0.27,6,"292",1,6,1,NA,1,NA,8,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"487","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,12,275,"mei","Suspenso",0,4.93,0,2.86,10,"275",2,NA,12,1,20,NA,NA,68,NA,19,9,NA,4,2,NA,NA,NA,NA
"488","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,12,292,"mei","Nulo",0,4.89,0,2,10,"292",3,NA,22,NA,10,NA,NA,54,NA,30,3,NA,NA,1,NA,NA,NA,NA
"489","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,12,275,"lat","Nulo",0,5.55,0,2.02,6,"275",1,NA,7,NA,4,NA,NA,44,1,15,NA,NA,NA,NA,NA,NA,NA,NA
"490","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,12,290,"mei","Provável",2.6,4.24,0.26,2.2,7,"290",1,NA,11,NA,6,NA,NA,15,NA,16,3,NA,NA,NA,NA,1,NA,NA
"491","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,12,280,"mei","Dúvida",-0.9,2.58,-0.34,-0.13,4,"280",NA,NA,4,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"492","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,12,292,"lat","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,12,280,"ata","Nulo",0,4.92,0,1.87,6,"280",NA,NA,2,3,NA,NA,NA,8,NA,2,3,NA,NA,1,NA,NA,NA,NA
"494","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,12,275,"ata","Dúvida",0,5.73,0,5.98,4,"275",NA,NA,6,NA,3,2,NA,6,NA,5,NA,NA,NA,1,NA,NA,NA,NA
"495","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2020/07/28/e95902a65fad3f184265acdc8e406087_FORMATO.png",89224,12,280,"mei","Nulo",-0.5,3.16,-0.34,0.38,4,"280",NA,NA,3,NA,1,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"496","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,12,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/08/26/37e5e42d57b218a1b99233cecb344897_FORMATO.jpeg",107318,12,290,"mei","Nulo",1,2.09,-0.84,1.84,5,"290",NA,NA,3,1,2,1,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"498","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,12,280,"zag","Provável",1.9,7.7,-0.85,3.02,12,"280",1,NA,12,1,7,2,NA,39,NA,25,3,NA,NA,NA,NA,NA,NA,NA
"499","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,12,280,"ata","Provável",0.9,12.12,-0.2,3.11,12,"280",1,NA,11,7,28,NA,NA,98,NA,13,14,NA,2,2,NA,1,NA,1
"500","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,12,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,12,275,"ata","Nulo",0,3.08,0,1.77,7,"275",1,NA,6,4,8,NA,NA,17,NA,6,1,NA,3,1,NA,NA,NA,NA
"502","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,12,280,"lat","Provável",-0.5,3.28,-0.67,1.06,10,"280",3,NA,14,1,7,NA,NA,118,NA,24,9,NA,1,NA,NA,NA,NA,NA
"503","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,12,277,"mei","Dúvida",-0.3,5.65,-0.64,1.66,12,"Santos",1,NA,11,6,18,NA,NA,98,NA,15,7,NA,1,1,NA,NA,NA,1
"504","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,12,280,"mei","Dúvida",0,3.45,0,1.21,10,"280",6,NA,32,NA,13,NA,NA,40,NA,32,7,NA,NA,NA,NA,NA,NA,NA
"505","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,12,276,"mei","Provável",0.7,12.27,-1.72,4.82,5,"276",NA,NA,8,2,14,1,NA,63,NA,14,5,NA,2,NA,NA,NA,NA,NA
"506","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,12,280,"ata","Nulo",0.9,2.54,0.42,0.24,9,"280",NA,NA,7,3,7,NA,NA,42,NA,4,6,NA,2,NA,1,NA,NA,NA
"507","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,12,280,"mei","Nulo",0,4.54,0,1,9,"280",3,NA,13,3,7,NA,NA,37,NA,8,7,NA,1,1,NA,NA,NA,NA
"508","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,12,290,"zag","Nulo",-2.5,0.78,0.03,-0.62,4,"290",1,NA,6,NA,NA,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"509","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,12,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,12,280,"mei","Provável",3.4,3.66,-2.05,2.82,10,"280",2,NA,10,1,3,1,NA,33,NA,20,3,NA,1,1,NA,1,NA,NA
"511","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,12,280,"gol","Nulo",0,0.77,0,-1.56,9,"280",NA,5,NA,NA,2,NA,14,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,12,275,"lat","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,12,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,12,292,"zag","Nulo",0,4,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,12,280,"mei","Contundido",0,3,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,12,292,"lat","Contundido",0,5,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,12,280,"ata","Provável",1,12.83,0.36,4.21,11,"280",2,NA,13,7,17,3,NA,102,NA,20,7,NA,1,1,NA,NA,NA,1
"518","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,12,280,"lat","Nulo",0,8.21,0,1.81,11,"280",1,NA,25,1,10,NA,NA,94,NA,35,4,NA,1,NA,NA,NA,NA,NA
"519","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2020/08/17/5ca1dfd17b9c403e5ff3ea06b70cda86_FORMATO.png",83438,12,267,"ata","Nulo",-2.7,1.44,-0.84,-0.49,7,"267",2,NA,3,1,1,NA,NA,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"520","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,12,280,"mei","Nulo",0,6,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,12,280,"lat","Nulo",0,1.19,0,0.1,3,"280",NA,NA,1,NA,NA,NA,NA,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"522","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,12,292,"mei","Provável",0,3.65,0,1.9,9,"292",1,NA,4,5,14,NA,NA,22,NA,10,1,NA,1,NA,NA,NA,NA,NA
"523","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,12,277,"zag","Nulo",0,1.94,0,1.9,2,"Santos",NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"524","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,12,275,"mei","Nulo",0,0.77,0,-1.25,2,"275",1,NA,2,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"525","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,12,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,12,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
