"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","CA","SG","DD","GS","A","CV","FT","DP","GC","PP"
"435","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,9,294,"mei","Nulo",0,2.39,0,-0.13,3,"Coritiba",7,10,NA,1,4,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,9,294,"lat","Nulo",0,0.77,-0.09,0.37,3,"Coritiba",1,3,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,9,290,"lat","Nulo",1.1,2.78,-0.31,2.33,7,"Goiás",20,9,NA,1,1,NA,1,30,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"438","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,9,275,"ata","Contundido",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,9,275,"ata","Nulo",8.5,6.78,0.05,10.5,2,"Palmeiras",1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"440","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,9,285,"zag","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/07/16/6f52df78da4ceb768cd3573de68fcd6f_FORMATO.png",41327,9,275,"tec","Provável",6.49,11.26,0.53,3.59,8,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,9,275,"mei","Nulo",0.9,5.11,-0.31,0.87,7,"Palmeiras",14,2,NA,NA,4,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"443","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,9,290,"ata","Nulo",0,0.75,0,-1.07,3,"Goiás",1,3,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,9,275,"lat","Nulo",0,8.07,0,2.35,4,"Palmeiras",9,7,NA,1,4,NA,NA,39,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"445","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,9,294,"mei","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,9,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,9,284,"lat","Nulo",0,8.08,0,4.5,5,"Grêmio",18,5,NA,3,4,NA,NA,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"448","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,9,262,"ata","Dúvida",9.5,14.49,0.48,7.52,8,"Flamengo",4,3,10,12,9,5,5,49,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"449","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,9,294,"mei","Provável",-0.9,1.37,-0.15,0.71,8,"Coritiba",9,9,1,1,8,NA,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,9,290,"gol","Provável",-6.1,5.51,-1.46,-1.16,5,"Goiás",NA,NA,NA,NA,1,NA,NA,33,NA,1,3,10,NA,NA,NA,NA,NA,NA
"451","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,9,262,"ata","Nulo",0,11.48,0,2.1,6,"Flamengo",7,15,3,3,19,NA,2,34,3,NA,NA,NA,1,NA,1,NA,NA,NA
"452","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,9,275,"gol","Nulo",0,3.06,0,-3.1,1,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"453","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,9,262,"mei","Provável",2.8,18.54,-0.25,6.42,8,"Flamengo",16,8,6,6,8,3,NA,86,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"454","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,9,263,"lat","Contundido",0,7.36,0,3.67,7,"Botafogo",13,10,NA,4,9,NA,1,45,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"455","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png",105612,9,266,"mei","Nulo",0,2.39,0,0.3,1,"Fluminense",NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,9,275,"lat","Contundido",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Márcio Antônio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/08/26/52db5bc01e919c1a6c0171614f6052b0_FORMATO.jpeg",95332,9,290,"ata","Nulo",0,2.66,0,-0.9,1,"Goiás",NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,9,282,"lat","Provável",1.8,16.28,-0.92,5.03,8,"Atlético-MG",14,6,5,6,3,NA,1,76,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"459","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,9,282,"ata","Provável",-1.9,7.93,-0.91,1.64,8,"Atlético-MG",7,12,7,6,7,NA,5,61,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"460","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,9,292,"lat","Dúvida",5.4,1.93,0.51,0.98,6,"Sport",9,8,NA,NA,1,NA,NA,56,1,NA,NA,NA,1,NA,1,NA,NA,NA
"461","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,9,267,"ata","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,9,275,"zag","Nulo",0,4.42,0,0.3,2,"Palmeiras",2,NA,NA,1,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,9,292,"gol","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,9,267,"gol","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,9,267,"zag","Nulo",0,14.87,0,5.38,5,"Vasco",13,5,NA,NA,6,NA,NA,16,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"466","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,9,267,"lat","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png",101647,9,267,"zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,9,275,"gol","Provável",4.7,8.79,0.69,0.47,7,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,47,NA,2,2,5,NA,NA,NA,NA,NA,NA
"469","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,9,293,"mei","Provável",-3.2,9.66,-2.19,1.34,5,"Athlético-PR",1,5,2,6,11,NA,1,30,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"470","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,9,292,"zag","Nulo",0,1.5,0,0.3,3,"Sport",4,2,NA,NA,1,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,9,267,"zag","Provável",1.5,3.56,-0.6,2.5,5,"Vasco",6,3,NA,NA,5,NA,NA,25,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"472","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,9,290,"mei","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,9,275,"mei","Provável",4.9,5.43,0.71,1.07,8,"Palmeiras",12,10,2,2,16,NA,NA,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,9,277,"mei","Dúvida",0.4,5.38,-0.05,1.16,9,"Santos",12,8,2,5,17,NA,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"475","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,9,276,"lat","Provável",1.4,13.22,0.09,5.18,6,"São Paulo",16,12,3,2,8,1,NA,71,2,2,NA,NA,1,NA,NA,NA,NA,NA
"476","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,9,276,"mei","Contundido",0,13.99,0,5.85,4,"São Paulo",13,6,1,5,12,1,2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,9,292,"lat","Provável",4.7,8.93,0.11,3.86,9,"Sport",21,13,2,6,11,1,3,89,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"478","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,9,267,"mei","Contundido",0,2.5,0,1.1,2,"Vasco",1,NA,NA,1,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/03/03/7a5d281294e2881a3be2bf6a652bf10c_FORMATO.png",100322,9,293,"zag","Nulo",0,3,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,9,285,"gol","Dúvida",3.4,10.05,1.2,0.84,9,"Internacional",NA,NA,NA,NA,NA,NA,NA,104,1,6,NA,5,NA,NA,NA,NA,NA,NA
"481","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,9,275,"zag","Provável",5.1,13.23,0.94,4.03,7,"Palmeiras",10,11,1,2,6,1,2,21,1,2,NA,NA,1,NA,NA,NA,NA,NA
"482","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,9,292,"ata","Nulo",0,0.81,0,-2.2,3,"Sport",1,1,1,NA,NA,NA,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"483","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,9,263,"ata","Dúvida",0,5.82,0,1.93,4,"Botafogo",2,8,NA,4,6,1,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,9,267,"zag","Contundido",0,6,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,9,292,"mei","Dúvida",0,3.49,0,-0.07,3,"Sport",1,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,9,276,"mei","Provável",1,1.64,0.1,0.16,8,"São Paulo",5,9,2,4,4,NA,2,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,9,267,"mei","Suspenso",-3.6,2.67,-0.69,0.78,6,"Vasco",11,8,NA,1,12,NA,NA,21,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"488","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,9,262,"gol","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,9,267,"lat","Contundido",0,7,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,9,290,"lat","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,9,285,"zag","Provável",4,11.7,0.84,3.36,9,"Internacional",14,15,NA,NA,8,NA,NA,63,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"492","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,9,263,"zag","Provável",5.4,7.06,1.07,2.59,8,"Botafogo",12,4,1,3,6,NA,NA,19,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"493","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2020/02/27/ac1ef4d59993ff8aa8d21020834a05ec_FORMATO.png",38588,9,292,"ata","Provável",-1.2,10.7,-0.15,1.57,9,"Sport",2,15,5,9,4,2,8,35,1,NA,NA,NA,NA,NA,1,NA,1,NA
"494","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,9,292,"mei","Nulo",0,2.33,0,0.52,5,"Sport",5,4,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,9,285,"mei","Provável",0,0.76,0,-0.97,3,"Internacional",3,5,NA,3,1,NA,NA,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,9,292,"mei","Suspenso",2,4.79,-0.01,1.9,9,"Sport",28,21,NA,1,10,NA,NA,52,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"497","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,9,290,"mei","Provável",0,3.28,0,0.07,4,"Goiás",10,9,NA,NA,1,NA,1,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,9,285,"mei","Nulo",1,2.31,0.44,0.91,7,"Internacional",12,9,NA,1,6,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,9,276,"ata","Nulo",-1.4,4.14,-2.36,5.58,4,"São Paulo",2,3,1,2,3,2,3,10,2,NA,NA,NA,1,NA,1,NA,NA,NA
"500","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,9,263,"zag","Provável",1.6,4.65,-0.36,3.06,8,"Botafogo",9,4,1,3,12,NA,NA,21,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"501","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,9,294,"ata","Nulo",0,0.74,0,0,1,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,9,292,"mei","Provável",-1.7,3.07,-0.8,1.13,4,"Sport",8,6,NA,NA,5,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,9,263,"mei","Provável",2.8,5.54,-0.07,2.46,7,"Botafogo",13,7,NA,3,14,1,1,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,9,354,"mei","Nulo",-0.2,3.58,-0.2,-0.1,2,"Ceará",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,9,292,"lat","Dúvida",0,9.27,0,3.17,7,"Sport",21,4,1,1,13,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2020/02/27/d5b995944c7d11fd5c7b2acaca3fa3f8_FORMATO.png",86842,9,292,"ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg",105841,9,275,"ata","Nulo",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,9,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,9,290,"ata","Nulo",0,5,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,9,292,"zag","Provável",-1.5,5.3,-0.57,2.06,9,"Sport",11,12,1,4,6,2,NA,59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,9,294,"mei","Nulo",-0.2,0.77,-0.27,0.04,5,"Coritiba",3,4,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png",37798,9,354,"ata","Nulo",-0.2,6.4,-0.33,1.44,9,"Ceará",3,3,2,6,1,NA,1,18,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"513","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,9,290,"zag","Provável",0,5.21,0,1.73,6,"Goiás",9,2,1,2,3,NA,NA,19,NA,1,NA,NA,NA,NA,NA,NA,1,NA
