"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","FT","G","I","A","GC","DP","PP"
"478","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,38,292,"ata","Nulo",0,2.1,0,0.95,4,"292",NA,NA,2,NA,5,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"479","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,38,277,"zag","Provável",3.5,2.62,0.23,2.42,11,"Santos",NA,NA,7,NA,23,1,NA,19,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"480","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,38,282,"mei","Nulo",0,4.46,-0.2,1.63,27,"282",NA,NA,16,NA,79,NA,1,29,38,4,6,1,3,1,NA,NA,NA,NA
"481","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,38,276,"ata","Nulo",0,2.74,0,1.69,9,"276",NA,NA,6,NA,11,NA,1,6,9,NA,1,NA,1,NA,1,NA,NA,NA
"482","Eduardo Jesús Vargas Rojas","vargas","Vargas","https://s.glbimg.com/es/sde/f/2020/11/09/cb8b9463d4eb0ae15c7d51da96d5d3ac_FORMATO.png",69102,38,282,"ata","Nulo",-0.6,8.42,-0.25,2.76,14,"282",NA,NA,11,NA,51,NA,1,10,7,5,11,2,2,8,1,NA,NA,1
"483","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,38,292,"ata","Provável",0.8,6.45,-0.57,2.87,31,"292",NA,NA,98,NA,141,NA,9,46,41,3,11,NA,3,NA,2,NA,NA,NA
"484","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,38,282,"mei","Nulo",0,1.56,0,0.86,7,"282",NA,NA,3,NA,9,NA,NA,4,6,1,4,NA,NA,NA,NA,NA,NA,NA
"485","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,38,264,"mei","Nulo",0,6.14,0,3.14,12,"264",NA,NA,16,NA,48,NA,2,10,16,3,6,NA,1,NA,4,NA,NA,NA
"486","Maurício Magalhães Prado","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2020/11/05/764235c95a2022213c0c091c00cbb5e0_FORMATO.png",105647,38,285,"mei","Nulo",0,5.33,0,2.14,8,"285",NA,NA,7,NA,19,NA,1,5,5,1,1,NA,1,NA,1,NA,NA,NA
"487","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,38,285,"lat","Nulo",0,0.78,0,-0.5,1,"285",NA,NA,NA,NA,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,38,285,"ata","Provável",2.1,4.59,-0.33,4.72,23,"285",NA,NA,28,NA,62,NA,3,11,48,14,19,2,10,6,1,NA,NA,NA
"489","Ruan de Oliveira Ferreira","ruan","Ruan","https://s.glbimg.com/es/sde/f/2020/08/18/46767ddb19cde394d78839a4e9182e63_FORMATO.png",104153,38,264,"mei","Contundido",0,1.22,0,0.77,4,"264",NA,NA,2,NA,7,NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"490","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,38,262,"mei","Nulo",0,2.32,0,1.98,10,"Flamengo",NA,NA,3,NA,9,NA,NA,10,6,1,NA,1,1,NA,NA,NA,NA,NA
"491","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,38,280,"gol","Provável",4.1,1.98,-0.01,0.95,31,"280",NA,17,6,31,264,9,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,38,267,"lat","Nulo",0,4.03,0,2.54,18,"267",NA,NA,15,NA,106,4,3,35,20,3,2,NA,NA,1,1,NA,NA,NA
"493","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,38,294,"ata","Nulo",0,1,0,0.12,12,"Coritiba",NA,NA,5,NA,18,NA,NA,1,14,4,NA,1,NA,2,NA,NA,NA,NA
"494","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png",106000,38,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Matheus Sousa Pereira","pereira","Pereira","https://s.glbimg.com/es/sde/f/2020/11/13/9dbc967183974e31afd1cefae91b83a9_FORMATO.png",97711,38,373,"zag","Nulo",0,4.65,0,3.44,9,"373",NA,NA,7,NA,11,3,3,12,5,1,1,NA,1,NA,NA,NA,NA,NA
"496","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,38,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,38,294,"mei","Provável",8.3,2.89,1.38,2.13,14,"Coritiba",NA,NA,7,NA,53,NA,NA,20,9,2,1,NA,1,NA,1,NA,NA,NA
"498","Jonathan Renato Barbosa","jonathan-cafu","Jonathan Cafu","https://s.glbimg.com/es/sde/f/2020/11/09/72663d168227b1d3b1e97197fb92447a_FORMATO.png",78580,38,264,"ata","Nulo",0,4.67,0,1.85,2,"264",NA,NA,3,NA,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,38,373,"ata","Provável",10,6.21,1.41,2.81,31,"373",NA,NA,52,NA,186,NA,3,31,36,13,17,2,1,1,6,NA,NA,NA
"500","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,38,276,"gol","Nulo",0,1.1,0,-2,0,"276",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Luiz Henrique André Rosa da Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png",109282,38,266,"ata","Provável",3,3.57,-0.55,2.82,26,"266",NA,NA,17,NA,72,NA,1,44,21,3,11,NA,2,5,3,NA,NA,NA
"502","Toko Filipe Batucissa António","toko-filipe","Toko Filipe","https://s.glbimg.com/es/sde/f/2020/11/06/b2bc9d693d4771919a7a78c8665933a5_FORMATO.png",110557,38,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2020/10/31/2d48ba4a777a29e1dda705093ee62984_FORMATO.png",105841,38,263,"ata","Nulo",0,2.77,0,-0.93,3,"263",1,NA,2,NA,3,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,38,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,38,267,"mei","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,38,280,"mei","Contundido",0,3.59,0,1.98,28,"280",NA,NA,16,NA,104,NA,3,36,17,7,13,2,1,3,1,NA,NA,NA
"507","Vinícius Rayan Pereira dos Santos","rayan","Rayan","https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png",106880,38,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,38,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,38,292,"zag","Nulo",0,0.79,0,0,1,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,38,293,"mei","Dúvida",0,3.45,0,0.45,14,"293",NA,NA,2,NA,25,NA,2,14,10,NA,NA,1,NA,NA,NA,NA,NA,NA
"511","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,38,277,"mei","Dúvida",-0.5,0.91,-0.11,1,11,"Santos",NA,NA,3,NA,16,NA,1,4,5,1,3,NA,1,NA,NA,NA,NA,NA
"512","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,38,277,"zag","Provável",3.7,2.82,0.29,2.48,11,"Santos",NA,NA,10,NA,36,3,2,16,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"513","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,38,284,"zag","Provável",1.7,0.92,0.09,0.75,4,"284",NA,NA,1,NA,10,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA
"514","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,38,294,"mei","Nulo",0,0.79,0,-0.05,18,"Coritiba",1,NA,8,NA,36,NA,3,14,18,1,5,NA,NA,1,NA,NA,NA,NA
"515","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,38,263,"zag","Contundido",0,2.76,0,0.92,18,"263",1,NA,16,NA,103,3,3,20,20,1,6,NA,NA,2,NA,NA,NA,NA
"516","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/09/24/f3ee6a9a8f1a2edeccd5d3f9d5cc70cd_FORMATO.png",104660,38,290,"ata","Provável",3,5.65,-0.33,4.16,26,"290",NA,NA,51,NA,77,NA,3,40,37,14,12,NA,4,6,4,NA,NA,NA
"517","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,38,275,"mei","Nulo",-0.2,0.77,-0.13,0.18,11,"275",NA,NA,3,NA,10,NA,1,3,7,1,6,NA,NA,4,NA,NA,NA,NA
"518","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,38,284,"ata","Nulo",1.5,5.14,0.11,2.57,23,"284",NA,NA,15,NA,56,NA,NA,11,14,8,17,NA,2,2,3,NA,NA,NA
"519","César Ignacio Pinares Tamayo","pinares","Pinares","https://s.glbimg.com/es/sde/f/2020/11/09/b3356c651dec1138df6cbc163f286172_FORMATO.png",100107,38,284,"mei","Provável",3.2,5.9,1.29,1.33,10,"284",1,NA,11,NA,42,NA,NA,3,7,1,4,NA,1,NA,1,NA,NA,NA
"520","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,38,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,38,285,"zag","Provável",7.5,4.83,0.74,3.1,13,"285",NA,NA,6,NA,56,5,1,20,14,3,4,NA,NA,NA,NA,NA,NA,NA
"522","Alan Pereira Empereur","alan-empereur","Alan Empereur","https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png",88033,38,275,"zag","Provável",0,5.34,0,2.8,6,"275",NA,NA,2,NA,22,4,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Ewerthon Diógenes Da Silva","ewerthon","Ewerthon","https://s.glbimg.com/es/sde/f/2020/11/13/642cb05f0d1e57898ef6cc10c4d2b5ed_FORMATO.png",106082,38,292,"lat","Nulo",3.8,3.45,0.33,2.27,10,"292",NA,NA,8,NA,40,3,NA,7,3,2,1,NA,NA,2,NA,NA,NA,NA
"524","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2021/02/23/1713e10e0f4539223a6505b2467f7b23_FORMATO.png",100844,38,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2020/08/17/26653830802f187c2488014a12698d4a_FORMATO.png",105566,38,267,"lat","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,38,373,"tec","Provável",3.87,9.37,0,3.4,17,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,38,354,"lat","Provável",0.4,1.97,-0.71,2.68,16,"354",NA,NA,4,NA,32,5,NA,4,5,NA,2,NA,2,NA,NA,NA,NA,NA
"528","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,38,356,"mei","Provável",2,3.01,0.24,1.63,26,"356",NA,NA,28,NA,50,NA,2,41,27,3,2,NA,NA,1,1,NA,NA,NA
"529","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,38,267,"gol","Nulo",0,0.76,0,-2.2,2,"267",NA,2,NA,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,38,280,"lat","Nulo",0,0.89,0,0.18,15,"280",1,NA,1,NA,63,1,1,14,9,1,1,NA,NA,2,NA,NA,NA,NA
"531","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,38,267,"lat","Nulo",0,3.6,0,2.56,13,"267",NA,NA,17,NA,47,5,4,9,11,2,2,NA,NA,NA,1,NA,NA,NA
"532","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,38,290,"mei","Nulo",0,2,0,1.12,8,"290",NA,NA,4,NA,14,NA,2,15,10,NA,3,NA,NA,NA,NA,NA,NA,NA
"533","Juan Pablo Ramírez Velásquez","juan-ramirez","Juan Ramírez","https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png",97062,38,265,"ata","Contundido",0,3.78,0,3.12,8,"265",NA,NA,16,NA,44,NA,2,5,14,2,5,NA,2,NA,1,NA,NA,NA
"534","Alyson José da Motta","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/11/14/c9b0f1297c6448108c23501a0fb56859_FORMATO.png",110561,38,290,"ata","Nulo",0,2.85,0,6.6,1,"290",NA,NA,1,NA,2,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA
"535","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,38,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png",40006,38,285,"tec","Provável",5.55,11.54,0.32,3.83,18,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,38,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,38,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,38,294,"lat","Provável",3.5,5,0.4,2.61,23,"Coritiba",NA,NA,14,NA,107,5,3,45,17,2,4,1,NA,1,NA,NA,NA,NA
"540","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,38,264,"ata","Nulo",0,3.82,0,3.64,21,"264",NA,NA,27,NA,65,NA,NA,13,13,7,7,NA,5,2,2,NA,NA,NA
"541","Rildo Gonçalves de Amorim Filho","rildo","Rildo","https://s.glbimg.com/es/sde/f/2021/02/23/56d0bcbcbe56cdf28b48b08bd053e2f4_FORMATO.png",107798,38,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","https://s.glbimg.com/es/sde/f/2021/01/29/5e7308881105b5ad75412f80f390a317_FORMATO.png",109618,38,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,38,284,"mei","Nulo",0,4.19,0,0.93,11,"284",NA,NA,12,NA,68,NA,2,7,11,1,3,NA,NA,NA,2,NA,NA,NA
"544","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,38,290,"ata","Nulo",0,4.06,0,1.87,23,"290",NA,NA,30,NA,72,NA,NA,26,22,7,5,1,NA,1,1,NA,NA,NA
"545","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png",99119,38,277,"ata","Nulo",0,3.53,0,2.06,29,"Santos",NA,NA,47,NA,102,NA,3,32,34,6,5,NA,2,9,3,NA,NA,NA
"546","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,38,280,"ata","Nulo",0,5.07,0,2.12,11,"280",NA,NA,12,NA,14,NA,1,9,5,1,NA,NA,1,NA,1,NA,NA,NA
"547","Jean Carlos Quiñónez Preciado","quinonez","Quiñonez","https://s.glbimg.com/es/sde/f/2020/11/11/ca052c606a273c2ab77e153f2cc17ae5_FORMATO.png",109324,38,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,38,284,"ata","Nulo",0,0.91,0,0.7,2,"284",NA,NA,1,NA,1,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"549","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,38,267,"mei","Dúvida",6.5,4.99,0.17,1.84,26,"267",NA,NA,26,NA,118,NA,1,24,26,4,11,2,1,NA,2,NA,NA,NA
"550","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,38,292,"tec","Provável",0.93,6.88,-0.13,2.76,31,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Marino Hinestroza Angulo","marino","Marino","https://s.glbimg.com/es/sde/f/2020/11/11/7f4b5ee056975411b2a2ad4cf74693f2_FORMATO.png",110598,38,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Paulo Mazoti Azevedo","paulo-mazoti","Paulo Mazoti","https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png",110602,38,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Glauber Ramos da Silva","glauber-ramos","Glauber Ramos","https://s.glbimg.com/es/sde/f/2020/08/21/ef5dbd585acdc16883bc521435428889_FORMATO.png",109638,38,290,"tec","Provável",3.94,6.33,-0.36,3.87,16,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,38,265,"mei","Nulo",0,1.21,0,0.72,10,"265",NA,NA,12,NA,35,NA,2,10,3,NA,1,NA,NA,1,NA,NA,NA,NA
"555","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,38,263,"mei","Provável",-0.2,0.85,-0.53,1.35,4,"263",NA,NA,4,NA,12,NA,NA,2,1,3,NA,NA,NA,1,NA,NA,NA,NA
"556","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,38,280,"mei","Dúvida",-2,4.27,-0.52,2.98,19,"280",NA,NA,39,NA,63,NA,6,29,31,7,12,1,2,NA,1,NA,NA,NA
"557","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,38,275,"ata","Provável",1.4,3.67,-0.62,1.95,12,"275",NA,NA,6,NA,37,NA,NA,8,7,1,3,3,1,2,NA,NA,NA,NA
"558","Gabriel Martins Rodrigues","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2020/07/19/37d941ad25a0ec00d5342f5f5f70df7f_FORMATO.png",106322,38,290,"lat","Nulo",0,2.23,0,2.9,3,"290",NA,NA,NA,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
